Canonical_SMILES,starter_mod,firstExtension_module,secondExtension_mod,release_mod,Molecular_Weight,has_target_substructure,matching_patterns
CCCC[C@@H](CC(O)=CC(C)C)C(=O)O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),214.3,False,
CC[C@@H](C(=O)O)C(=O)C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),200.23,False,
CC(C)C=C(O)[C@@H](O)CC(=O)O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'loading: False']",TE(linear),174.2,False,
CC[C@@H](CC(O)=CC(C)C)C(=O)O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),186.25,False,
CCCCCC[C@@H](C(=O)O)C(=O)C(O)=CC(C)C,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),256.34,False,
CC(C)C=C(O)C[C@H](C)C(=O)O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),172.22,False,
CC(C)C=C(O)[C@@H](O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),364.27,False,
CC(C)C=C(O)[C@H](O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),364.27,False,
CC(C)C=C(O)CCC(=O)O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),158.2,False,
CC(C)C=C1C=C(O)C(=O)O1,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",154.16,True,['pattern_2: CCC=C1C=CC(=O)O1']
CO[C@H]1C(=O)OC(=CC(C)C)[C@H]1O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=3)",186.21,True,['pattern_1: CCC=C1C[C@H](OC)C(=O)O1']
CC(C)C=C(O)C(=O)CC(=O)O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", 'loading: False']",TE(linear),172.18,False,
CC(C)C=C(O)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': 'isobut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", 'loading: False']",TE(linear),362.25,False,
CCC(C)C=C(O)[C@H](O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),378.3,False,
CCC(C)C=C(O)[C@@H](O)[C@@H](C(=O)O)C(C)C,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),230.3,False,
CCC(C)C=C(O)[C@H](O)[C@@H](C(=O)O)C(C)C,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),230.3,False,
CCC(C)C=C1C[C@H](OC)C(=O)O1,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']","TE(cyclic, ring=1)",184.23,True,['pattern_1: CCC=C1C[C@H](OC)C(=O)O1']
CCC(C)C=C(O)[C@@H](O)[C@@H](C)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),202.25,False,
CCC(C)C=C1C=CC(=O)O1,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",152.19,True,['pattern_2: CCC=C1C=CC(=O)O1']
CCC(C)C=C(O)[C@H](O)[C@H](O)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),204.22,False,
C=CC[C@H](C(=O)O)[C@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),228.29,False,
CCC(C)C=C(O)[C@@H](O)[C@H](CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),216.28,False,
CCC(C)C=C(O)[C@H](O)[C@H](CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),216.28,False,
CCC(C)C=C(O)C[C@@H](C(=O)O)C(C)C,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),214.3,False,
CCC(C)C=C(O)C[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),362.3,False,
C=CCC1=CC(=CC(C)CC)OC1=O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",192.26,True,['pattern_2: CCC=C1C=CC(=O)O1']
CCC(C)C=C1C=C(C)C(=O)O1,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",166.22,True,['pattern_2: CCC=C1C=CC(=O)O1']
CCC(C)C=C1OC(=O)[C@@H](OC)C1=O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'C2'}"", 'loading: False']","TE(cyclic, ring=1)",198.22,True,['pattern_1: CCC=C1C[C@H](OC)C(=O)O1']
CCC(C)C=C1OC(=O)[C@H](OC)C1=O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'C1'}"", 'loading: False']","TE(cyclic, ring=1)",198.22,True,['pattern_1: CCC=C1C[C@H](OC)C(=O)O1']
CCC(C)C=C(O)[C@@H](O)[C@H](O)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),204.22,False,
C=CC[C@@H](C(=O)O)[C@@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),228.29,False,
CCC(C)C=C(O)C(=O)[C@H](C)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),200.23,False,
CCC(C)C=C(O)C(=O)[C@@H](C)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),200.23,False,
CCC(C)C=C(O)C(=O)[C@H](CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),214.26,False,
CCC(C)C=C(O)[C@H](O)[C@@H](CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),216.28,False,
CCC(C)C=C(O)[C@H](O)CC(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'A'}"", 'loading: False']",TE(linear),188.22,False,
CCC(C)C=C1OC(=O)[C@@H](OC)[C@@H]1O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B2'}"", 'loading: False']","TE(cyclic, ring=3)",200.23,True,['pattern_1: CCC=C1C[C@H](OC)C(=O)O1']
CCC(C)C=C(O)[C@H](O)[C@@H](O)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),204.22,False,
CCCCCCC1=CC(=CC(C)CC)OC1=O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",236.35,True,['pattern_2: CCC=C1C=CC(=O)O1']
CCC(C)C=C(O)C(=O)[C@H](C(=O)O)C(C)C,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", 'loading: False']",TE(linear),228.29,False,
CCCCCC[C@@H](CC(O)=CC(C)CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),256.39,False,
C=CC[C@@H](C(=O)O)[C@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),228.29,False,
C=CC[C@H](C(=O)O)[C@@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),228.29,False,
CCCC[C@H](C(=O)O)[C@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),244.33,False,
CCCC[C@H](C(=O)O)[C@@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),244.33,False,
CCC(C)C=C(O)C(=O)[C@@H](C(=O)O)C(C)C,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", 'loading: False']",TE(linear),228.29,False,
CCC(C)C=C1C=C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)O1,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",342.27,True,['pattern_2: CCC=C1C=CC(=O)O1']
C=CC[C@@H](CC(O)=CC(C)CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),212.29,False,
CCC(C)C=C1OC(=O)[C@H](OC)[C@H]1O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'A1'}"", 'loading: False']","TE(cyclic, ring=3)",200.23,True,['pattern_1: CCC=C1C[C@H](OC)C(=O)O1']
C=CC[C@H](C(=O)O)C(=O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),226.27,False,
C=CC[C@@H](C(=O)O)C(=O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'allylmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),226.27,False,
CCC(C)C=C(O)[C@@H](O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),378.3,False,
CCC(C)C=C(O)[C@H](O)[C@H](C(=O)O)C(C)C,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),230.3,False,
CCCCCC[C@H](C(=O)O)C(=O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", 'loading: False']",TE(linear),270.37,False,
CCC1=CC(=CC(C)CC)OC1=O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",180.25,True,['pattern_2: CCC=C1C=CC(=O)O1']
CCCC[C@@H](C(=O)O)[C@@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),244.33,False,
CCCCCC[C@H](C(=O)O)[C@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),272.39,False,
CCCCCC[C@H](C(=O)O)[C@@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),272.39,False,
CCC(C)C=C1OC(=O)[C@@H](OC)[C@H]1O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'A2'}"", 'loading: False']","TE(cyclic, ring=3)",200.23,True,['pattern_1: CCC=C1C[C@H](OC)C(=O)O1']
CCC(C)C=C(O)[C@@H](O)[C@H](C(=O)O)C(C)C,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),230.3,False,
CCCC[C@@H](C(=O)O)[C@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),244.33,False,
CCC(C)C=C(O)C(=O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),376.28,False,
CCC(C)C=C(O)C(=O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),376.28,False,
CCC(C)C=C(O)[C@@H](O)[C@H](C)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),202.25,False,
CCC(C)C=C(O)[C@H](O)[C@H](C)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),202.25,False,
CCCCCC[C@@H](C(=O)O)[C@@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),272.39,False,
CCC(C)C=C(O)C[C@H](O)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),188.22,False,
CCCCC1=CC(=CC(C)CC)OC1=O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",208.3,True,['pattern_2: CCC=C1C=CC(=O)O1']
CCC(C)C=C(O)[C@@H](O)[C@@H](O)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),204.22,False,
CCC(C)C=C(O)[C@@H](O)[C@@H](CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),216.28,False,
CCCC[C@H](C(=O)O)C(=O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),242.31,False,
CCCC[C@@H](C(=O)O)C(=O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),242.31,False,
CCC(C)C=C1C=C(C(C)C)C(=O)O1,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'isobutmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",194.27,True,['pattern_2: CCC=C1C=CC(=O)O1']
CCCCCC[C@@H](C(=O)O)[C@H](O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'B1'}"", 'loading: False']",TE(linear),272.39,False,
CCC(C)C=C1C=C(OC)C(=O)O1,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",182.22,True,['pattern_2: CCC=C1C=CC(=O)O1']
CCC(C)C=C(O)[C@H](O)[C@@H](C)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),202.25,False,
CCC(C)C=C(O)C(=O)[C@H](O)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'C2'}"", 'loading: False']",TE(linear),202.21,False,
CCC(C)C=C(O)C(=O)[C@@H](O)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),202.21,False,
CCC(C)C=C(O)C(=O)C(O)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", 'loading: False']",TE(linear),202.21,False,
CCCC[C@@H](CC(O)=CC(C)CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'butmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),228.33,False,
CCC(C)C=C(O)C(=O)[C@@H](CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),214.26,False,
CCC(C)C=C(O)[C@@H](O)CC(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'loading: False']",TE(linear),188.22,False,
CCC(C)C=C(O)C[C@H](CC)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'emal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),200.28,False,
CCCCCC[C@@H](C(=O)O)C(=O)C(O)=CC(C)CC,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hexmal'}"", ""KR{'type': 'C1'}"", 'loading: False']",TE(linear),270.37,False,
CCC(C)C=C(O)C[C@H](C)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Methylmalonyl-CoA'}"", ""KR{'type': 'B1'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),186.25,False,
CCC(C)C=C(O)[C@@H](O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),378.3,False,
CCC(C)C=C(O)[C@H](O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'A2'}"", 'loading: False']",TE(linear),378.3,False,
CCC(C)C=C(O)CCC(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", ""KR{'type': 'B'}"", 'DH{}', 'ER{}', 'loading: False']",TE(linear),172.22,False,
CCC(C)C=C1C=C(O)C(=O)O1,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'hmal'}"", ""KR{'type': 'B1'}"", 'DH{}', 'loading: False']","TE(cyclic, ring=0)",168.19,True,['pattern_2: CCC=C1C=CC(=O)O1']
CCC(C)C=C1OC(=O)[C@H](OC)[C@@H]1O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'mxmal'}"", ""KR{'type': 'B1'}"", 'loading: False']","TE(cyclic, ring=3)",200.23,True,['pattern_1: CCC=C1C[C@H](OC)C(=O)O1']
CCC(C)C=C(O)C(=O)CC(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'Malonyl-CoA'}"", 'loading: False']",TE(linear),186.21,False,
CCC(C)C=C(O)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O,"[""AT{'substrate': '2metbut'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", 'loading: False']",TE(linear),376.28,False,
O=C(O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)[C@@H](O)C(O)=CC1CCCCC1,"[""AT{'substrate': 'CHC-CoA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'DCP'}"", ""KR{'type': 'A1'}"", 'loading: False']",TE(linear),404.33,False,
CC(C)[C@H](C(=O)O)[C@H](O)C(O)=CC1CCCCC1,"[""AT{'substrate': 'CHC-CoA'}"", 'loading: True']",AT(hmal) + KR(B1) + DH,"[""AT{'substrate': 'D-isobutmal'}"", ""KR{'type': 'B2'}"", 'loading: False']",TE(linear),256.34,False,
