PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
122,103602834,44568024,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
123,103602836,44568026,CCOC(=O)C#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N(C)CC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
124,103602837,44568027,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CC4=CC=C(C=C4)C5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
125,103602838,44568028,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CC3=CC=C(C=C3)C4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
126,103602839,44568029,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCC(C)C,Inactive,,,Potential missing data,Activity,Not Active
127,103602840,44568030,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCOC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
128,103602841,44568031,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CC3=CC=C(C=C3)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
129,103602842,44568032,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCN3CCN(CC3)C4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
130,103602843,44568033,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCOC3=CC=C(C=C3)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
131,103602844,44568034,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCOC3=CC=C(C=C3)Br,Inactive,,,Potential missing data,Activity,Not Active
132,103602845,44568035,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCN3CCOCC3,Inactive,,,Potential missing data,Activity,Not Active
133,103602894,44568066,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCC(C)C,Inactive,,,Potential missing data,Activity,Not Active
134,103602895,44568067,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCOC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
135,103602896,44568068,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CC4=CC=C(C=C4)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
136,103602897,44568069,CCC(=O)OCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N(C)CC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
137,103602898,44568070,CCC(=O)OCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N(CC)CC,Inactive,,,Potential missing data,Activity,Not Active
138,103602899,44568071,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCOC,Inactive,,,Potential missing data,Activity,Not Active
139,103602900,44568072,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CC3=CC=C(C=C3)OC,Inactive,,,Potential missing data,Activity,Not Active
140,103602901,44568073,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
141,103602902,44568074,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCN3CCC(CC3)C4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
142,103602903,44568075,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CC4=CC=C(C=C4)OC5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
143,103602904,44568076,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CC4=CC=CC5=CC=CC=C54,Inactive,,,Potential missing data,Activity,Not Active
144,103602905,44568077,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CC4=CC=CC=C4[N+](=O)[O-],Inactive,,,Potential missing data,Activity,Not Active
145,103602906,44568078,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CC4=CC=C(C=C4)OC5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
146,103602953,44568105,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCOC,Inactive,,,Potential missing data,Activity,Not Active
147,103602954,44568106,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CC4=CC=C(C=C4)OC,Inactive,,,Potential missing data,Activity,Not Active
148,103602955,44568107,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
149,103602957,44568109,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCC3CCCC3,Inactive,,,Potential missing data,Activity,Not Active
150,103602958,44568110,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CC3=CCCCC3,Inactive,,,Potential missing data,Activity,Not Active
151,103602959,44568111,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCOC3=CC=CC(=C3)C4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
152,103602960,44568112,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCOC3=CC=C(C=C3)OC,Inactive,,,Potential missing data,Activity,Not Active
153,103602961,44568113,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CC4=CC=CC5=CC=CC=C54,Inactive,,,Potential missing data,Activity,Not Active
154,103602962,44568114,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CC4=CC=CC=C4[N+](=O)[O-],Inactive,,,Potential missing data,Activity,Not Active
155,103602963,44568115,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CC5=CC=C(C=C5)OC6=CC=CC=C6,Inactive,,,Potential missing data,Activity,Not Active
156,103602964,44568116,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CC3=CC=C(C=C3)OC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
157,103603009,44568143,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CC4=CCCCC4,Inactive,,,Potential missing data,Activity,Not Active
158,103603010,44568144,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCOC4=CC=CC(=C4)C5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
159,103603011,44568145,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCOC4=CC=C(C=C4)OC,Inactive,,,Potential missing data,Activity,Not Active
160,103603013,44568148,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCOC(=O)OCC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
161,103603014,44568149,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCOC3=CC=CC(=C3OC)OC,Inactive,,,Potential missing data,Activity,Not Active
162,103603015,44568150,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCOC(=O)OCC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
163,103603016,44568151,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCCCC#N,Inactive,,,Potential missing data,Activity,Not Active
164,103603017,44568152,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCN(C)C,Inactive,,,Potential missing data,Activity,Not Active
165,103603018,44568153,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CC3=CC=CC4=CC=CC=C43,Inactive,,,Potential missing data,Activity,Not Active
166,103603019,44568154,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CC3=CC=CC=C3[N+](=O)[O-],Inactive,,,Potential missing data,Activity,Not Active
167,103603020,44568155,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CC3=CC=CC4=CC=CC=C43,Inactive,,,Potential missing data,Activity,Not Active
168,160671808,44568147,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCOC4=CC=CC(=C4OC)OC,Inactive,,,Potential missing data,Activity,Not Active
