PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000000311 uM,Activity at 0.0000000880 uM,Activity at 0.0000001756 uM,Activity at 0.0000004972 uM,Activity at 0.0000014063 uM,Activity at 0.0000028127 uM,Activity at 0.0000079555 uM,Activity at 0.0000225014 uM,Activity at 0.0000450029 uM,Activity at 0.0001299230 uM,Activity at 0.0003002708 uM,Activity at 0.0008965874 uM,Activity at 0.00268 uM,Activity at 0.00700 uM,Activity at 0.016 uM,Activity at 0.032 uM,Activity at 0.076 uM,Activity at 0.219 uM,Activity at 0.631 uM,Activity at 1.728 uM,Activity at 3.886 uM,Activity at 8.587 uM,Activity at 17.80 uM,Activity at 49.20 uM,Activity at 107.3 uM,Activity at 231.0 uM,Compound QC
16998,50107387,5699,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00094846-03/122103983,,Inactive,,,,0,,,3.0654,0.9344,9.5,-4.2152,4,0 0 0 0 1,-8.7059,,,,,,,,,,,,,,,,,-2.2555,,-6.4294,-1.4145,,9.299,,-8.7059,,,QC'd by Prestwick Chemical; Inc.
16999,50107431,3884,CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00094931-03/122104374,,Inhibitor,25.1189,86.8859,,10,Single point of activity,-4.6,3.6772,0.9931,-88.2081,-1.3222,-3,0 0 0 0 0,-79.7031,,,,,,,,,,,,,,,,,-3.9369,,3.5189,-3.2519,,-3.2538,,-79.7031,,,QC'd by Prestwick Chemical; Inc.
17000,50107554,24867543,CC1CCC2C(C(=O)OC3[C@]24C1CC[C@@](O3)(OO4)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095274-03/122102625,,Inactive,,,,0,,,0.5,0.8085,-27.8514,2.289,4,0 0 0 0 0,-23.2095,,,,,,,,,,,,,,,,,-2.2592,,-2.4223,-15.558,,-11.5173,,-23.2095,,,QC'd by Tocris
17001,50107568,5281767,COC1=C(C=CC(=C1)/C=C/C(=C/C(=O)/C=C/C2=CC(=C(C=C2)O)OC)/O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095321-02/122104106,,Inactive,,,,0,,-4.85,1.5386,0.9782,-24.9439,-7.3599,4,0 0 0 0 0,-22.4532,,,,,,,,,,,,,,,,,-5.7166,,-8.4357,-8.2647,,-13.077,,-22.4532,,,QC'd by Prestwick Chemical; Inc.
17002,50107584,4643333,CC1=CC(=O)C2=C(O1)C(=C(C=C2O)OC)CC=C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095427-02/122103560,,Inactive,,,,0,,,4.5045,0.9515,-3.6016,14,4,0 0 0 0 0,-0.6466,,,,,,,,,,,,,,,,,14.1256,,-0.8328,-4.5896,,-5.0846,,-0.6466,,,QC'd by Prestwick Chemical; Inc.
17003,50107598,3503223,CC1=C2C(=C(C(=C1Cl)O)Cl)OC3=C(C(=C(C(=C3C)C(=O)OC)O)C)OC2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095464-02/122103924,,Inactive,,,,0,,,4.9549,0.7963,12,-10.3286,4,0 0 0 0 0,7.0524,,,,,,,,,,,,,,,,,-10.3855,,-11.9533,-4.3507,,-15.2739,,7.0524,,,QC'd by Prestwick Chemical; Inc.
17004,50107603,99613,CC1=CC(=CC(=C1C(=O)OC2=CC(=C(C(=C2)C)C(=O)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095468-02/122103579,,Inactive,,,,0,,,4.9549,0.5012,-8.1874,6,4,0 0 0 0 1,-2.0845,,,,,,,,,,,,,,,,,3.6333,,-10.8624,-0.1512,,-14.3228,,-2.0845,,,QC'd by Prestwick Chemical; Inc.
17005,50107648,73677,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C4=C(C(=C3C)O)C(=O)OC4O)C=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095566-02/122104293,,Inactive,,,,0,,,3.9295,0.9905,-5.4199,2,4,0 0 0 0 0,-5.0629,,,,,,,,,,,,,,,,,1.4764,,2.0162,-4.9705,,-5.7666,,-5.0629,,,QC'd by Prestwick Chemical; Inc.
17006,50107650,119039,CC(=C)C1=CC2=CC(=C(C=C2O1)O)C(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095568-02/122103526,,Inactive,,,,0,,,1.6266,0.7919,30,1.5317,4,0 0 0 0 0,28.4704,,,,,,,,,,,,,,,,,11.1158,,-5.8069,2.3833,,19.7776,,28.4704,,,QC'd by Prestwick Chemical; Inc.
17007,50107653,68082,COC1=C2C=CC(=O)OC2=C3C=COC3=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095572-02/122103574,,Inactive,,,,0,,,1.1,0.6638,-13.2195,-2.1576,4,0 0 0 0 0,-10.1829,,,,,,,,,,,,,,,,,-0.548,,-5.9981,-1.584,,-3.466,,-10.1829,,,QC'd by Prestwick Chemical; Inc.
17008,50107688,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095709-02/122103977,,Inactive,,,,0,,,2.7202,0.969,-11.442,2.5,4,0 0 0 0 1,3.8299,,,,,,,,,,,,,,,,,1.024,,3.6658,-6.15,,-11.2017,,3.8299,,,QC'd by Prestwick Chemical; Inc.
17009,50107713,303993,CC(=C)C1CC2=C(O1)C=CC3=C2OC4=C(C3=O)C5=CC(=C(C=C5OC4)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095794-02/122103717,,Inactive,,,,0,,,4.9549,0.3966,5,-7.5755,4,0 0 0 0 0,3.1898,,,,,,,,,,,,,,,,,-8.9896,,2.5762,-11.7296,,-11.1726,,3.1898,,,QC'd by Prestwick Chemical; Inc.
17010,50107733,6755,C1=CC=C2C(=C1)C(=CC(=O)C2=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095834-02/122103671,,Inactive,,,,0,,,0.5,0.6724,-20.0218,12,4,0 0 0 0 1,-0.1589,,,,,,,,,,,,,,,,,7.1791,,-7.4358,-1.5909,,-15.0182,,-0.1589,,,QC'd by Prestwick Chemical; Inc.
17011,50107786,97226,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O,Inconclusive,27,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00095986-02/122104608,,Inhibitor,0.1122,43.2363,,27,Complete curve; partial efficacy,-6.95,3.1925,0.9446,-60.1093,-16.873,-1.2,0 0 0 0 0,-57.222,,,,,,,,,,,,,,,,,-25.853,,-58.9264,-66.2836,,-57.2705,,-57.222,,,QC'd by Prestwick Chemical; Inc.
17012,50107802,4432690,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00096061-02/122101325,,Inactive,,,,0,,,4.9549,0.7215,1,-15.5008,4,0 0 0 0 0,4.8737,,,,,,,,,,,,,,,,,-12.5007,,4.2719,-4.3416,,-0.6098,,4.8737,,,QC'd by Tocris
17013,50107864,407450,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.C(=O)(C(=O)O)O.C(=O)(C(=O)O)O,Active,46,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00096182-01/122101773,,Inhibitor,2.2387,72.7297,,46,Partial curve; high efficacy,-5.65,0.7,0.9244,-99.526,-26.7963,-2.1,0 0 0 0 0,-94.2481,,,,,,,,,,,,,,,,,-35.6104,,-35.1043,-69.4819,,-72.9229,,-94.2481,,,QC'd by NCI
17014,50109845,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00159319-03/122101735,,Inactive,,,,0,,,4.9549,0.3281,-5.0437,12,4,0 0 0 0 1,1.504,,,,,,,,,,,,,,,,,7.3552,,-15.0364,6.6773,,-7.1224,,1.504,,,QC'd by Tocris
17015,50109846,2806,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00159321-04/122101658,,Inhibitor,15.8489,36.5514,,10,Single point of activity,-4.8,3.6772,0.9557,-32.5514,4,-3,0 0 0 0 0,-30.4595,,,,,,,,,,,,,,,,,5.2333,,7.3493,-1.1705,,-0.7271,,-30.4595,,,QC'd by Tocris
17016,50109867,3368606,COC1=CC=C(C=C1)C2C3=C(CC4N2C(=O)CN(C4=O)CCC5=CC(=C(C=C5)OC)OC)C6=CC=CC=C6N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160137-01/122103720,,Inactive,,,,0,,,4.9549,0.4277,-11.741,8,4,0 0 0 0 0,-18.1175,,,,,,,,,,,,,,,,,4.2879,,-16.1996,2.5336,,-15.5691,,-18.1175,,,QC'd by Prestwick Chemical; Inc.
17017,50109868,24867630,C[C@@]12CCC3[C@]4([C@H](C[C@H](C(C4C[C@H]([C@]3([C@@]15[C@H](O5)C[C@H]2C6=COC=C6)C)O)(C)C)O)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160138-01/122103938,,Inactive,,,,0,,,4.9549,0.7056,-6.425,1,4,0 0 0 0 0,-5.9481,,,,,,,,,,,,,,,,,-2.6759,,4.8873,1.2732,,-7.0209,,-5.9481,,,QC'd by Prestwick Chemical; Inc.
17018,50109869,24867631,CC(=O)O[C@@H]1CC2[C@](C=CC(=O)C2(C)C)(C3[C@@]1(C4=CC[C@H]([C@@]4(CC3)C)C5C[C@H]([C@@H](OC5)C(C)(C)O)O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160139-01/122103586,,Inactive,,,,0,,,,,,,4,,-1.3712,,,,,,,,,,,,,,,,,-7.7387,,-9.8328,3.676,,-15.1336,,-1.3712,,,QC'd by Prestwick Chemical; Inc.
17019,50109870,24867632,CCCCCC1=C(C(=CC2=C1OC3=CC(=C(C=C3C(=O)O2)C(=O)CCCC)OC)O)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160140-01/122104470,,Inactive,,,,0,,,4.9549,0.8764,21.5,-0.1963,4,0 0 0 0 1,-1.6822,,,,,,,,,,,,,,,,,4.9329,,-2.1982,-2.6636,,18.6109,,-1.6822,,,QC'd by Prestwick Chemical; Inc.
17020,50109871,24867633,C[C@@]12CCC3[C@]4(C=CC(=O)OC(C4C[C@H]([C@]3([C@@]15[C@H](O5)C(=O)OC2C6=COC=C6)C)O)(C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160141-01/122104448,,Inactive,,,,0,,,4.9549,0.9345,1,-7.8994,4,1 0 0 0 1,-6.5185,,,,,,,,,,,,,,,,,26.9857,,-6.1662,2.3008,,0.0814,,-6.5185,,,QC'd by Prestwick Chemical; Inc.
17021,50109872,120693,C1=CC(=CC=C1CC(C(C(=O)O)O)(C(=O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160142-01/122104483,,Inactive,,,,0,,,,,,,4,,2.604,,,,,,,,,,,,,,,,,4.1838,,-17.8801,-0.9292,,1.8663,,2.604,,,QC'd by Prestwick Chemical; Inc.
17022,50109873,6708805,C[C@H]1CC[C@H](CC2=C1CCC2C)C(C)(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160143-01/122104365,,Inactive,,,,0,,,1.8851,0.9732,-9.337,5,4,0 0 0 0 1,3.01,,,,,,,,,,,,,,,,,3.5381,,5.387,-2.5963,,-8.6142,,3.01,,,QC'd by Prestwick Chemical; Inc.
17023,50109874,442514,C1C2=CC(=C(C=C2[C@H]3[C@@]1(COC4=C3C=CC(=C4O)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160144-01/122103618,,Inactive,,,,0,,,4.4495,0.7877,-25.7446,0,4,0 0 0 0 0,-19.7872,,,,,,,,,,,,,,,,,3.4523,,3.451,-7.7093,,0.2072,,-19.7872,,,QC'd by Prestwick Chemical; Inc.
17024,50109875,54690323,COC(=O)/C(=C/1\C(=C(C(=O)O1)C2=CC=CC=C2)O)/C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160145-01/122104185,,Inactive,,,,0,,,4.9549,0.8648,8,-6.3989,4,0 0 0 0 0,6.182,,,,,,,,,,,,,,,,,-3.1936,,-5.3491,-9.0824,,-7.2318,,6.182,,,QC'd by Prestwick Chemical; Inc.
17025,50109876,65305,COC1=C[C@]23CCCN2CCC4=CC5=C(C=C4[C@@H]3[C@@H]1O)OCO5,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160146-01/122103971,,Inactive,,,,0,,,4.9549,0.6014,-11.0021,-5.2392,4,0 0 0 0 0,-9.1684,,,,,,,,,,,,,,,,,-6.0988,,-4.5791,-7.2755,,-3.5326,,-9.1684,,,QC'd by Prestwick Chemical; Inc.
17026,50109877,1800930,CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CC4=C(C[C@@H]3C(=O)OC)C5=CC=CC=C5N4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160147-01/122104363,,Inactive,,,,0,,,4.9549,0.9334,-16.2545,5,4,0 0 0 0 0,-11.8787,,,,,,,,,,,,,,,,,6.4659,,3.3386,2.399,,7.0296,,-11.8787,,,QC'd by Prestwick Chemical; Inc.
17027,50109878,24867634,COC1=CC(=C(C=C1C/C=C\C2=CC=CC=C2)OC)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160148-01/122104613,,Inactive,,,,0,,,4.4495,0.9744,-25.5828,-1,4,0 0 0 0 0,-19.6523,,,,,,,,,,,,,,,,,-1.7869,,-2.8164,-0.7461,,0.73,,-19.6523,,,QC'd by Prestwick Chemical; Inc.
17028,50109879,821428,C[C@H](C1=CC=C(C=C1)OC)C(=O)C2=C(C=C(C=C2)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160149-01/122104442,,Inactive,,,,0,,,4.9549,0.4372,0,-6.8742,4,0 0 0 0 1,-4.4736,,,,,,,,,,,,,,,,,-4.8952,,0.3708,3.1311,,-3.713,,-4.4736,,,QC'd by Prestwick Chemical; Inc.
17029,50109881,24867635,CC(=O)O[C@@H]1C[C@]2(C(C[C@@H]3[C@]2(O3)[C@]4(C1[C@]5(C=CC(=O)C(C5=C(C4=O)O)(C)C)C)C)C6=COC=C6)C,Active,42,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160150-01/122104214,,Inhibitor,8.9125,74.5083,,42,Partial curve; partial efficacy,-5.05,2.3332,0.9713,-77.4041,-2.8959,-2.2,0 0 0 0 0,-76.5868,,,,,,,,,,,,,,,,,-11.9877,,2.372,-0.8889,,-40.8986,,-76.5868,,,QC'd by Prestwick Chemical; Inc.
17030,50109882,24867636,C[C@@H]1C[C@H]([C@]2([C@@]13CC(=O)[C@]([C@]2(COC(=O)C3)C)(C)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160151-01/122104064,,Inactive,,,,0,,,4.9549,0.7906,12,-15.737,4,0 0 0 0 0,8.1988,,,,,,,,,,,,,,,,,-11.41,,-9.3991,-21.2795,,-21.4475,,8.1988,,,QC'd by Prestwick Chemical; Inc.
17031,50109883,5375200,CC1=CC(=O)CC(C1(/C=C/C(=C/C(=O)O)/C)O)(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160152-01/122104022,,Inactive,,,,0,,,4.9549,0.9532,5,-13.6765,4,0 0 0 0 0,2.7843,,,,,,,,,,,,,,,,,-12.7418,,-13.1529,-12.3346,,-16.3971,,2.7843,,,QC'd by Prestwick Chemical; Inc.
17032,50109885,24867637,C[C@@H]1CCC2C13CC[C@@](C(C3)C2(C)C)(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160153-01/122104228,,Inactive,,,,0,,,4.9549,0.8993,16,-18.6577,4,0 0 0 0 1,-23.1733,,,,,,,,,,,,,,,,,-11.4512,,-21.4286,-22.6314,,11.5751,,-23.1733,,,QC'd by Prestwick Chemical; Inc.
17033,50109886,24867638,CC1=CC2C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160154-01/122104626,,Inactive,,,,0,,,4.9549,0.9256,14,-15.7753,4,0 0 0 0 1,-5.0124,,,,,,,,,,,,,,,,,-16.3421,,-11.2877,-20.2294,,10.0797,,-5.0124,,,QC'd by Prestwick Chemical; Inc.
17034,50109887,6857767,C[C@@]12CC[C@H]([C@@](C1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160155-01/122103500,,Inactive,,,,0,,,3.5117,0.9967,5,-10.4729,4,0 0 0 0 1,-9.4521,,,,,,,,,,,,,,,,,-10.0374,,-10.8108,2.4356,,4.9603,,-9.4521,,,QC'd by Prestwick Chemical; Inc.
17035,50109889,11055775,CC(C)C1=CC2=CC[C@@H]3[C@@](C2CC1)(CCC[C@@]3(C)C(=O)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160156-01/122104466,,Inactive,,,,0,,,1.1105,0.9951,-11.0303,4,4,0 0 0 0 1,1.4677,,,,,,,,,,,,,,,,,3.9374,,2.2657,-0.9547,,-7.5253,,1.4677,,,QC'd by Prestwick Chemical; Inc.
17036,50109890,6710643,C1C2=CC(=C(C=C2C3=C4C=CC(=O)C=C4OC[C@@]31O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160157-01/122104757,,Inactive,,,,0,,,4.9549,0.8343,-16.9602,-1,4,0 0 0 0 0,-13.7169,,,,,,,,,,,,,,,,,1.0243,,-4.6343,-2.0088,,1.7439,,-13.7169,,,QC'd by Prestwick Chemical; Inc.
17037,50109892,4637919,C[N+]1(CCC2=CC3=C(C(=C2C1NC(=O)N)OC)OCO3)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160158-01/122104499,,Inactive,,,,0,,,4.9549,0.506,0,-7.6081,4,1 0 0 0 0,-0.0986,,,,,,,,,,,,,,,,,32.4665,,-5.5068,3.5679,,-3.2892,,-0.0986,,,QC'd by Prestwick Chemical; Inc.
17038,50109893,24867639,C[C@@H]1C=C(C(=O)[C@]2(C1CC3[C@@]4(C2C(=O)C(=C([C@@H]4CC(=O)O3)C)OC)C)C)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160159-01/122104542,,Inactive,,,,0,,,4.5045,0.9982,-4.6073,4,4,0 0 0 0 1,0.3192,,,,,,,,,,,,,,,,,3.7343,,-2.575,-4.4704,,-4.6727,,0.3192,,,QC'd by Prestwick Chemical; Inc.
17039,50109894,4303266,C=CC(C1=CC=C(C=C1)O)C2=CC(=O)C=CC2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160160-01/122104283,,Inactive,,,,0,,,4.9549,0.5736,-0.5,-9.3381,4,0 0 0 0 0,-2.7379,,,,,,,,,,,,,,,,,-13.1984,,-3.2192,-11.3046,,1.6716,,-2.7379,,,QC'd by Prestwick Chemical; Inc.
17040,50109895,115019,COC1=C(C(=O)C(=CC1=O)[C@H](C=C)C2=CC=CC=C2)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160161-01/122103862,,Inactive,,,,0,,,0.9,0.9516,-23.3945,11,4,0 0 0 0 0,-22.8287,,,,,,,,,,,,,,,,,7.3934,,7.9113,-8.7952,,-13.4048,,-22.8287,,,QC'd by Prestwick Chemical; Inc.
17041,50109896,68313,CN(C)CCC1=CC=C(C=C1)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160162-01/122103627,,Inactive,,,,0,,,1.4641,0.9915,-15.1578,-3.1652,4,0 0 0 0 0,-15.5482,,,,,,,,,,,,,,,,,-3.7045,,-3.471,-9.0676,,-13.6347,,-15.5482,,,QC'd by Prestwick Chemical; Inc.
17042,50109897,10536,C[C@@H]1CC[C@@]2([C@H](C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160163-01/122103848,,Inactive,,,,0,,,4.095,0.8604,-4.0066,9.5,4,0 0 0 0 0,-6.6722,,,,,,,,,,,,,,,,,9.3178,,-2.6155,-0.2389,,-4.8382,,-6.6722,,,QC'd by Prestwick Chemical; Inc.
17043,50109898,54680783,C[C@@H]1[C@H](OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160164-01/122104129,,Inactive,,,,0,,,4.9549,0.9925,-12.8579,6,4,0 0 0 0 0,-13.2149,,,,,,,,,,,,,,,,,5.4373,,6.3586,-13.0071,,-11.4944,,-13.2149,,,QC'd by Prestwick Chemical; Inc.
17044,50109900,24211,CC1=C(C(=C2C(=C1O)C3(C(=CC(=C(C3=O)C(=O)C)O)O2)C)C(=O)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160165-01/122103715,,Inactive,,,,0,,,,,,,4,,-11.9281,,,,,,,,,,,,,,,,,-13.0598,,-14.2387,6.2594,,-13.3469,,-11.9281,,,QC'd by Prestwick Chemical; Inc.
17045,50109901,24867640,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3(C4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,Active,69,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160166-01/122104656,,Inhibitor,0.1122,62.796,,69,Complete curve; partial efficacy,-6.95,2.3531,0.9995,-70.1041,-7.3081,-1.2,0 0 0 0 0,-70.388,,,,,,,,,,,,,,,,,-24.4875,,-66.3806,-69.8123,,-70.9298,,-70.388,,,QC'd by Prestwick Chemical; Inc.
17046,50109902,24867641,CC(=O)OC[C@]1(C[C@@]23CC[C@@H]4C5=C(CC[C@]4([C@@H]2CCC1C3)C)OC=C5)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160167-01/122104519,,Inactive,,,,0,,,4.9549,0.5832,7,-14.7475,4,0 0 0 0 0,4.0325,,,,,,,,,,,,,,,,,-2.9988,,-15.9811,-19.2648,,-21.4563,,4.0325,,,QC'd by Prestwick Chemical; Inc.
17047,50109903,5281646,CC1(C=CC2=C(C3=C(C(=C2O1)C(C)(C)C=C)OC4=C(C3=O)C=CC(=C4O)O)O)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160168-01/122104038,,Inhibitor,28.1838,64.6121,,10,Single point of activity,-4.55,4.4495,0.9766,-62.6934,1.9187,-3,0 0 0 0 0,-56.2071,,,,,,,,,,,,,,,,,-4.8268,,5.4196,4.4185,,1.5008,,-56.2071,,,QC'd by Prestwick Chemical; Inc.
17048,50109904,5478120,CC1(CC\2C1(CCC(/C=C\C=C2\CO)(C)O)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160169-01/122103647,,Inactive,,,,0,,,4.9549,0.7542,3,-9.9373,4,0 0 0 0 0,-0.8767,,,,,,,,,,,,,,,,,-5.5027,,-14.1144,3.1556,,5.5888,,-0.8767,,,QC'd by Prestwick Chemical; Inc.
17049,50109905,6053171,COC1=C(C(=C(C=C1)/C=C/C2=NCCC3=CC(=C(C=C32)OC)OC)OC)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160170-01/122104060,,Inhibitor,31.6228,73.4421,,10,Single point of activity,-4.5,3.6772,0.9657,-74.6256,-1.1835,-3,0 0 0 0 0,-59.9436,,,,,,,,,,,,,,,,,-6.5113,,6.8915,-3.2834,,-1.8985,,-59.9436,,,QC'd by Prestwick Chemical; Inc.
17050,50109906,68369,CC1=NN(C(=O)C1[N+](=O)[O-])C2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160171-01/122104730,,Inactive,,,,0,,,4.9549,0.6945,4.5,-8.8547,4,0 0 0 0 0,3.2504,,,,,,,,,,,,,,,,,-3.8241,,-6.6193,-16.1289,,4.8127,,3.2504,,,QC'd by Prestwick Chemical; Inc.
17051,50109907,87061,CC1=NC2=C(N1)C(=O)NC(=O)N2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160172-01/122103758,,Inactive,,,,0,,,4.9549,0.6056,4.5,-2.1747,4,0 0 0 0 0,5.1624,,,,,,,,,,,,,,,,,1.854,,-6.3956,4.7262,,3.5965,,5.1624,,,QC'd by Prestwick Chemical; Inc.
