PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000389080 uM,Activity at 0.0001066275 uM,Activity at 0.0001907270 uM,Activity at 0.0004536066 uM,Activity at 0.0008842259 uM,Activity at 0.0009786459 uM,Activity at 0.00290 uM,Activity at 0.00495 uM,Activity at 0.00878 uM,Activity at 0.016 uM,Activity at 0.026 uM,Activity at 0.048 uM,Activity at 0.088 uM,Activity at 0.221 uM,Activity at 0.459 uM,Activity at 0.757 uM,Activity at 1.175 uM,Activity at 2.248 uM,Activity at 5.820 uM,Activity at 11.46 uM,Activity at 19.13 uM,Activity at 24.67 uM,Activity at 57.49 uM,Activity at 115.4 uM,Activity at 221.8 uM,Activity at 288.0 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
1588,144207162,6476,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00189077-01/212318692,,Inactive,,,0,,,,,0,0,4,,0.106,,,,,,,,,,,,,3.9263,,-4.4939,,,-10.0191,,-5.2643,,,0.106,,,,QC'd by Toronto Research
1589,144207171,5311454,CC(C)(C)C(/C=C/C1=CC2=C(C=C1)OCO2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00185769-01/212318617,,Inactive,,,0,,,,,0,0,4,,-18.1731,,,,,,,,,,,,,-3.2953,,1.0052,,,-14.4912,,-15.9862,,,-18.1731,,,,QC'd by Toronto Research
1590,144207173,60196368,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COS(=O)[O-])OS(=O)[O-])OS(=O)[O-])COS(=O)[O-])OS(=O)[O-])OS(=O)[O-])OS(=O)[O-])OS(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00185770-01/212318507,,Inactive,,,0,,,,,0,0,4,,0.8633,,,,,,,,,,,,,2.9248,,-13.7735,,,-0.8673,,-10.8453,,,0.8633,,,,QC'd by Toronto Research
1591,144208274,6436079,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C=O)/C)/C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00258629-01/212322195,,Inactive,,,0,,,,,0,0,4,,-6.3125,,,,,,,,,,,,,,-0.819,,0.097,,,-0.1307,,-6.5259,,,-6.3125,,,QC'd by SIGMA
1592,144208802,10430,CC(C)CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00259153-01/212319457,,Inactive,,,0,,-4.5,1,0.5174,-11.801,0,4,1 0 0 0 0,-8.1675,,,,,,,,,,,,,-47.1867,,6.5354,,,4.0117,,-4.457,,,-8.1675,,,,QC'd by SigmaAldrich
1593,144209677,177,CC=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00260028-01/212322449,,Inactive,,,0,,,,,0,0,4,,-25.8504,,,,,,,,,,,,,,-88.9007,,-71.4494,,,-53.4881,,,-20.4293,,-25.8504,,,QC'd by SIGMA
1594,144210381,8063,CCCCC=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00253979-01/212320043,,Inactive,,,0,,,,,0,0,4,,-4.0721,,,,,,,,,,,,,2.6158,,-1.0791,,,-8.6866,,-4.6779,,,-4.0721,,,,QC'd by SIGMA
1595,144210383,7714,CCCCCCCC1CCC(=O)O1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254148-01/212321805,,Inactive,,,0,,,,,0,0,4,,0.3378,,,,,,,,,,,,,,3.3686,,2.1328,,,-0.4066,,,3.0765,,0.3378,,,QC'd by SIGMA
1596,144210385,7762,CCCC(=O)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00253968-01/212322010,,Inactive,,,0,,,,,0,0,4,,5.484,,,,,,,,,,,,,,7.099,,-5.0346,,,8.1885,,,3.4586,,5.484,,,QC'd by SIGMA
1597,144210395,23675081,CC1=CC(=O)/C(=C(/C)\[O-])/C(=O)O1.[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254206-01/212321885,,Inactive,,,0,,,,,0,0,4,,-19.8839,,,,,,,,,,,,,,-10.753,,-4.427,,,-65.3676,,,-7.4235,,-19.8839,,,QC'd by SIGMA
1598,144210396,14257,CCCCCCCCCCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254001-01/212320455,,Inactive,,,0,,,,,0,0,4,,0.0571,,,,,,,,,,,,,-2.5062,,2.1731,,,0.5095,,-0.6398,,,0.0571,,,,QC'd by SIGMA
1599,144210590,16759173,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O.[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254232-01/212322388,,Inactive,,,0,,,,,0,0,4,,-1.7767,,,,,,,,,,,,,,-1.3528,,2.8492,,,5.1117,,,2.8214,,-1.7767,,,QC'd by USP
1600,144210643,2682,CCCCCCCCCCCCCCCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254286-01/212319219,,Inactive,,,0,,,,,0,0,4,,-5.8994,,,,,,,,,,,,,2.1349,,-16.0137,,,-4.0286,,-4.379,,,-5.8994,,,,QC'd by SIGMA
1601,144210653,8434,CCOC(=O)C1=CC=C(C=C1)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254462-01/212322264,,Inactive,,,0,,,,,0,0,4,,0.6273,,,,,,,,,,,,,,0.9501,,-0.8868,,,-0.2331,,,0.3415,,0.6273,,,QC'd by Enamine
1602,144210669,31253,CC(=CCCC(=C)C=C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254252-01/212322289,,Inactive,,,0,,,,,0,0,4,,-6.6159,,,,,,,,,,,,,,-13.8276,,-1.9695,,,-5.522,,,-20.4941,,-6.6159,,,QC'd by SIGMA
1603,144210676,6989,CC1=CC(=C(C=C1)C(C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254459-01/212322365,,Activator,,,0,,,,,0,0,5,,-51.7478,,,,,,,,,,,,,,-82.6559,,-73.7214,,,-65.0884,,,-53.2936,,-51.7478,,,QC'd by SIGMA
1604,144210700,7797,CCCCCCC(=O)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254287-01/212322384,,Inactive,,,0,,,,,0,0,4,,-1.1326,,,,,,,,,,,,,,0.7568,,-7.405,,,-1.3002,,,-8.2711,,-1.1326,,,QC'd by SIGMA
1605,144210716,4790,CCOP(=S)(OCC)SCSCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254280-01/212322129,,Inactive,,,0,,,,,0,0,4,,-13.0777,,,,,,,,,,,,,,0.0703,,-5.549,,,-9.4231,,,-10.3278,,-13.0777,,,QC'd by SIGMA
1606,144210803,11006,CCCCCCCCCCCCCCCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254306-01/212321941,,Inactive,,,0,,,,,0,0,4,,3.6969,,,,,,,,,,,,,,-3.8498,,-7.7962,,,-3.6757,,,0.1502,,3.6969,,,QC'd by SIGMA
1607,144210827,8189,COCCOCCOCCOC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254323-01/212322359,,Inactive,,,0,,,,,0,0,4,,-7.7283,,,,,,,,,,,,,,-6.4133,,-0.7168,,,-5.1035,,,-7.7887,,-7.7283,,,QC'd by Acros
1608,144210853,12391,CCCCCCCCCCCCCCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254392-01/212322240,,Inactive,,,0,,,,,0,0,4,,-11.2182,,,,,,,,,,,,,,-13.594,,-6.4691,,,-12.5776,,,-14.2772,,-11.2182,,,QC'd by SIGMA
1609,144210858,7366,CC(C)(C)C1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254436-01/212321888,,Inactive,,,0,,,,,0,0,4,,-11.7591,,,,,,,,,,,,,,-22.7225,,-8.2919,,,0.8693,,,-11.2605,,-11.7591,,,QC'd by SIGMA
1610,144210938,138394051,[C@H]12[C@H]([C@H]3[C@@H]([C@@H]1Cl)O3)C4(C(=C([C@]2(C4(Cl)Cl)Cl)Cl)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254544-01/212319451,,Inactive,,,0,,,,,0,0,4,,-9.3126,,,,,,,,,,,,,-14.1817,,-18.8875,,,-5.8778,,-19.1333,,,-9.3126,,,,QC'd by SIGMA
1611,144210949,442972,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254431-01/212319107,,Inactive,,,0,,,,,0,0,4,,0.5651,,,,,,,,,,,,,-8.2038,,-0.6044,,,8.9028,,-5.0688,,,0.5651,,,,QC'd by Synthonix
1612,144210965,65067,C1=CSC(=C1)C2=CC=C(S2)C3=CC=CS3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254556-01/212319836,,Inactive,,,0,,,,,0,0,4,,2.2944,,,,,,,,,,,,,-7.4437,,-9.0307,,,-5.6218,,0.9514,,,2.2944,,,,QC'd by SIGMA
1613,144210976,67437,C1CCOC2(C1)CCCCO2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254567-01/212322237,,Inactive,,,0,,,,,0,0,4,,10.1635,,,,,,,,,,,,,,-14.8747,,-1.007,,,0.5856,,,11.2561,,10.1635,,,QC'd by SIGMA
1614,144210990,5281162,CCCCC/C=C\C=C\C(=O)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254581-01/212321883,,Inactive,,,0,,,,,0,0,4,,-7.1835,,,,,,,,,,,,,,4.684,,-4.263,,,-5.2363,,,-0.6019,,-7.1835,,,QC'd by SIGMA
1615,144211004,7476,CC(=O)C1=CC=C(C=C1)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254595-01/212321778,,Inactive,,,0,,,,,0,0,4,,3.0288,,,,,,,,,,,,,,-2.4048,,-0.4312,,,-13.6963,,,-12.9163,,3.0288,,,QC'd by Acros
1616,144211009,26989,CCCC(C)C(CC)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254600-01/212322004,,Inactive,,,0,,,,,0,0,4,,5.4512,,,,,,,,,,,,,,-5.179,,-14.0564,,,2.0684,,,-3.839,,5.4512,,,QC'd by SIGMA
1617,144211016,5273469,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254607-01/212322439,,Activator,,,0,,,,,0,0,5,,-62.3715,,,,,,,,,,,,,,-100.3341,,-99.2613,,,-96.255,,,-65.0929,,-62.3715,,,QC'd by Acros
1618,144211029,326,CC(C)C1=CC=C(C=C1)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00257518-01/212321800,,Inactive,,,0,,,,,0,0,4,,-0.7706,,,,,,,,,,,,,,3.2629,,-0.9689,,,4.8235,,,2.3651,,-0.7706,,,QC'd by Enamine
1619,144211070,13878,CCNC1=NC(=NC(=N1)N)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254658-01/212320238,,Inactive,,,0,,,,,0,0,4,,-5.7149,,,,,,,,,,,,,-19.0483,,-7.2739,,,-16.6614,,-15.275,,,-5.7149,,,,QC'd by SIGMA
1620,144211076,14871,CCCCCCCCCCCC(=O)OCC(CO)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254663-01/212321997,,Inactive,,,0,,,,,0,0,4,,2.5718,,,,,,,,,,,,,,-44.0087,,-1.0637,,,2.0294,,,2.1203,,2.5718,,,QC'd by SIGMA
1621,144211084,2513,C[As](=O)(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254671-01/212321991,,Inactive,,,0,,,,,0,0,4,,4.1833,,,,,,,,,,,,,,-5.4505,,-8.4229,,,8.7675,,,-12.125,,4.1833,,,QC'd by SIGMA
1622,144211106,262,CC(C(C)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254693-01/212321840,,Inactive,,,0,,,,,0,0,4,,-2.4885,,,,,,,,,,,,,,-4.4613,,-6.0839,,,-8.0126,,,-8.9508,,-2.4885,,,QC'd by SIGMA
1623,144211109,7559,COC(=O)CC1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254696-01/212322132,,Inactive,,,0,,,,,0,0,4,,-10.6695,,,,,,,,,,,,,,-8.0818,,3.391,,,-16.3538,,,-16.8335,,-10.6695,,,QC'd by Acros
1624,144211126,15766,CSC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254713-01/212322413,,Inactive,,,0,,,,,0,0,4,,-4.5705,,,,,,,,,,,,,,-3.4971,,-11.2684,,,7.8562,,,8.7798,,-4.5705,,,QC'd by Crescent
1625,144211127,7590,CCOC(=O)CC1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254714-01/212322310,,Inactive,,,0,,,,,0,0,4,,-38.462,,,,,,,,,,,,,,-37.909,,-46.2775,,,-26.6222,,,-28.505,,-38.462,,,QC'd by Acros
1626,144211132,5283335,CCCCCC/C=C/C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254719-01/212321994,,Inactive,,,0,,,,,0,0,4,,-0.0088,,,,,,,,,,,,,,4.677,,5.1934,,,2.3141,,,8.858,,-0.0088,,,QC'd by SIGMA
1627,144211133,13220,CC1(CC(=O)CC(N1)(C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254720-01/212322175,,Inactive,,,0,,,,,0,0,4,,-18.0629,,,,,,,,,,,,,,-2.9396,,-4.319,,,-19.1039,,,-0.7774,,-18.0629,,,QC'd by SIGMA
1628,144211153,1787910,C/C=C/C=C/CCCCCCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254740-01/212321929,,Inactive,,,0,,,,,0,0,4,,-21.1582,,,,,,,,,,,,,,-1.6023,,0.7212,,,2.2678,,,4.4544,,-21.1582,,,QC'd by SIGMA
1629,144211164,5315892,C1=CC=C(C=C1)/C=C/CO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254750-01/212321866,,Inactive,,,0,,,,,0,0,4,,-4.0008,,,,,,,,,,,,,,-0.2754,,-2.9055,,,-0.2631,,,0.7309,,-4.0008,,,QC'd by SIGMA
1630,144211186,8914,CCCCCCCCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254773-01/212321848,,Inactive,,,0,,,,,0,0,4,,-11.4611,,,,,,,,,,,,,,0.0792,,7.581,,,-2.9142,,,-7.5634,,-11.4611,,,QC'd by SIGMA
1631,144211192,12756,CCC1CCC(=O)O1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254779-01/212321913,,Inactive,,,0,,,,,0,0,4,,-20.9132,,,,,,,,,,,,,,-73.6833,,-63.6283,,,-58.7646,,,-67.2794,,-20.9132,,,QC'd by SIGMA
1632,144211198,11304,CC1=CC=C(C2=CC=CC=C12)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254785-01/212321930,,Inactive,,,0,,,,,0,0,4,,4.3768,,,,,,,,,,,,,,1.0933,,2.6301,,,-0.0903,,,14.4594,,4.3768,,,QC'd by SIGMA
1633,144211208,7650,CCCC(=O)OCC1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254795-01/212322329,,Inactive,,,0,,,,,0,0,4,,-2.6097,,,,,,,,,,,,,,-8.3962,,-2.0477,,,-6.8593,,,-2.0004,,-2.6097,,,QC'd by SIGMA
1634,144211232,5280567,CC1=CC(=O)OC2=C1C=CC(=C2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00257522-01/212320340,,Inactive,,,0,,,,,0,0,4,,-5.5444,,,,,,,,,,,,,-2.2154,,-11.0969,,,-4.5486,,-15.7379,,,-5.5444,,,,QC'd by Enamine
1635,144211250,7504,C1=CC=C(C=C1)CN,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254835-01/212322161,,Inactive,,,0,,,,,0,0,4,,-8.3846,,,,,,,,,,,,,,5.0277,,5.2441,,,-9.7887,,1.1438,,,-8.3846,,,QC'd by SIGMA
1636,144211258,61016,CC(CCC=C(C)C)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254843-01/212322189,,Inactive,,,0,,,,,0,0,4,,1.0943,,,,,,,,,,,,,,-14.384,,5.5855,,,0.991,,,-15.7871,,1.0943,,,QC'd by SIGMA
1637,144211259,2775,COC1=CC2=C(C=CC(=O)O2)C(=C1)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254844-01/212322126,,Inactive,,,0,,,,,0,0,4,,-11.3415,,,,,,,,,,,,,,-10.3863,,-1.081,,,-8.009,,,-2.5433,,-11.3415,,,QC'd by SIGMA
1638,144211262,9959038,CC[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)\C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254847-01/212319951,,Inactive,,,0,,,,,0,0,4,,-6.5868,,,,,,,,,,,,,0.1422,,-14.9485,,,-7.0453,,-5.7966,,,-6.5868,,,,QC'd by EPA
1639,144211265,62341,CC(C1=CC=CC=C1)OC(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254850-01/212321766,,Inactive,,,0,,,,,0,0,4,,7.5656,,,,,,,,,,,,,,6.5044,,14.1998,,,9.2672,,,7.1268,,7.5656,,,QC'd by SIGMA
1640,144211269,14079,CC(=O)C1=CC=CN1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254854-01/212322293,,Inactive,,,0,,,,,0,0,4,,-19.61,,,,,,,,,,,,,,-1.347,,-9.0495,,,-4.3138,,,-4.3371,,-19.61,,,QC'd by SIGMA
1641,144211271,15816,C(CCCCC(=O)O)CCCCC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254856-01/212321950,,Inactive,,,0,,,,,0,0,4,,13.3516,,,,,,,,,,,,,,-2.6844,,1.1592,,,-5.8563,,,-9.8029,,13.3516,,,QC'd by SIGMA
1642,144211274,679,CS(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254859-01/212322164,,Inactive,,,0,,,,,0,0,4,,-3.6291,,,,,,,,,,,,,,-16.8787,,-2.8053,,,-9.9019,,,-12.4358,,-3.6291,,,QC'd by SIGMA
1643,144211278,7792,CC(C)CCCC(C)CCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254863-01/212321986,,Inactive,,,0,,,,,0,0,4,,-17.1628,,,,,,,,,,,,,,-0.5673,,1.6872,,,-13.4144,,,-7.0378,,-17.1628,,,QC'd by Acros
1644,144211280,7461,CC1=CCC(=CC1)C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254865-01/212321965,,Inactive,,,0,,,,,0,0,4,,-15.7529,,,,,,,,,,,,,,-5.5429,,-13.2383,,,-3.7658,,,-1.5627,,-15.7529,,,QC'd by SIGMA
1645,144211284,7800,CCCCCCCCCCCC(=O)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254870-01/212321983,,Inactive,,,0,,,,,0,0,4,,-1.1478,,,,,,,,,,,,,,-2.7449,,-1.1602,,,-5.0039,,,-5.1769,,-1.1478,,,QC'd by SIGMA
1646,144211286,2724159,CC(=C)[C@H]1CCC(=CC1)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254872-01/212322430,,Inactive,,,0,,,,,0,0,4,,-8.9747,,,,,,,,,,,,,,2.234,,-1.3961,,,-4.9191,,,-11.0328,,-8.9747,,,QC'd by SIGMA
1647,144211291,31225,CCC(=O)OCCC1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254876-01/212321970,,Inactive,,,0,,,,,0,0,4,,11.5146,,,,,,,,,,,,,,-2.2772,,-3.4894,,,-4.6382,,-6.3922,,,11.5146,,,QC'd by SIGMA
1648,144211295,5283292,CCCC/C=C/CCCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254880-01/212322206,,Inactive,,,0,,-4.25,1,0.7394,-39.747,0,4,0 0 0 0 0,-33.1225,,,,,,,,,,,,,,-4.7964,,-7.3752,,,7.0435,,,-7.6281,,-33.1225,,,QC'd by SIGMA
1649,144211330,8016,CNCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254915-01/212319747,,Inactive,,,0,,,,,0,0,4,,-6.5385,,,,,,,,,,,,,-6.9611,,-3.2927,,,-1.6753,,-13.4257,,,-6.5385,,,,QC'd by SIGMA
1650,144211348,7778,CC(CCC=C(C)C)CCOC=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254933-01/212321771,,Inactive,,,0,,,,,0,0,4,,4.996,,,,,,,,,,,,,,-5.2973,,6.7502,,,6.0762,,,3.6315,,4.996,,,QC'd by SIGMA
1651,144211356,7710,CCCCCC1CCC(=O)O1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254941-01/212322214,,Inactive,,,0,,,,,0,0,4,,-24.9746,,,,,,,,,,,,,,-20.1353,,2.8395,,,4.0037,,,-5.8455,,-24.9746,,,QC'd by SIGMA
1652,144211360,5282110,CC(=O)OC/C=C/C1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254945-01/212322341,,Inactive,,,0,,,,,0,0,4,,12.4319,,,,,,,,,,,,,,-3.4223,,-2.9058,,,-2.6992,,,-4.8715,,12.4319,,,QC'd by SIGMA
1653,144211371,6915,CCC(CC)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254956-01/212322339,,Inactive,,,0,,,,,0,0,4,,-3.5743,,,,,,,,,,,,,,-2.0195,,6.8178,,,-3.0891,,,0.5752,,-3.5743,,,QC'd by SIGMA
1654,144211388,22563,CC(C)NC1=NC(=NC(=N1)N)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254972-01/212321935,,Inactive,,,0,,,,,0,0,4,,13.8879,,,,,,,,,,,,,,0.3056,,0.4577,,,-4.1541,,,11.7755,,13.8879,,,QC'd by SIGMA
1655,144211401,517827,CC(C)C1=CC=C(C=C1)CC(C)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254985-01/212322193,,Inactive,,,0,,,,,0,0,4,,14.4426,,,,,,,,,,,,,,-0.9425,,-2.7005,,,-4.5055,,,11.2764,,14.4426,,,QC'd by SIGMA
1656,144211412,12813,CCCCCCC1CCC(=O)O1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254995-01/212322389,,Inactive,,,0,,,,,0,0,4,,-3.2487,,,,,,,,,,,,,,-15.3307,,-5.9388,,,-46.1319,,,-35.7594,,-3.2487,,,QC'd by SIGMA
1657,144211415,643684,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00254998-01/212322358,,Inactive,,,0,,,,,0,0,4,,0.7539,,,,,,,,,,,,,,3.2774,,4.111,,,-0.2938,,,-3.9107,,0.7539,,,QC'd by SIGMA
1658,144211425,5355856,CCCC(=O)OC/C=C(\C)/CCC=C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00255008-01/212321838,,Inactive,,,0,,,,,0,0,4,,-13.1664,,,,,,,,,,,,,,-10.4856,,5.4224,,,-49.2724,,,-7.1562,,-13.1664,,,QC'd by Pfaltz-Bauer
1659,144211436,8375,CC(=O)C1=CC=CC=C1O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00257527-01/212322014,,Inactive,,,0,,,,,0,0,4,,-0.8934,,,,,,,,,,,,,,0.1767,,-6.7989,,,-3.1727,,,-2.0598,,-0.8934,,,QC'd by Enamine
1660,144211439,7655,CC(C)C(=O)OCCC1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00255021-01/212322456,,Inactive,,,0,,,,,0,0,4,,1.3642,,,,,,,,,,,,,,0.8827,,0.4596,,,-12.2548,,,-6.723,,1.3642,,,QC'd by SIGMA
1661,144211440,235414,C1CCCCCCCOC(=O)CCCCCC1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00255022-01/212322425,,Inactive,,,0,,,,,0,0,4,,0.0649,,,,,,,,,,,,,,-11.0561,,-1.919,,,0.8226,,,1.7124,,0.0649,,,QC'd by Acros
1662,144211443,7462,CC1=CC=C(CC1)C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00255025-01/212322043,,Inactive,,,0,,,,,0,0,4,,1.181,,,,,,,,,,,,,,-3.4523,,-5.9286,,,4.8834,,,2.3745,,1.181,,,QC'd by SIGMA
