PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000967719 uM,Activity at 0.0002167586 uM,Activity at 0.0005263378 uM,Activity at 0.0009674074 uM,Activity at 0.00173 uM,Activity at 0.00290 uM,Activity at 0.00518 uM,Activity at 0.00878 uM,Activity at 0.026 uM,Activity at 0.041 uM,Activity at 0.078 uM,Activity at 0.140 uM,Activity at 0.235 uM,Activity at 0.419 uM,Activity at 0.711 uM,Activity at 1.384 uM,Activity at 2.154 uM,Activity at 6.280 uM,Activity at 11.32 uM,Activity at 19.05 uM,Activity at 33.84 uM,Activity at 57.16 uM,Activity at 114.3 uM,Activity at 190.5 uM,Activity at 571.4 uM,Compound QC
278,384568940,3035980,CC/C(=C(/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)OCCNC)/C3=CC=CC=C3,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346806-06/250075034,,Inhibitor,24.149,76.7063,,40,Partial curve; partial efficacy,-4.6171,2.2526,0.9737,-77.7063,-1,-2.2,0 0 0 0 0 0 0 0 0 0 0,-71.9503,,,,-1.8714,,0,,0,0,,0,,0,,3.4534,,-3.1061,-13.5049,,-26.815,,-71.9503,,,,QC'd by Axon Medchem
279,405558713,133017,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00386213-04/250075038,,Inhibitor,27.0956,97.5323,,40,Partial curve; high efficacy,-4.5671,4.095,0.9697,-100.532,-3,-2.1,0 0 0 0 0 0 0 0 0 0 0,-93.0855,,,,-12.1486,,0,,0,0,,0,,0,,0,,0,-11.7686,,-23.8651,,-93.0855,,,,QC'd by MedChem Express
280,405558741,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015741-13/250074861,,Inhibitor,27.0956,104.509,,40,Partial curve; high efficacy,-4.5671,4.095,0.9025,-108.509,-4,-2.1,1 0 0 0 0 0 0 0 0 0 0,-99.9165,,,,-35.1704,,-7.7945,,3.4235,0,,-7.1617,,-12.1724,,0,,-28.9968,-2.367,,-26.9396,,-99.9165,,,,QC'd by Prestwick
281,384568692,73087,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N,Inconclusive,27,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263603-10/250074711,,Inhibitor,0.271,74.8737,,27,Complete curve; partial efficacy,-6.5671,0.6,0.9414,-68.3737,6.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-59.7815,,,,0,,0,,4.079,0,,-24.2911,,-37.8952,,-35.5072,,-43.3747,-61.5733,,-71.3805,,-59.7815,,,,QC'd by MedChem Express
282,363677197,16007391,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,Inconclusive,26,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263089-07/250074992,,Inhibitor,0.4294,70.3166,,26,Complete curve; partial efficacy,-6.3671,1.2475,0.9795,-68.8166,1.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-64.3586,,,,1.8058,,1.1711,,0,0,,-5.7164,,-25.6265,,-35.3134,,-68.9696,-64.9142,,-71.1265,,-64.3586,,,,QC'd by ChemieTek
283,377020265,5494425,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O,Inconclusive,26,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00345828-07/250074755,,Inhibitor,0.2152,66.9655,,26,Complete curve; partial efficacy,-6.6671,0.5,0.938,-58.9655,8,-1.2,0 0 0 0 0 0 0 0 0 0 0,-48.4462,,,,1.6558,,3.367,,0,-11.0868,,-19.8628,,-32.4408,,-29.2551,,-34.5718,-53.2826,,-61.8118,,-48.4462,,,,QC'd by MedChem Express
284,384568662,11442891,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,Inconclusive,24,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263203-06/250075009,,Inhibitor,0.304,38.6986,,24,Complete curve; partial efficacy,-6.5171,2.7868,0.9256,-38.6986,0,-1.2,0 0 0 0 0 0 0 0 0 0 0,-25.233,,,,0,,0,,0,0,,0,,-13.7904,,-35.1031,,-45.2067,-37.4858,,-46.5611,,-25.233,,,,QC'd by MedChem Express
285,384569131,73211763,CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)CN4CCOCC4,Inconclusive,24,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00386394-01/250075010,,Inhibitor,1.3233,55.8979,,24,Complete curve; partial efficacy,-5.8783,1.8851,0.9819,-54.8979,1,-1.2,0 0 0 0 0 0 0 0 0 0 0,-55.7483,,,0,,0,,3.1968,3.8875,,0,,-5.2746,,-2.0412,-18.5673,,-50.9116,,-49.0228,,-55.7483,,,,,QC'd by Selleck
286,384569359,59548201,CC1=NC(=NC(=N1)N)C2=C(N=CC(=C2)C(C)N3CCN(CC3)S(=O)(=O)C)NC4=CC(=C(N=C4)OC)F,Inconclusive,24,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00507966-01/250074979,,Inhibitor,1.358,60.1167,,24,Complete curve; partial efficacy,-5.8671,1.21,0.9781,-64.1167,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-61.7444,,,,-3.9454,,-8.2399,,0,0,,-9.0849,,-11.3152,,-23.0297,,-36.7507,-63.0139,,-60.7895,,-61.7444,,,,QC'd by ChemieTek
287,384569524,89730041,C1CC1C(=O)N2CC(C2)NC(=O)C3=CN=C(C4=C3C=CC(=N4)C5=CC(=CC=C5)F)N,Inconclusive,24,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00522520-01/250074911,,Inhibitor,0.7637,44.9986,,24,Complete curve; partial efficacy,-6.1171,1.2876,0.9601,-44.9986,0,-1.2,0 0 0 0 0 0 0 0 0 0 0,-37.6867,,,,0,,0,,-3.9973,1.4691,,0,,-8.6553,,-24.0722,,-32.6659,-42.3531,,-52.7762,,-37.6867,,,,QC'd by MedChem Express
288,363676654,65663,CCOC(=O)[C@@H]1[C@H](O1)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00167328-03/250074773,,Inhibitor,1.7096,56.0154,,23,Partial curve; partial efficacy,-5.7671,0.3,0.8587,-52.0154,4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-43.3462,,,,1.3636,,0,,0,-10.9994,,-19.6361,,-23.5774,,-14.3211,,-20.9644,-30.8807,,-28.4457,,-43.3462,,,,QC'd by Selleck
289,384568921,54677946,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346701-09/250074721,,Inhibitor,0.4294,32.8953,,23,Complete curve; partial efficacy,-6.3671,1.21,0.7806,-35.8953,-3,-1.2,0 0 0 0 0 0 0 0 0 0 0,-35.3208,,,,0,,0,,-3.8574,-15.72,,2.566,,-16.432,,-26.0158,,-23.5035,-49.8837,,-27.7757,,-35.3208,,,,QC'd by MedChem Express
290,384569258,49803313,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00481652-04/250074572,,Inhibitor,3.8274,60.533,,23,Partial curve; partial efficacy,-5.4171,0.6,0.9799,-57.533,3,-2.2,0 0 0 0 0 0 0 0 0 0 0,-49.6462,,,,2.8102,,0,,0.6716,3.9513,,-3.6372,,-7.8258,,-10.3118,,-22.4481,-35.0188,,-36.0213,,-49.6462,,,,QC'd by MedChem Express
291,405558751,9915743,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00241101-09/250074466,,Inhibitor,3.1199,54.6013,,23,Partial curve; partial efficacy,-5.5059,3.99,0.9133,-56.1013,-1.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-55.9817,,-1.1328,-4.2637,,0,,0,,4.5494,-17.8619,,0,,1.6674,,0.117,-39.458,,-55.9817,,,,,,,QC'd by Glixx
292,384568565,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00253646-08/250074736,,Inhibitor,7.6366,71.3384,,22,Partial curve; partial efficacy,-5.1171,0.7,0.9548,-71.3384,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-62.5776,,,,3.9867,,0,,0,-8.4922,,1.3015,,-10.1262,,-6.6013,,-26.182,-30.8723,,-42.7215,,-62.5776,,,,QC'd by MedChem Express
293,384568786,59239165,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOC[C@@H]5C,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346465-06/250074507,,Inhibitor,4.8184,61.2881,,22,Complete curve; partial efficacy,-5.3171,2.5334,0.9967,-60.7881,0.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-58.3525,,,,0,,0.7535,,0,0,,1.1528,,0,,0,,-6.434,-38.6961,,-62.3038,,-58.3525,,,,QC'd by MedChem Express
294,384568791,12000240,C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)COC1=C(C(=CC(=C1F)F)F)F)NC(=O)C(=O)NC2=CC=CC=C2C(C)(C)C,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346477-02/250074663,,Inhibitor,10.787,67.2005,,22,Complete curve; partial efficacy,-4.9671,2.2526,0.9838,-68.2005,-1,-1.2,0 0 0 0 0 0 0 0 0 0 0,-63.0306,,,,-0.7899,,-2.3408,,0.7054,0,,0,,-2.4313,,-2.5714,,-6.6108,-10.452,,-56.9775,,-63.0306,,,,QC'd by MedChem Express
295,405558600,23480,CC(CC(C1=CC=CC=C1)C2=CC=CC=C2)NC(C)(C)C,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00183030-02/250074745,,Inhibitor,10.787,73.6624,,22,Partial curve; partial efficacy,-4.9671,4.095,0.9159,-77.6624,-4,-2.2,0 0 0 0 0 0 0 0 0 0 1,-31.1763,,,,0,,-2.0034,,-0.3023,0.7389,,-17.9333,,-9.2496,,-9.1321,,3.8255,-11.1439,,-71.3351,,-31.1763,,,,QC'd by SIGMA
296,124878446,3246519,CN1CC[C@@H](C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00014482-03/250075064,,Inhibitor,19.1822,49.1941,,21,Partial curve; partial efficacy,-4.7171,2.8473,0.9909,-47.6941,1.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-45.0871,,,,2.265,,1.6592,,0,2.3711,,0,,0,,0,,4.5782,-0.6405,,-23.5101,,-45.0871,,,,QC'd by NCGC
297,170464766,5887,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015829-12/250074823,,Inhibitor,13.58,45.0329,,21,Complete curve; partial efficacy,-4.8671,4.095,0.9238,-47.0329,-2,-1.2,0 0 0 0 0 0 0 0 0 0 0,-46.5201,,,,0,,0,,0,2.4451,,3.7012,,-1.8372,,-11.0716,,-10.5544,-3.7818,,-38.2562,,-46.5201,,,,QC'd by Microsource
298,170465107,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015817-14/250074577,,Inhibitor,21.5228,69.7786,,21,Partial curve; partial efficacy,-4.6671,1.5095,0.9514,-71.2786,-1.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-62.5251,,,,2.4159,,2.7166,,1.1708,0,,-1.1179,,-4.995,,-5.7038,,-10.546,-13.125,,-26.8487,,-62.5251,,,,QC'd by Enzo
299,170466035,5282433,CCCCCOC1=CC=CC=C1/C(=C\SC)/N2C=CN=C2,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00249929-01/250074889,,Inhibitor,21.5228,70.1588,,21,Partial curve; partial efficacy,-4.6671,2.3332,0.978,-69.6588,0.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-64.4988,,,,0,,0.5924,,3.3349,3.6479,,3.4235,,-3.5517,,-3.4521,,1.8185,-7.1515,,-25.8173,,-64.4988,,,,QC'd by GVK
300,363681111,71543365,C1CC(CCC1N)N[C@@H]2C[C@H]2C3=CC=CC=C3,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00480828-04/250074947,,Inhibitor,17.0962,50.2484,,21,Partial curve; partial efficacy,-4.7671,3.99,0.9892,-49.7484,0.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-48.3781,,,,0,,-0.9746,,4.2994,0,,-1.2531,,0,,3.1956,,0,0,,-31.3157,,-48.3781,,,,QC'd by Selleck
301,384569268,44603362,CC1(CN(C1)C(=O)C2=CC=C(C=C2)C3=CC=CC4=NC(=NN43)NC(=O)C5CC5)C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00484062-02/250074647,,Inhibitor,19.1822,62.4164,,21,Partial curve; partial efficacy,-4.7171,1,0.9192,-66.4164,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-51.073,,,,0,,-12.7629,,0,0.3852,,-12.0182,,-8.2931,,-6.8909,,-10.2283,-19.6683,,-34.1554,,-51.073,,,,QC'd by MedChem Express
302,405558991,135398508,C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2N=C(NC3=O)N,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00164563-04/250074867,,Inhibitor,17.0962,80.7035,,21,Partial curve; partial efficacy,-4.7671,0.8,0.9809,-78.2035,2.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-59.2451,,,,2.2395,,3.3273,,0,0,,3.6834,,0.0785,,0.9645,,-13.9444,-25.0308,,-35.5113,,-59.2451,,,,QC'd by MedChem Express
303,405559006,13981868,CC1([C@H]2CCC([C@@H]1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00388506-02/250075143,,Inhibitor,17.0962,57.3297,,21,Partial curve; partial efficacy,-4.7671,3.99,0.9573,-60.3297,-3,-2.2,0 0 0 0 0 0 0 0 0 0 0,-59.5645,,,,-11.9968,,0,,0,-2.1314,,-8.0156,,-4.9973,,-0.0212,,0,0,,-38.6564,,-59.5645,,,,QC'd by Prestwick
304,144206653,8550,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00168786-02/250074924,,Inhibitor,24.149,52.8329,,20,Partial curve; partial efficacy,-4.6171,2.3332,0.9606,-53.3329,-0.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-49.3823,,,,2.956,,0,,0,-1.1096,,0,,0,,-7.1212,,3.2361,-6.8191,,-19.6218,,-49.3823,,,,QC'd by GVK
305,144206752,3089,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)S(=O)(=O)N(C)C)N(C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00249414-01/250075011,,Inhibitor,44.0692,50.958,,20,Partial curve; partial efficacy,-4.3559,2.0937,0.9968,-50.458,0.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-44.2614,,,,,0,,0,,2.018,,0,1.0302,,0,,0,,-1.4971,-2.9711,,-21.3416,,-44.2614,,,QC'd by NCGCChem
306,170465272,4078,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00163157-05/250075053,,Inhibitor,24.149,68.6333,,20,Partial curve; partial efficacy,-4.6171,1.21,0.9325,-71.6333,-3,-2.2,0 0 0 0 0 0 0 0 0 0 0,-56.8518,,,,-10.312,,1.9389,,3.4958,0,,0,,-8.1145,,-6.2161,,-11.6142,-12.7853,,-30.3436,,-56.8518,,,,QC'd by Prestwick Chemical; Inc.
307,170466017,5282219,CC(=CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00159481-03/250074671,,Inhibitor,24.149,58.5491,,20,Partial curve; partial efficacy,-4.6171,2.4064,0.9588,-59.5491,-1,-2.2,0 0 0 0 0 0 0 0 0 0 0,-58.3815,,,,-6.9558,,0,,0,0,,0,,2.5406,,0,,-5.8217,-3.2204,,-17.2788,,-58.3815,,,,QC'd by Bionet
308,225144210,454469,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00091469-04/250074553,,Inhibitor,24.149,54.3846,,20,Partial curve; partial efficacy,-4.6171,3.0654,0.8857,-58.3846,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-57.2398,,,,-0.4695,,-2.4025,,-2.4476,-16.0358,,-2.2054,,-3.5002,,-12.422,,-10.0545,1.8646,,-21.9202,,-57.2398,,,,QC'd by Prestwick
309,384569361,4166922,CC(C)(C1=CC=C(C=C1)OCC(CO)O)C2=CC=C(C=C2)OCC(CCl)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00508824-01/250074580,,Inhibitor,30.4018,67.5815,,20,Partial curve; partial efficacy,-4.5171,4.095,0.9772,-68.5815,-1,-2.2,0 0 0 0 0 0 0 0 0 0 0,-63.3193,,,,2.4484,,2.0009,,-4.6415,0.0248,,0,,-2.708,,-7.2957,,-0.5252,0,,-10.5699,,-63.3193,,,,QC'd by SIGMA
310,405558618,1201549,CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00013495-15/250075141,,Inhibitor,24.149,63.6144,,20,Partial curve; partial efficacy,-4.6171,0.4,0.8134,-65.1144,-1.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-49.3291,,,,3.7263,,-3.6909,,-2.4093,-6.2312,,-15.0805,,-10.6444,,-19.6884,,-18.9591,-15.4771,,-25.2009,,-49.3291,,,,QC'd by APExBIO
311,405559064,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00014483-16/250074746,,Inhibitor,24.149,67.3461,,20,Partial curve; partial efficacy,-4.6171,1.8851,0.8534,-71.3461,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-62.5843,,,,0,,0,,3.8758,-12.8971,,-13.1573,,-10.6082,,-11.8811,,-14.6083,-6.1211,,-26.7647,,-62.5843,,,,QC'd by SIGMA
312,144206322,166642339,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F)CN(C)C.C(=C/C(=O)O)\C(=O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00181168-01/250075164,,Inhibitor,19.1822,40.6873,,10,Partial curve; partial efficacy; poor fit,-4.7171,3.9295,0.8583,-43.1873,-2.5,-2.4,1 0 0 0 0 0 0 0 0 0 0,-42.3031,,,,-30.9488,,-17.0933,,-3.2324,0,,-1.9313,,1.2232,,-2.935,,0,2.3101,,-23.8715,,-42.3031,,,,QC'd by NCI
313,170465077,6603149,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015851-10/250075020,,Inhibitor,24.149,30.7917,,10,Partial curve; partial efficacy; poor fit,-4.6171,2.1211,0.9046,-32.2917,-1.5,-2.4,0 0 0 0 0 0 0 0 0 0 0,-28.5764,,,,0,,-9.2026,,0,0,,0.0926,,0,,0,,0,-4.4393,,-13.067,,-28.5764,,,,QC'd by Microsource
314,170465140,37392,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00179250-03/250074996,,Inhibitor,34.1114,72.3353,,10,Single point of activity,-4.4671,4.095,0.8954,-74.8353,-2.5,-3,0 0 0 0 0 0 0 0 0 0 0,-66.9207,,,,-19.8908,,0.656,,0,4.1788,,-2.5119,,0,,3.5788,,0,-7.5357,,-9.33,,-66.9207,,,,QC'd by Prestwick Chemical; Inc.
315,170465172,54360,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00177979-05/250075075,,Inhibitor,30.4018,38.6043,,10,Single point of activity,-4.5171,4.095,0.986,-39.1043,-0.5,-3,0 0 0 0 0 0 1 0 0 0 0,-36.0639,,,,0,,0,,-3.3608,0.7891,,0,,-2.0489,,-86.8944,,0,0,,-6.9724,,-36.0639,,,,QC'd by Microsource
316,170465393,123596,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00159456-11/250074684,,Inhibitor,34.1114,110.354,,10,Single point of activity,-4.4671,4.095,0.9974,-109.354,1,-3,0 0 0 0 0 0 0 0 0 0 0,-97.4636,,,,0,,0,,-0.1682,4.5509,,1.2238,,0,,2.8122,,0,0,,-7.4682,,-97.4636,,,,QC'd by Prestwick
317,170465873,2448,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016692-05/250074723,,Inhibitor,,,,10,Single point of activity,,,,0,0,-3,,-31.0453,,,,-13.8643,,0,,-0.2049,-8.5393,,-22.9074,,-23.4767,,-1.9648,,-18.6184,-8.2991,,-3.9833,,-31.0453,,,,QC'd by Microsource
318,170465914,6607,CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00274271-01/250074462,,Inhibitor,42.9437,113.766,,10,Single point of activity,-4.3671,4.9549,0.9705,-115.266,-1.5,-3,0 0 0 0 0 0 0 0 0 0 0,-93.2577,,,,0,,2.3908,,0.3308,-3.2546,,0,,-15.1804,,0,,0,0,,0,,-93.2577,,,,QC'd by GVK
319,170465982,176516704,CCCCN=C(N)NC(=N)N,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00164533-02/250074690,,Inhibitor,42.9437,45.9402,,10,Single point of activity,-4.3671,4.9549,0.8683,-47.4402,-1.5,-3,0 0 0 0 0 0 0 0 0 0 0,-38.5911,,,,-12.8005,,0,,-1.2186,0,,0,,0.4296,,-5.8473,,3.3485,0,,0,,-38.5911,,,,QC'd by Labotest
320,170466555,71353,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00253658-01/250075106,,Inhibitor,1.2103,90.4291,,10,Complete curve; high efficacy; poor fit,-5.9171,0.9,0.9632,-107.506,-17.077,-1.3,0 0 0 1 0 0 0 0 0 0 0,-97.7129,,,,-23.2183,,-25.6134,,-10.8975,-91.9632,,-27.0402,,-41.949,,-43.2218,,-74.507,-98.0581,,-98.9927,,-97.7129,,,,QC'd by GVK
