PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
4064,163337001,44123657,C1=CC2=C(C=C1[N+](=O)[O-])NC(=N2)COCC3=NC4=C(N3)C=C(C=C4)[N+](=O)[O-],Unspecified,,,,Inhibition,=,-5.88,%,
4065,163337735,2819993,CC(=O)C1=CC(=C(S1)SC2=C(C(=CC=C2)Cl)Cl)[N+](=O)[O-],Unspecified,,,,Inhibition,=,-4.42,%,
4066,163337967,9838729,C1=CC(=NC=C1F)C2=NOC(=N2)C3=CC(=CC(=C3)C#N)F,Unspecified,,,,Inhibition,=,-0.64,%,
4067,163338620,44208849,CCC1=CC(=C(C=C1F)OC2=C(C=C(C=C2)C(=O)N)F)O,Unspecified,,,,Inhibition,=,-1.95,%,
4068,163338793,71462653,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=CC=C2,Unspecified,,,,Inhibition,=,-1.54,%,
4069,163338886,44135961,CCOC(=O)C1=C(NC2=C(C1C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)CC(C2)(C)C)C,Unspecified,,,,Inhibition,=,5.97,%,
4070,163339142,9822204,CS(=O)(=O)O.C1=CSC(=C1)C(=O)OC2=CC3=C(C=C2)C=C(S3)C(=N)N,Unspecified,,,,Inhibition,=,-4.09,%,
4071,163339240,53377448,CC(C)C1=CC(=C(C=C1)NC(=O)C2=CC=CS2)C3=NC4=CC=CC=C4NC3=O,Unspecified,,,,Inhibition,=,5.22,%,
4072,163339891,23716436,C1C(C(C(C1O)/C=C/C(COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)[O-])O.[Na+],Unspecified,,,,Inhibition,=,25.29,%,
4073,164127590,23669322,CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)S(=O)(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,23,%,
4074,164127596,781301,COC1=CC=C(C=C1)CNCC2=CC=CC3=CC=CC=C32,Unspecified,,,,Inhibition,=,0.73,%,
4075,164127604,11609586,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,Unspecified,,,,Inhibition,=,46.75,%,
4076,164127605,5361871,CC1=C(SC(=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O,Unspecified,,,,Inhibition,=,34,%,
4077,164128508,4332683,CC(C)(C)C1=CC2=C(C(=C1)C(C)(C)C)OC(=O)C2(C(F)(F)F)O,Unspecified,,,,Inhibition,=,-7.47,%,
4078,164128845,67960134,CS(=O)(=O)C1=CN=C(C=C1)C2=NN=C(N2C3=CC=CC=C3Cl)/C=C/C4=NN=C(O4)C5=CC=C(C=C5)C#N,Unspecified,,,,Inhibition,=,0.13,%,
4079,164129602,44599207,CCC1=C(C=CC(=C1)/C(=N/OCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)/C)CN4CC(C4)C(=O)O,Unspecified,,,,Inhibition,=,19.01,%,
4080,164129833,44473434,C[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C=CS2)OCC3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,103.13,%,
4081,164129961,44557636,C1=CC=NC(=C1)C#CCCC2=CN3C=C(C=CC3=N2)F,Unspecified,,,,Inhibition,=,0.63,%,
4082,164130361,3463933,CC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,Unspecified,,,,Inhibition,=,6.57,%,
4083,164130854,22200891,CC1=CC(=C(C(=C1)C)S(=O)(=O)N2C=C(C=C2C)C)C,Unspecified,,,,Inhibition,=,-3.05,%,
4084,164131230,51038269,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CC5=C(NN=C5)N=C4,Unspecified,,,,Inhibition,=,0.62,%,
4085,164131536,3601086,CC(C)NCCN(C(C)C)S(=O)(=O)C1=C(C=C(C=C1)Cl)Cl,Unspecified,,,,Inhibition,=,-2.05,%,
4086,164131912,6446435,C[C@@H](CN1C=CC2=CC(=C(C=C21)Cl)F)N.C(=C/C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,71.67,%,
4087,164133279,135398512,CC1=C2C(=NN1)NC3=CC(=C(C=C3C(=N2)C4=CC=CC=C4Cl)F)OC,Unspecified,,,,Inhibition,=,1.29,%,
4088,164133446,70697712,C1=CC2=NON=C2C(=C1NC3=CC(=CC(=C3)Cl)F)[N+](=O)[O-],Unspecified,,,,Inhibition,=,6.93,%,
4089,164133868,25071151,CCCCNC1=NC(=C2C(=N1)N(C(=O)N2)CC3=CN=C(C=C3)OCCN(C)C)N,Unspecified,,,,Inhibition,=,-2.38,%,
4090,164134558,25227436,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,Unspecified,,,,Inhibition,=,-1.96,%,
4091,164135005,44251605,C[C@]1(CCSC(=N1)N)C2=C(C=C(C(=C2)C3=CN=CN=C3)F)F,Unspecified,,,,Inhibition,=,-4.35,%,
4092,164135554,66553218,C1COCCC1(CNC(=O)C2=C(N=CC=C2)SC3=CC=CC=C3)N4CCN(CC4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,-23.45,%,Outside typical range
4093,164136012,11848225,CN(C)C1(CCC2(CC1)C3=C(CCO2)C4=C(N3)C=CC(=C4)F)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,7.96,%,
4094,164136014,53387035,C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)C3=NC=C(C=C3)NC4=CN=C(C=C4)C(F)(F)F,Unspecified,,,,Inhibition,=,-3.82,%,
4095,164136034,2930014,CC(=O)NC1=NN(C(S1)(C)C2=CC=CC=C2)C(=O)C,Unspecified,,,,Inhibition,=,21.09,%,
4096,164136053,65575,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O,Unspecified,,,,Inhibition,=,40.23,%,
4097,164136059,656664,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43.Cl,Unspecified,,,,Inhibition,=,47.33,%,
4098,164137868,4787937,C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC=C(C=C2)CNS(=O)(=O)C3=CC(=C(C=C3)F)Cl,Unspecified,,,,Inhibition,=,4.88,%,
4099,164138600,44224257,CN(C(=O)N1[C@](SC(=N1)C2=C(C=CC(=C2)F)F)(CCCN)C3=CC=CC=C3)OC,Unspecified,,,,Inhibition,=,7.16,%,
4100,164138939,51371303,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,Unspecified,,,,Inhibition,=,88.67,%,
4101,164138942,155746,CN1C[C@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)NS(=O)(=O)N(C)C.Cl,Unspecified,,,,Inhibition,=,1.11,%,
4102,164139048,29243,C1CN(C(=O)NC1O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,Inhibition,=,45.2,%,
4103,164139999,53464059,CCCC(=O)C1CCN(CC1)C2=NC=NC3=C2CN(CC3)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,23.01,%,
4104,164141449,160565,C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CCC(=O)O)I,Unspecified,,,,Inhibition,=,0.67,%,
4105,164141653,10090485,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N,Unspecified,,,,Inhibition,=,-6.29,%,
4106,164141656,11570805,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N.CS(=O)(=O)O.CS(=O)(=O)O,Unspecified,,,,Inhibition,=,92.43,%,
4107,164141688,,,Unspecified,,,,Inhibition,=,48.43,%,
4108,164141690,53393916,C1CN(CCC12C(=O)NCN2C3=CC(=CC=C3)F)CCNC(=O)C4=CC(=C(C=C4)F)F,Unspecified,,,,Inhibition,=,-0.63,%,
4109,164141691,24198848,C1=CC(=CC=C1C2=CC=C(O2)C3=CC=C(C=C3)C(=N)N)C(=N)N.Cl,Unspecified,,,,Inhibition,=,2.65,%,
4110,164141692,50904505,COC1=CC=C(C=C1)OC2=C(C=NN(C2=O)C3C4=CC=CC=C4C5=CC=CC=C35)Cl,Unspecified,,,,Inhibition,=,10.79,%,
4111,164141818,94141,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CCC4=O)C)O,Unspecified,,,,Inhibition,=,-1.43,%,
4112,164142290,71521142,CC1=C(C=CC(=C1)OCC2=NN=C(N2C3=CN=CC=C3)SC4CCCC4)C5=CC=C(C=C5)S(=O)(=O)C,Unspecified,,,,Inhibition,=,2.54,%,
4113,164142515,5335621,CCOC(=O)C1=CC=C(C=C1)N2C(=O)/C(=C\C3=CC=C(O3)[N+](=O)[O-])/C(=O)N2,Unspecified,,,,Inhibition,=,-6.81,%,
4114,164142657,71601111,C1CSC2=C1N=C(N(C2=O)C3=CC=CC=C3)SCC(=O)NC4=NC=C(C=C4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,32.69,%,
4115,164142901,71583615,C1CCN(CC1)C(=O)CNC(=O)NC2=CC3=C(C=C2)N=NS3,Unspecified,,,,Inhibition,=,-0.76,%,
4116,164142958,46244454,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=O)(=O)C)C4=C5C=CNC5=CC=C4,Unspecified,,,,Inhibition,=,57.38,%,
4117,164143749,24858111,CC1=CC(=NC(=N1)N)NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)NC4=CC=NC5=CC=CC=C54,Unspecified,,,,Inhibition,=,0.73,%,
4118,164144445,53340666,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,Unspecified,,,,Inhibition,=,2.27,%,
4119,164144456,249332,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,Unspecified,,,,Inhibition,=,23.25,%,
4120,164144682,71520717,CC1=CC(=CC(=C1)C(=O)NOCCCCCC(=O)NO)C,Unspecified,,,,Inhibition,=,21.21,%,
4121,164146310,70699441,CC1=C(C(=NO1)C)C2=CC(=CC(=C2)O)[C@H](C3=CC=CC=C3)O,Unspecified,,,,Inhibition,=,-1.32,%,
4122,164147217,66576990,C1CC2=CC=CC=C2[C@H]1NC3=C4C=CN(C4=NC=N3)[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N.Cl,Unspecified,,,,Inhibition,=,75.06,%,
4123,164147261,11676786,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C,Unspecified,,,,Inhibition,=,99.59,%,
4124,164148325,45142457,CN1C=C(C=N1)C2=CC3=C(C=CC4=C(C3=O)C=C(C=C4)CS(=O)(=O)NCC5=CC=CC=N5)N=C2,Unspecified,,,,Inhibition,=,1.52,%,
4125,164148550,9936388,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=C(C(=O)C3=C(O2)C=C(C=C3)Cl)CC4=CC=CC=C4)C(C)C,Unspecified,,,,Inhibition,=,78.89,%,
4126,164148754,59239165,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOC[C@@H]5C,Unspecified,,,,Inhibition,=,83.77,%,
4127,164148981,59604787,CC1=C(C=CC(=C1F)S(=O)(=O)C)C(=O)N2CCOC3=C(C2)C=C(C=C3)C4=CN=C(C=C4)N,Unspecified,,,,Inhibition,=,2.03,%,
4128,164149053,4235339,CC1=CC2=C(C=C1)NC(=O)C(=C2C3=CC=CC=C3)C4=NN(C(C4)C5=CC=C(C=C5)Br)C(=O)CCC(=O)O,Unspecified,,,,Inhibition,=,1.71,%,
4129,164149381,25262792,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C,Unspecified,,,,Inhibition,=,112,%,
4130,164149742,46893585,CC(=O)N1CCN(CC1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4,Unspecified,,,,Inhibition,=,96.84,%,
4131,164149903,11272107,CN1CC[C@H](C1)OC2=C(C=CC(=C2)NS(=O)(=O)C3=C(C=C(C(=C3)OC)OC)Br)Cl,Unspecified,,,,Inhibition,=,101.07,%,
4132,174484599,5702273,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl,Unspecified,,,,Inhibition,=,-8.88,%,
4133,174484600,1985,CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O,Unspecified,,,,Inhibition,=,13.7,%,
4134,174484613,161803,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl.Cl,Unspecified,,,,Inhibition,=,0.61,%,
4135,174484626,675434,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)CN3CCCC3,Unspecified,,,,Inhibition,=,-0.29,%,
4136,174484660,6420010,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,34.54,%,
4137,174484690,6419984,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N.C(C(C(=O)O)O)(C(=O)O)O,Unspecified,,,,Inhibition,=,3.02,%,
4138,174484735,9800961,CC(C)[C@H]1[C@H]2[C@@H](CCN2C(=O)/C=C/CN3CCCCC3)N(C1=O)S(=O)(=O)C,Unspecified,,,,Inhibition,=,2.51,%,
4139,174485851,135659062,CN(C)CC1=CC(=CC=C1)N=C(C2=CC=CC=C2)C3=C(NC4=C3C=CC(=C4)C(=O)N(C)C)O,Unspecified,,,,Inhibition,=,12.48,%,
4140,174486100,49843471,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54,Unspecified,,,,Inhibition,=,8.44,%,
4141,174486266,53492727,CCCC[C@@]1(CS(=O)(=O)C2=C(C=C(C(=C2)CNC(CC(=O)O)CC(=O)O)OC)[C@H](N1)C3=CC=CC=C3)CC,Unspecified,,,,Inhibition,=,1.5,%,
4142,174486688,56649450,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Unspecified,,,,Inhibition,=,-9.04,%,
4143,174487363,56642816,CC1=NN(C(=C1)NC(=O)NC2=CC(=C(C=C2)F)F)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,12.42,%,
4144,174489121,53469059,CC1=NC(=CC=C1)CC(=O)N2CCC3=C2C=CC(=C3F)C4=CN(C5=NC=NC(=C45)N)C,Unspecified,,,,Inhibition,=,95,%,
4145,174489345,135566652,CN1CCC(CC1)NC(=O)C2=NOC(=C2)C3=C(C=C(C=C3OC4=CC=C(C=C4)[N+](=O)[O-])O)O,Unspecified,,,,Inhibition,=,-6.08,%,
4146,174489403,9831416,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,Unspecified,,,,Inhibition,=,1.11,%,
4147,174489645,179651,C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C[C@@H]6[C@@]37COC(=O)C[C@@H]7OC6(C)C)C,Unspecified,,,,Inhibition,=,-1.4,%,
4148,174489646,442088,CN1[C@@H]2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3,Unspecified,,,,Inhibition,=,-4.75,%,
4149,174489655,5353788,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],Unspecified,,,,Inhibition,=,-4.09,%,
4150,174489701,60662,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F.Cl.Cl,Unspecified,,,,Inhibition,=,52.45,%,
4151,174489705,9384,C(CCNCCCN)CNCCCN.Cl.Cl.Cl.Cl,Unspecified,,,,Inhibition,=,13.7,%,
4152,174489730,9847786,CC1=CC(=C(C=C1)O)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O,Unspecified,,,,Inhibition,=,-0.81,%,
4153,174490356,114933,C1=CC=C2C(=C1)C3=NC2=NC4=C5C=CC=CC5=C([N-]4)N=C6C7=CC=CC=C7C(=N6)N=C8C9=CC=CC=C9C(=N8)[N-]3.[Zn+2],Unspecified,,,,Inhibition,=,0.26,%,
4154,174490453,13023331,CC(C)NC[C@H](COC1=CC=CC2=C1C3=CC=CC=C3N2)O,Unspecified,,,,Inhibition,=,44.32,%,
4155,174491754,19366304,C1CN(CCN1CCCCNC(=O)C2=CC3=C(C=C2)C4=CC=CC=C4C3)C5=C(C(=CC=C5)Cl)Cl.Cl,Unspecified,,,,Inhibition,=,-7.86,%,
4156,174493293,2295463,C1=CC(=CC=C1/C=C\2/C(=O)NC(=O)S2)OCC(=O)O,Unspecified,,,,Inhibition,=,4.43,%,
4157,174493954,54764565,CN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(NC=C4C5=CC6=C(C=C5)NC=C6)N=C3,Unspecified,,,,Inhibition,=,-4.9,%,
4158,174494329,2836187,C1=CC=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O,Unspecified,,,,Inhibition,=,0.81,%,
4159,174494608,5702136,C[C@]12CCC3C([C@]1(CCC2C4=CC(=O)OC4)O)CC[C@]5([C@@]3(CC[C@@H](C5)O)C=O)O,Unspecified,,,,Inhibition,=,107.65,%,
4160,174494680,287442,C1=CC(=CN=C1)CO.C(C(C(=O)O)O)(C(=O)O)O,Unspecified,,,,Inhibition,=,-15.94,%,Outside typical range
4161,174494697,5702169,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4.C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)S(=O)(=O)O,Unspecified,,,,Inhibition,=,5.77,%,
4162,174494726,5702167,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,2.71,%,
4163,174494729,9532,C(CCN)CN.Cl.Cl,Unspecified,,,,Inhibition,=,1.07,%,
4164,174494743,521874,CON.Cl,Unspecified,,,,Inhibition,=,14.57,%,
4165,174494757,60975,CC(C)NCC(C1=CC2=CC=CC=C2C=C1)O.Cl,Unspecified,,,,Inhibition,=,-2.79,%,
4166,174494770,49848070,CN1C(=CC=N1)C2=NN=C(C3=CC=CC=C32)N4CCC(CC4)N(C)C(=O)C5=C(C=C(C=C5)F)C(F)(F)F,Unspecified,,,,Inhibition,=,19.11,%,
4167,174496090,60182388,C1CN(CCN1)C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=C6C=CC=NC6=CC=C5)N=C3,Unspecified,,,,Inhibition,=,-2.72,%,
4168,174496091,50997747,CC(C)OC1=CC=C(C=C1)C2=CN3C(=C(C=N3)C4=CC=NC5=CC=CC=C45)N=C2,Unspecified,,,,Inhibition,=,-6.71,%,
4169,174496248,46835756,CN(C)C1=CC(=CC=C1)OC2=CN=C(N=C2)NC3=CC(=CC=C3)O,Unspecified,,,,Inhibition,=,-0.03,%,
4170,174496424,51037431,C1=CC(=CC=C1CNC2=NC=NC3=C2C=C(C=C3)F)F,Unspecified,,,,Inhibition,=,92.13,%,
4171,174496479,197583,C[C@@H](C1=CC(=C(C=C1)Cl)Cl)NC[C@@H](CP(=O)(CC2CCCCC2)O)O.Cl,Unspecified,,,,Inhibition,=,-3.41,%,
4172,174496643,135564749,CC1=CC(=CC(=C1OCCO)C)C2=NC3=C(C(=CC(=C3)OC)OC)C(=O)N2,Unspecified,,,,Inhibition,=,-1.32,%,
4173,174497174,24798764,CC1CCC(CC1)C(=O)N(C2CCC(CC2)O)C3=C(SC(=C3)C#CC(C)(C)C)C(=O)O,Unspecified,,,,Inhibition,=,-7.84,%,
4174,174497460,73349077,C1=CC=C(C=C1)C2=CC=CC(=C2)CN3C(=CN=N3)C4=CC(=CC=C4)N5C6=NC=NC(=C6C(=N5)C7=CC=C(C=C7)Cl)N,Unspecified,,,,Inhibition,=,-3.86,%,
4175,174498523,57339144,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6,Unspecified,,,,Inhibition,=,1.15,%,
4176,174498524,61041645,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=CC=C3)Br,Unspecified,,,,Inhibition,=,2.75,%,
4177,174498737,53245590,COC1=CC=CC=C1N2CCN(CC2)C3=NC(=NC4=CC(=C(C=C43)OC)OC)C5CC5,Unspecified,,,,Inhibition,=,66.87,%,
4178,174498802,24737642,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC,Unspecified,,,,Inhibition,=,5.67,%,
4179,174499790,6710667,CC(CCC(=O)O)[C@H]1CCC2[C@@]1(C(=O)CC3C2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C,Unspecified,,,,Inhibition,=,8.23,%,
4180,174499805,6728943,CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@H]([C@@H]3[C@H]([C@H](O2)CO)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)C(CO)N)O)O)O)O)O)N,Unspecified,,,,Inhibition,=,-7.71,%,
4181,174499813,5932,C1=CC=C(C=C1)N=C(N)N=C(N)N.Cl,Unspecified,,,,Inhibition,=,-5.72,%,
4182,174499852,24780598,CC1=C(C=CC=C1F)NC(=O)NC2=C(C(=C(C=C2)Cl)S(=O)(=O)[C@H]3CCCNC3)O,Unspecified,,,,Inhibition,=,1.96,%,
4183,174499928,21951,COC(=O)C(CS)N.Cl,Unspecified,,,,Inhibition,=,-10.54,%,Outside typical range
4184,174499979,442912,CC[C@H]1CN2CCC1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O,Unspecified,,,,Inhibition,=,37.11,%,
4185,174500107,73111,C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@@H]2[C@@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,Unspecified,,,,Inhibition,=,-10.64,%,Outside typical range
4186,174502414,54713659,C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,Unspecified,,,,Inhibition,=,-3.27,%,
4187,174503379,136237316,COC1=CC=C(C=C1)C(=O)C2CCN(CC2)CC(=O)N(CC3CC3)CC4=NC5=C(COCC5)C(=O)N4,Unspecified,,,,Inhibition,=,7.64,%,
4188,174503570,71735843,C1CC1CCCCCCCCC(=O)N(CCC(=O)O)O,Unspecified,,,,Inhibition,=,-4.5,%,
4189,174503968,5282438,CC/C=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)OCOC(=O)C(C)(C)C,Unspecified,,,,Inhibition,=,21.06,%,
4190,174505018,16134267,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,Unspecified,,,,Inhibition,=,28.53,%,
4191,174505061,23729157,CCC(CC)N1C2=NC(=CN=C2NC1=O)C#C,Unspecified,,,,Inhibition,=,11.09,%,
4192,174505074,636396,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N.OS(=O)(=O)O,Unspecified,,,,Inhibition,=,5.83,%,
4193,174505085,941650,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Unspecified,,,,Inhibition,=,-9.9,%,
4194,174505096,102484,C1=CC(=CC=C1C(CN)O)O.Cl,Unspecified,,,,Inhibition,=,14.49,%,
4195,174505180,5351307,C/C(=N\NC(=S)N1CCC1)/C2=CC=CC=N2,Unspecified,,,,Inhibition,=,104.16,%,
4196,174505192,11511120,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/CN4CCCCC4,Unspecified,,,,Inhibition,=,85.54,%,
4197,174506724,51001932,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,Unspecified,,,,Inhibition,=,24.07,%,
4198,174507796,11488320,CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC,Unspecified,,,,Inhibition,=,-4.62,%,
4199,174508538,23649325,CCOC(=O)C1=C(N=C(C(=C1)C#N)N2CCC(CC2)C(=O)NS(=O)(=O)CC3=CC=CC=C3)C,Unspecified,,,,Inhibition,=,15.15,%,
4200,174508709,46241268,CCCCOC1=NC(=C2C(=N1)N(CC(=O)N2)CC3=CC=CC(=C3)CN4CCCC4)N,Unspecified,,,,Inhibition,=,-6.3,%,
4201,174508788,9917980,COC1=C(C=CC(=C1)C[C@@H](CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@@H](CC3=CC(=C(C=C3)O)OC)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,Unspecified,,,,Inhibition,=,-2.73,%,
4202,174509018,16118986,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C.C1=CC=C(C=C1)S(=O)(=O)O,Unspecified,,,,Inhibition,=,2.47,%,
4203,174509776,11675630,COC1=C(C=CC(=C1)CN(CCN)C(=O)C2=CC=CS2)OCC3=CC=CC=C3,Unspecified,,,,Inhibition,=,-0.96,%,
