PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
770,103244842,5328770,C1=CC=C(C=C1)CCCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Unspecified,,,,Inhibition,=,47.8,%,
771,103244854,392622,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,Unspecified,,,,Inhibition,=,4.58,%,
772,103244877,5328771,C1=CC=C(C=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Unspecified,,,,Inhibition,=,-0.42,%,
773,103244983,123631,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,Unspecified,,,,Inhibition,=,18.82,%,
774,103245064,3446,C1CCC(CC1)(CC(=O)O)CN,Unspecified,,,,Inhibition,=,2.29,%,
775,103245065,3000469,CCO[C@@H]1[C@@H]([C@@H]2CC[C@H]([C@H]3[C@]24[C@H](O1)O[C@@](CC3)(OO4)C)C)C,Unspecified,,,,Inhibition,=,-6.36,%,
776,103245318,126688,CC1=C(SC(=N1)N)CCN,Unspecified,,,,Inhibition,=,17.38,%,
777,103245465,219078,CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,Unspecified,,,,Inhibition,=,4.39,%,
778,103245517,65997,C1CN(CCN1)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4,Unspecified,,,,Inhibition,=,51.62,%,
779,103245564,2391,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,Unspecified,,,,Inhibition,=,-4.1,%,
780,103245600,1549120,C/C(=C\C1=CC=CC=C1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)O,Unspecified,,,,Inhibition,=,1.25,%,
781,103245821,135410906,C=CCN1C2=C(N=C(NC2=O)N)N(C1=O)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,,Inhibition,=,-8.73,%,
782,103246862,4684,C1=CC(=CC=C1O)Cl,Unspecified,,,,Inhibition,=,-7.62,%,
783,103246894,11914,C1=CC=C(C=C1)[C@H](C(=O)O)O,Unspecified,,,,Inhibition,=,48.36,%,
784,103247271,64927,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O,Unspecified,,,,Inhibition,=,5.84,%,
785,103247294,133008,CC1=C(ON=C1C2CCN(CC2)CCC3=CC=CC=C3)C4=CC=C(C=C4)Cl,Unspecified,,,,Inhibition,=,-1.18,%,
786,103247439,6288,C[C@H]([C@@H](C(=O)O)N)O,Unspecified,,,,Inhibition,=,-1.21,%,
787,103247616,50981,C1CCN(CC1)CC(CN2C=CN=C2[N+](=O)[O-])O,Unspecified,,,,Inhibition,=,-10.89,%,Outside typical range
788,103247685,71768,CC(C)(C)C1CCC(CC1)CC2=C(C3=CC=CC=C3C(=O)C2=O)O,Unspecified,,,,Inhibition,=,-4.57,%,
789,103247988,855908,C1CCC2=C(C1)C(=C(S2)N)C(=O)C3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,40.49,%,
790,103248082,108046,C1CN(CCN1CCCC(C2=CC=C(C=C2)F)O)C3=NC=C(C=N3)F,Unspecified,,,,Inhibition,=,0.97,%,
791,103248266,131725,CC(C)N1C2=CC=CC=C2N(C1=O)C(=O)NC3CC4CCC(C3)N4C,Unspecified,,,,Inhibition,=,9.52,%,
792,103248360,1548943,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Unspecified,,,,Inhibition,=,1.12,%,
793,103248957,5281081,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,Unspecified,,,,Inhibition,=,-7.14,%,
794,103248980,55263,CCC1=C(NC(=O)N1)C(=O)C2=CC=NC=C2,Unspecified,,,,Inhibition,=,-7.04,%,
795,103249003,2910,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,Unspecified,,,,Inhibition,=,-32.15,%,Outside typical range
796,103249115,164509,C[C@@H]1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)N)OCO3,Unspecified,,,,Inhibition,=,11.92,%,
797,103249137,447905,C1=CC=C(C=C1)C(CN(CCCOC2=CC=CC(=C2)CC(=O)O)CC3=C(C(=CC=C3)C(F)(F)F)Cl)C4=CC=CC=C4,Unspecified,,,,Inhibition,=,-4.18,%,
798,103249306,447912,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,Unspecified,,,,Inhibition,=,-2.79,%,
799,103249990,6,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,Unspecified,,,,Inhibition,=,-1.54,%,
800,103250040,442872,C1CCN2[C@H](C1)[C@]34C[C@H]2C=CC3=CC(=O)O4,Unspecified,,,,Inhibition,=,14.07,%,
801,103250062,107895,COC1=CC=C(C=C1)C2=NN(C(=N)C=C2)CCCC(=O)O.Br,Unspecified,,,,Inhibition,=,4.51,%,
802,103250068,104865,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,Unspecified,,,,Inhibition,=,-0.48,%,
803,103250337,6604916,C1CN2[C@H](CN1)C(=O)NC3=CC(=C(C=C32)Cl)Cl,Unspecified,,,,Inhibition,=,1.14,%,
804,103250362,5323,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,Unspecified,,,,Inhibition,=,3.55,%,
805,103250582,4995951,CCOC(=O)C1=C(NC2=C1C3=C(C=C2)OC4C5=C(CCN4C3)C=C(C=C5)OC)C,Unspecified,,,,Inhibition,=,121.78,%,
806,103250605,4302960,CC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCCCN3CCN(CC3)C4=CC=CC=C4OC,Unspecified,,,,Inhibition,=,12.47,%,
807,103250658,152951,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C,Unspecified,,,,Inhibition,=,5.02,%,
808,103250803,6364626,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/O2)O)O.[Na+],Unspecified,,,,Inhibition,=,6.85,%,
809,103250959,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Unspecified,,,,Inhibition,=,0.44,%,
810,103251679,129348,CC1([C@H]([C@@H](C2=C(O1)C=CC(=C2)C#N)OC3=CC(=O)CC3)O)C,Unspecified,,,,Inhibition,=,10.34,%,
811,103251799,929262,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC(=O)O3)C)(C)C,Unspecified,,,,Inhibition,=,0.14,%,
812,103252419,54684141,C/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O,Unspecified,,,,Inhibition,=,1.28,%,
813,103252427,9829526,C1CN(CCC12C3=CC=CC=C3CO2)CCCCC4=CN(C5=CC=CC=C54)C6=CC=C(C=C6)F,Unspecified,,,,Inhibition,=,103.7,%,
814,103252508,10331844,CC(=O)C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O,Unspecified,,,,Inhibition,=,5.68,%,
815,103252877,23662354,C(CS(=O)(=O)[O-])S.[Na+],Unspecified,,,,Inhibition,=,6.5,%,
816,103252903,3387354,C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O,Unspecified,,,,Inhibition,=,11.71,%,
817,103253096,2120,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CC(=O)O,Unspecified,,,,Inhibition,=,2,%,
818,103253261,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,Unspecified,,,,Inhibition,=,7.93,%,
819,103253491,151172,CC(C)C1=C(C=C(C=C1)C(=O)N=C(N)N)S(=O)(=O)C,Unspecified,,,,Inhibition,=,-0.16,%,
820,103254191,10430788,CC(=O)N(CC1=C(C=CC(=C1)OC)OC)C2=C(C=CC(=C2)F)OC3=CC=CC=C3,Unspecified,,,,Inhibition,=,90.96,%,
821,103254254,147004,C[Se]C[C@@H](C(=O)O)N,Unspecified,,,,Inhibition,=,9.2,%,
822,103254526,11057,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],Unspecified,,,,Inhibition,=,10.34,%,
823,103254833,4687238,C1CC2(CCN(CC2)CC3=CC=CC=C3)C4=CC=CC=C41,Unspecified,,,,Inhibition,=,10.68,%,
824,103254993,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,Unspecified,,,,Inhibition,=,19.16,%,
825,103255257,123664,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1[C@H](O1)C(=O)O,Unspecified,,,,Inhibition,=,-9.68,%,
826,103255258,65663,CCOC(=O)[C@@H]1[C@H](O1)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,Unspecified,,,,Inhibition,=,3.8,%,
827,103255460,10701,C1=CN=C(N1)[N+](=O)[O-],Unspecified,,,,Inhibition,=,0.87,%,
828,103255514,23009,C1COCCN1CCN2C=NC=C2[N+](=O)[O-],Unspecified,,,,Inhibition,=,2.01,%,
829,103255588,72138,CC1=CC(=C(C=C1)NC2=NCCN2)Cl,Unspecified,,,,Inhibition,=,19.02,%,
830,103255716,2060890,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)NC(=O)C3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,8.47,%,
831,103255724,10391,C1=CC=C(C=C1)CNC(=O)CCCl,Unspecified,,,,Inhibition,=,6.11,%,
832,103255846,12749,CC1=NC=CN1,Unspecified,,,,Inhibition,=,7.09,%,
833,103255895,462382,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,Inhibition,=,-11.44,%,Outside typical range
834,103256239,195609,CC(C)C1=NC(=C(C=C1)C(=O)C2=CC=CS2)SCCCCCCCCN(C)C,Unspecified,,,,Inhibition,=,7.72,%,
835,103256438,64929,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,-1.71,%,
836,103256510,5270,C1CC(OC1)N2C=NC3=C(N=CN=C32)N,Unspecified,,,,Inhibition,=,40.52,%,
837,103256585,1973,C1COCCN1C2=NC=C(C=C2)C3=NC4=NC=NC(=C4C(=C3)C5=CC(=CC=C5)Br)N,Unspecified,,,,Inhibition,=,9.32,%,
838,103256603,5222465,CCCC(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,-7.5,%,
839,103257025,2475,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O,Unspecified,,,,Inhibition,=,43.82,%,
840,103257414,588,CN1CC(=O)N=C1N,Unspecified,,,,Inhibition,=,-0.81,%,
841,103257527,121871,CC(C)(CCCCCCCCCCC(C)(C)CC(=O)O)CC(=O)O,Unspecified,,,,Inhibition,=,16.76,%,
842,103257550,68310,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,Unspecified,,,,Inhibition,=,-8.83,%,
843,103257884,22475,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],Unspecified,,,,Inhibition,=,-0.5,%,
844,103257993,5281080,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C.[Cl-].[Cl-],Unspecified,,,,Inhibition,=,2.04,%,
845,103258118,124007,C1CNCC=C1C2=CNC3=C2NC(=O)C=C3,Unspecified,,,,Inhibition,=,15.37,%,
846,103258138,1176,C(=O)(N)N,Unspecified,,,,Inhibition,=,19.36,%,
847,103258602,9903778,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl.Cl,Unspecified,,,,Inhibition,=,10.43,%,
848,103258758,54677946,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O,Unspecified,,,,Inhibition,=,-4.28,%,
849,103258901,104858,C(CC(=O)N[C@@H](CSN=O)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,Unspecified,,,,Inhibition,=,-5.2,%,
850,103258907,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,Unspecified,,,,Inhibition,=,-2.92,%,
851,103259219,97663,C([C@@H](C(=O)O)N)C(=O)NO,Unspecified,,,,Inhibition,=,-3.9,%,
852,103259280,3003721,C1[C@@H](N=C(NC1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@H](CCCN)N)N)O,Unspecified,,,,Inhibition,=,1.53,%,
853,103259311,132496,CCCCCCN(CCCCCC)C(=O)CC1=C(NC2=CC=CC=C21)C3=CC=C(C=C3)F,Unspecified,,,,Inhibition,=,73.55,%,
854,103259474,16351,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Unspecified,,,,Inhibition,=,-1.32,%,
855,103259583,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,Unspecified,,,,Inhibition,=,2.16,%,
856,103259826,9928016,CC(C)S(=O)(=O)NCC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C#N,Unspecified,,,,Inhibition,=,-8.75,%,
857,103259856,124846,CC(CCCCC(=O)NC1=CC=C(C=C1)C(F)(F)F)NCCC2=CN=CN2,Unspecified,,,,Inhibition,=,-28.52,%,Outside typical range
858,103260070,1088,CNCC(=O)O,Unspecified,,,,Inhibition,=,36.7,%,
859,103260137,4764,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,Unspecified,,,,Inhibition,=,-7.65,%,
860,103260243,38258,C(NC(=O)NC1C(=O)NC(=O)N1CO)NC(=O)NC2C(=O)NC(=O)N2CO,Unspecified,,,,Inhibition,=,3.89,%,
861,103260440,445354,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,Unspecified,,,,Inhibition,=,2.81,%,
862,103260660,14296,CC1=C(N=C(C(=N1)C)C)C,Unspecified,,,,Inhibition,=,35.14,%,
863,103260911,221354,C1=CC2=C(C=CN=C2C=C1Cl)NCCNC3=C4C=CC(=CC4=NC=C3)Cl,Unspecified,,,,Inhibition,=,2.58,%,
864,103261008,153241,COC1=C(C=CC(=C1)NC(=O)NC2=CC=CC(=C2)CNC(=O)O[C@H]3CCOC3)C4=CN=CO4,Unspecified,,,,Inhibition,=,22.07,%,
865,103261222,5145950,COC1=CC(=CC(=C1)COC2=CC(=C(C=C2C(=O)CCC3CCN(CC3)CCNS(=O)(=O)C)Cl)N)OC,Unspecified,,,,Inhibition,=,4.19,%,
866,103261452,9840076,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,Unspecified,,,,Inhibition,=,-5.47,%,
867,103262048,69550,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O,Unspecified,,,,Inhibition,=,20.97,%,
868,103262836,18283,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,Unspecified,,,,Inhibition,=,6.09,%,
869,103263375,637542,C1=CC(=CC=C1/C=C/C(=O)O)O,Unspecified,,,,Inhibition,=,-2.73,%,
870,103263649,1400,CC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)(C)C,Unspecified,,,,Inhibition,=,44.87,%,
871,103263776,56051,CC1=NC=C(N1)C2=CSC(=N2)N=C(N)N,Unspecified,,,,Inhibition,=,-0.44,%,
872,103264488,6604887,C[C@@H](CN1CCC(CC1)CC2=CC=CC=C2)[C@H](C3=CC=C(C=C3)O)O,Unspecified,,,,Inhibition,=,25.17,%,
873,103264620,667639,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O,Unspecified,,,,Inhibition,=,-3.77,%,
874,103264812,2049,COC1=C(C=C2C(=C1)N=CC(=N2)C3=CC=CC=C3)OC,Unspecified,,,,Inhibition,=,5.87,%,
875,103264927,2126,CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C,Unspecified,,,,Inhibition,=,-2.47,%,
876,103265378,11751549,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],Unspecified,,,,Inhibition,=,26.41,%,
877,103266027,657378,C1CCC(C1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,,Inhibition,=,-0.52,%,
878,103266319,3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,Unspecified,,,,Inhibition,=,91.35,%,
879,103266437,443955,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,Unspecified,,,,Inhibition,=,2.1,%,
880,103266539,3191,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,Unspecified,,,,Inhibition,=,-3.03,%,
881,103266593,208910,CC1(C(=C(C(=O)O1)OCC2CC2)C3=CC=C(C=C3)S(=O)(=O)C)C,Unspecified,,,,Inhibition,=,3.46,%,
882,103266610,65820,CC(C)(C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)O,Unspecified,,,,Inhibition,=,0.32,%,
883,103266653,57364,C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)C(=O)O,Unspecified,,,,Inhibition,=,19.19,%,
884,103266899,54343,C1=CC(=CC=C1CCNS(=O)(=O)C2=CC=C(C=C2)Cl)CC(=O)O,Unspecified,,,,Inhibition,=,13.1,%,
885,103267082,6603853,CC(C)(C1=CC=C(C=C1)[C@H](CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,Unspecified,,,,Inhibition,=,1.72,%,
886,103267103,155806,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC(=N2)COC,Unspecified,,,,Inhibition,=,-10.21,%,Outside typical range
887,103267413,55748,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC(=C3O2)CC(=O)O,Unspecified,,,,Inhibition,=,-8.43,%,
888,103267450,123964,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC(=C3O2)CC(=O)O)C,Unspecified,,,,Inhibition,=,-2.74,%,
889,103267492,2972,CC1=C(C(=O)C=CN1C)O,Unspecified,,,,Inhibition,=,5.51,%,
890,103267620,398148,C1CCC(CC1)COC2=NC(=NC(=C2N=O)N)N,Unspecified,,,,Inhibition,=,62.01,%,
891,103267714,73346713,CC1=C(C(=O)C(=C(C1=O)C)[C@@H](CCCCCC(=O)O)C2=CC=CC=C2)C,Unspecified,,,,Inhibition,=,-2.98,%,
892,103267861,2141,C(CN)CNCCSP(=O)(O)O,Unspecified,,,,Inhibition,=,12.36,%,
893,103268014,6047,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,Unspecified,,,,Inhibition,=,-0.05,%,
894,103268021,10695961,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,13.83,%,
895,103268291,2687,CC(C)(C)NCC(COC1=CC=CC2=C1NC(=O)N2)O,Unspecified,,,,Inhibition,=,0.39,%,
896,103268452,193962,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,Unspecified,,,,Inhibition,=,-9.42,%,
897,103269499,5311192,CC1=CC(=CC(=C1)C(=O)N(C)[C@H](CC2=CC=C(C=C2)C3=CC=CC=C3)C(=O)N[C@@H](CC4=CNC5=CC=CC=C54)C(=O)O)C,Unspecified,,,,Inhibition,=,-0.35,%,
898,103269662,214347,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C,Unspecified,,,,Inhibition,=,18.69,%,
899,103269711,5284585,C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,Unspecified,,,,Inhibition,=,32.92,%,
900,103271212,1018,C1=CC=NC(=C1)C(=O)O,Unspecified,,,,Inhibition,=,-4.94,%,
901,103271420,1884,C1=CC2=C(C=C1Cl)NC(=CC2=O)C(=O)O,Unspecified,,,,Inhibition,=,3.9,%,
902,103271443,2540,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,Unspecified,,,,Inhibition,=,-1.4,%,
903,103271571,2415,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)N4CCOCC4,Unspecified,,,,Inhibition,=,-10.69,%,Outside typical range
904,103271734,17461,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)O)S(=O)(=O)O)O)OC)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)O)S(=O)(=O)O)O,Unspecified,,,,Inhibition,=,18.86,%,
905,103271913,2541,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,Unspecified,,,,Inhibition,=,-4.34,%,
906,103271997,65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,Unspecified,,,,Inhibition,=,1.27,%,
907,103272062,6271,CCC(=O)C1=CC=C(C=C1)O,Unspecified,,,,Inhibition,=,-6.79,%,
908,103272138,667476,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)O,Unspecified,,,,Inhibition,=,4.06,%,
909,103272369,10197959,C1=C(C=C(C=C1O)O)[C@H](C(=O)O)N,Unspecified,,,,Inhibition,=,-2.1,%,
910,103272403,443951,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,Unspecified,,,,Inhibition,=,22.56,%,
911,103272610,18920248,CCCCCCOC1=NSN=C1C2=CCCN(C2)C.C(=O)(C(=O)O)O,Unspecified,,,,Inhibition,=,4.53,%,
912,103272717,53569,CCCCCNCC(=O)N,Unspecified,,,,Inhibition,=,-4.81,%,
913,103273186,6303,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO,Unspecified,,,,Inhibition,=,14.13,%,
914,103273601,3539719,CC(CC(=O)O)CN,Unspecified,,,,Inhibition,=,-0.32,%,
915,103273650,3545,C1CN(CCN1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,Unspecified,,,,Inhibition,=,-4.72,%,
916,103273904,135433495,C[C@]1([C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O)O,Unspecified,,,,Inhibition,=,-4.33,%,
917,103274041,151075,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,Unspecified,,,,Inhibition,=,-0.12,%,
918,103274172,4855,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCCC3)C(=O)O,Unspecified,,,,Inhibition,=,-1.09,%,
919,103274177,73549,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2,Unspecified,,,,Inhibition,=,9.2,%,
920,103274364,82146,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,Unspecified,,,,Inhibition,=,-8.87,%,
921,103274495,3690,C1CN(P(=O)(OC1)NCCCl)CCCl,Unspecified,,,,Inhibition,=,0.36,%,
922,103274646,192706,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C,Unspecified,,,,Inhibition,=,5.56,%,
923,103275460,5311271,COC1=CC=CC(=C1OC)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O,Unspecified,,,,Inhibition,=,-6.94,%,
924,103275479,151193,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4.C(CC(=O)O)C(=O)O,Unspecified,,,,Inhibition,=,85.92,%,
925,103275697,5702068,CC(=O)OCC(=O)[C@]1(CCC2[C@@]1(C[C@@H](C3C2CCC4=CC(=O)CC[C@]34C)O)C)O,Unspecified,,,,Inhibition,=,7.22,%,
926,103275884,49659,CS(=O)(=O)O.C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,Unspecified,,,,Inhibition,=,5.06,%,
927,103276037,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,Unspecified,,,,Inhibition,=,-3.77,%,
928,103276085,3014059,C[N+]1(CCC(CC1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3)C.[I-],Unspecified,,,,Inhibition,=,-23.25,%,Outside typical range
929,103276442,68077,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,Unspecified,,,,Inhibition,=,-0.81,%,
930,103276514,5273755,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC,Unspecified,,,,Inhibition,=,3.02,%,
931,103276735,216468,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl,Unspecified,,,,Inhibition,=,-4.45,%,
932,103276933,5311037,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C,Unspecified,,,,Inhibition,=,-0.25,%,
933,103277238,2998,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Unspecified,,,,Inhibition,=,6.32,%,
934,103277310,5328791,C1=CC(=CC=C1/C=C(\C#N)/C(=O)O)O,Unspecified,,,,Inhibition,=,0.94,%,
935,103277459,2052,C1=CC(=C(C=C1C=C(C#N)C#N)O)O,Unspecified,,,,Inhibition,=,-0.91,%,
936,103277548,3688,CC1NC2=C(C=C(C=C2)Cl)S(=O)(=O)N1,Unspecified,,,,Inhibition,=,4.53,%,
937,103277645,5614,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N,Unspecified,,,,Inhibition,=,9.91,%,
