PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00457 uM,Activity at 0.00705 uM,Activity at 0.023 uM,Activity at 0.046 uM,Activity at 0.070 uM,Activity at 0.104 uM,Activity at 0.147 uM,Activity at 0.228 uM,Activity at 0.454 uM,Activity at 0.702 uM,Activity at 0.990 uM,Activity at 1.179 uM,Activity at 2.205 uM,Activity at 3.547 uM,Activity at 5.245 uM,Activity at 6.528 uM,Activity at 11.35 uM,Activity at 18.98 uM,Activity at 27.12 uM,Activity at 37.89 uM,Activity at 57.10 uM,Activity at 85.70 uM,Activity at 114.4 uM,Activity at 171.0 uM,Compound QC
41,124893209,12448,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00166015-02/249930473,,Cytotoxic,8.9125,72.2516,,62,Complete curve; partial efficacy,-5.05,4.9549,0.9993,-73.2516,-1,-1.2,0 0 0 0,-72.7097,,,,,,,,,0,,,,-2.1123,,,,-57.5945,,,,-72.7097,,,,QC'd by SigmaAldrich
42,384567892,4680,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00015810-26/250002957,,Cytotoxic,7.9433,65.1884,,62,Complete curve; partial efficacy,-5.1,2.0937,1,-64.6884,0.5,-1.2,0 0 0 0,-63.7617,,,,,,,,,,0,,,-3.4725,,,,,-55.4222,,,-63.7617,,,,QC'd by Microsource
43,384568135,2723601,C1=NC2=C(N1)C(=S)N=C(N2)N,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00094792-07/250005357,,Cytotoxic,7.9433,68.154,,62,Complete curve; partial efficacy,-5.1,3.2975,0.9993,-69.154,-1,-1.2,0 0 0 0,-68.9947,,,,,,,,,,0,,,-3.2096,,,,,-65.0684,,,-68.9947,,,,QC'd by Microsource
44,384568209,5583,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00161419-06/250002697,,Cytotoxic,11.2202,79.9396,,62,Complete curve; partial efficacy,-4.95,2.4064,0.9995,-78.9396,1,-1.2,0 0 0 0,-77.14,,,,,,,,,,0,,,0.6103,,,,,-62.1889,,,-77.14,,,,QC'd by Tocris
45,384568228,444732,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00162453-19/250002591,,Cytotoxic,7.9433,52.1388,,62,Complete curve; partial efficacy,-5.1,4.9549,0.9997,-61.1663,-9.0275,-1.2,0 0 0 0,-61.1108,,,,,,,,,,-9.5383,,,-8.3562,,,,,-60.3018,,,-61.1108,,,,QC'd by Bio Vision
46,384568547,57519528,CN(C)C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250398-02/250005762,,Cytotoxic,6.3096,71.4556,,62,Complete curve; partial efficacy,-5.2,1.21,0.9986,-67.9556,3.5,-1.2,0 0 0 0,-62.8451,,,,,,,,,,0,,,-13.0395,,,,,-53.3011,,,-62.8451,,,,QC'd by Selleck
47,384568636,40637217,CC1=CC(=C(N1)/C=C/2\C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263166-10/250002782,,Cytotoxic,10,72.4254,,62,Complete curve; partial efficacy,-5,2.4729,0.9997,-71.4254,1,-1.2,0 0 0 0,-70.5486,,,,,,,,,,0,,,0,,,,,-59.0819,,,-70.5486,,,,QC'd by Adooq
48,384568646,24756910,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263177-04/250003286,,Cytotoxic,10,64.2956,,62,Complete curve; partial efficacy,-5,2.2481,0.9999,-64.2956,0,-1.2,0 0 0 0,-62.54,,,,,,,,,,0,,,-1.9026,,,,,-52.1586,,,-62.54,,,,QC'd by Selleck
49,384568696,2746,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263639-13/250002417,,Cytotoxic,7.0795,80.3963,,62,Complete curve; partial efficacy,-5.15,1.3723,0.9998,-76.8963,3.5,-1.2,0 0 0 0,-72.9336,,,,,,,,,,0,,,-9.7025,,,,,-59.8153,,,-72.9336,,,,QC'd by MedChem Express
50,384569109,72547959,C1CN(CCC1C2=CC(=NC(=C2)N3CCC(C3)(F)F)NC4=NC=CC(=C4)C#N)C5COC5,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00384250-02/250002761,,Cytotoxic,8.9125,64.2635,,62,Complete curve; partial efficacy,-5.05,1.9887,0.9999,-63.2635,1,-1.2,0 0 0 0,-62.0732,,,,,,,,,,0.8683,,,-2.6844,,,,,-51.3466,,,-62.0732,,,,QC'd by MedChem Express
51,384569292,58298316,CC(C)(C1=NC=C(C=C1)C2=CN=C3C(=N2)N(C(=O)CN3)C4CCC(CC4)OC)O,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00496836-02/250005385,,Cytotoxic,7.9433,64.3277,,62,Complete curve; partial efficacy,-5.1,2.9523,0.999,-61.8277,2.5,-1.2,0 0 0 0,-61.6909,,,,,,,,,,3.9455,,,0,,,,,-56.8829,,,-61.6909,,,,QC'd by Glixx
52,384569414,58507717,C1COCCN1C2=NC(=NC(=N2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00510199-01/250002642,,Cytotoxic,10,65.274,,62,Complete curve; partial efficacy,-5,3.5117,1,-60.274,5,-1.2,0 0 0 0,-60.328,,,,,,,,,,4.8274,,,4.63,,,,,-53.9866,,,-60.328,,,,QC'd by Glixx
53,405558603,5360807,CC[C@H]([C@@H]1[C@H](C[C@@](O1)(CC)[C@H]2CC[C@@]([C@@H](O2)C)(CC)O)C)C(=O)[C@@H](C)[C@H]([C@H](C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O,Active,62,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00179860-02/249929580,,Cytotoxic,8.9125,68.4164,,62,Complete curve; partial efficacy,-5.05,4.5045,0.9997,-67.4164,1,-1.2,0 0 0 0,-67.0137,,,,,,,,,1.5849,,,,0,,,,-50.7059,,,,-67.0137,,,,QC'd by Analyticon
54,144206050,6099,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],Active,44,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00167496-01/250005257,,Cytotoxic,7.0795,112.394,,44,Partial curve; high efficacy,-5.15,1,0.9988,-109.268,3.1257,-2.1,0 0 0 0,-96.8688,,,,,,,,,,-5.3119,,,-24.6953,,,,,-78.2568,,,-96.8688,,,,QC'd by Labotest
55,124893647,33309,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(N2)C3=CSC=N3,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00181110-02/249929612,,Cytotoxic,7.0795,101.336,,43,Partial curve; high efficacy,-5.15,1.331,0.9996,-98.336,3,-2.1,0 0 0 0,-91.0518,,,,,,,,,0.4607,,,,-15.2218,,,,-63.5552,,,,-91.0518,,,,QC'd by SigmaAldrich
56,144206257,17671,CCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C.[Cl-],Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00181085-01/249929709,,Cytotoxic,5.6234,85.5959,,43,Partial curve; partial efficacy,-5.25,1.21,0.9993,-81.5959,4,-2.2,0 0 0 0,-75.4515,,,,,,,,,0,,,,-17.009,,,,-56.9326,,,,-75.4515,,,,QC'd by NCI
57,170466862,11219835,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00168759-05/249930961,,Cytotoxic,6.3096,92.2796,,43,Partial curve; high efficacy,-5.2,1,0.9993,-99.5995,-7.3198,-2.1,0 0 0 0,-89.7292,,,,,,,,,-12.7665,,,,-31.8257,,,,-67.8454,,,,-89.7292,,,,QC'd by Selleck
58,384569160,67376285,C1CN(C[C@@H]1CC2=NNC(=O)N2C3=CC=C(C=C3)C4=CC5=C(C=C4)OC=C5)C(=O)C6CC6,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00387475-01/250003188,,Cytotoxic,4.4668,78.0385,,43,Partial curve; partial efficacy,-5.35,0.5,0.9985,-78.0454,-0.0068,-2.2,0 0 0 0,-61.9408,,,,,,,,,,-22.089,,,-32.2286,,,,,-51.8905,,,-61.9408,,,,QC'd by Tocris
59,170464823,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00015610-17/249930845,,Cytotoxic,8.9125,68.4135,,42,Partial curve; partial efficacy,-5.05,4.5045,1,-68.4135,0,-2.2,0 0 0 0,-68.3451,,,,,,,,,0,,,,0,,,,-51.2378,,,,-68.3451,,,,QC'd by Selleck
60,170465365,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167472-03/249931056,,Cytotoxic,10,95.7616,,42,Partial curve; high efficacy,-5,1.4163,0.9997,-94.7616,1,-2.1,0 0 0 0,-86.778,,,,,,,,,0.5548,,,,-9.6801,,,,-51.9817,,,,-86.778,,,,QC'd by Bosche
61,170465500,8816,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-],Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00091023-06/249931128,,Cytotoxic,11.2202,87.3488,,42,Partial curve; high efficacy,-4.95,3.132,0.999,-85.3488,2,-2.1,0 0 0 0,-84.1704,,,,,,,,,1.9401,,,,2.578,,,,-44.6232,,,,-84.1704,,,,QC'd by Vitas
62,170465994,10206,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00161621-03/249931200,,Cytotoxic,14.1254,98.8687,,42,Partial curve; high efficacy,-4.85,2.4064,0.9993,-96.3687,2.5,-2.1,0 0 0 0,-94.4791,,,,,,,,,3.2536,,,,0,,,,-33.9284,,,,-94.4791,,,,QC'd by Vitas
63,174006329,16666332,C1C[C@@H](NC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346576-01/250005571,,Cytotoxic,11.2202,96.258,,42,Partial curve; partial efficacy,-4.95,1.1341,0.9991,-90.258,6,-2.2,0 0 0 0,-77.715,,,,,,,,,,3.3195,,,-7.5458,,,,,-54.9916,,,-77.715,,,,QC'd by Selleck
64,363680887,409823,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(C4CCCCN4)O,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00390402-02/250002953,,Cytotoxic,14.1254,101.015,,42,Partial curve; high efficacy,-4.85,2.1211,0.9998,-100.015,1,-2.1,0 0 0 0,-95.2522,,,,,,,,,,0,,,-0.056,,,,,-64.557,,,-95.2522,,,,QC'd by SynKinase
65,384568344,636397,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@H]6CCCCO6,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00167982-03/250003595,,Cytotoxic,12.5893,55.8077,,42,Partial curve; partial efficacy,-4.9,1.6259,0.9999,-87.7993,-31.9915,-2.2,0 0 0 0,-83.1573,,,,,,,,,,-32.4929,,,-34.825,,,,,-69.0961,,,-83.1573,,,,QC'd by Glixx
66,384568464,15953870,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00229735-09/250003623,,Cytotoxic,14.1254,105.139,,42,Partial curve; high efficacy,-4.85,1.4781,0.9999,-99.1391,6,-2.1,0 0 0 0,-86.9642,,,,,,,,,,4.9952,,,0,,,,,-58.2772,,,-86.9642,,,,QC'd by MedChem Express
67,384568939,9804992,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346743-03/250003592,,Cytotoxic,10,92.3507,,42,Partial curve; partial efficacy,-5,1.1341,0.9995,-88.8507,3.5,-2.2,0 0 0 0,-77.7923,,,,,,,,,,0,,,-11.1148,,,,,-58.5011,,,-77.7923,,,,QC'd by Bio Vision
68,384569289,118873492,C1=CC(=CC(=C1)S(=O)(=O)NC2=C3C(=C(C=C2)C4=CN=CC=C4)C=CC=N3)C(F)(F)F,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00492474-01/250005297,,Cytotoxic,14.1254,94.356,,42,Partial curve; high efficacy,-4.85,2.1211,0.9998,-93.356,1,-2.1,0 0 0 0,-88.9105,,,,,,,,,,0,,,0,,,,,-60.0015,,,-88.9105,,,,QC'd by NCGCChem
69,384569375,16719221,CC1=C(C(=O)OC2=C1C=CC(=C2)OC3=NC=CC=N3)CC4=C(C(=NC=C4)NS(=O)(=O)NC)F,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00509904-02/250005161,,Cytotoxic,14.1254,96.4773,,42,Partial curve; high efficacy,-4.85,1.4163,0.9991,-97.8917,-1.4144,-2.1,0 0 0 0,-86.7834,,,,,,,,,,-1.5954,,,-9.0496,,,,,-59.0406,,,-86.7834,,,,QC'd by MedChem Express
70,384569496,56593112,CCC1CCCCN1C(=O)N2N=CC(=N2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00511348-01/250003023,,Cytotoxic,11.2202,68.5304,,42,Partial curve; partial efficacy,-4.95,2.1211,0.9995,-67.5304,1,-2.2,0 0 0 0,-65.3775,,,,,,,,,,0,,,0,,,,,-50.3689,,,-65.3775,,,,QC'd by Glixx
71,405558506,54684141,C/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00263218-07/249930049,,Cytotoxic,8.9125,72.2635,,42,Partial curve; partial efficacy,-5.05,1.3443,0.9999,-72.6387,-0.3752,-2.2,0 0 0 0,-67.1736,,,,,,,,,-1.9793,,,,-10.3489,,,,-42.1143,,,,-67.1736,,,,QC'd by Bio Vision
72,170465465,31202,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00344524-01/249930006,,Cytotoxic,22.3872,85.9858,,41,Partial curve; partial efficacy,-4.65,2.4064,1,-85.9858,0,-2.2,0 0 0 0,-77.6408,,,,,,,,,0,,,,0,,,,-14.1071,,,,-77.6408,,,,QC'd by SIGMA
73,170465494,10866,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-],Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00091010-03/249931570,,Cytotoxic,19.9526,100.151,,41,Partial curve; high efficacy,-4.7,2.0479,0.9998,-100.151,0,-2.1,0 0 0 0,-89.7407,,,,,,,,,0,,,,-0.2967,,,,-24.851,,,,-89.7407,,,,QC'd by Labotest
74,170465550,9719,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00185743-02/249930151,,Cytotoxic,22.3872,78.4485,,41,Partial curve; partial efficacy,-4.65,2.1876,0.9999,-77.9485,0.5,-2.2,0 0 0 0,-68.9004,,,,,,,,,0,,,,0,,,,-14.0806,,,,-68.9004,,,,QC'd by Enamine
75,170466390,7083,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00181775-02/249929399,,Cytotoxic,22.3872,122.994,,41,Partial curve; high efficacy,-4.65,1.4163,0.9999,-121.994,1,-2.1,0 0 0 0,-96.3621,,,,,,,,,0,,,,-3.5461,,,,-32.5207,,,,-96.3621,,,,QC'd by Labotest
76,170466791,656641,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00166290-03/249930624,,Cytotoxic,11.2202,65.3952,,41,Partial curve; partial efficacy,-4.95,3.0654,0.9998,-64.8952,0.5,-2.2,0 0 0 0,-64.7177,,,,,,,,,0,,,,0,,,,-32.432,,,,-64.7177,,,,QC'd by SIGMA
77,174006734,16722834,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)CN4CCOCC4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345846-01/250005570,,Cytotoxic,12.5893,75.481,,41,Partial curve; partial efficacy,-4.9,2.2526,0.9997,-74.481,1,-2.2,0 0 0 0,-72.3517,,,,,,,,,,0,,,0,,,,,-52.6748,,,-72.3517,,,,QC'd by SynKinase
78,363676503,5282230,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00018185-20/250005458,,Cytotoxic,17.7828,70.3965,,41,Partial curve; partial efficacy,-4.75,1.9673,0.9993,-69.8965,0.5,-2.2,0 0 0 0,-64.719,,,,,,,,,,0,,,0,,,,,-36.9084,,,-64.719,,,,QC'd by MedChem Express
79,363677344,71304818,CC(C)CNC1=NC(=NC=C1)NCC2=CSC(=N2)C3=CC=CC=C3,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345082-02/250005238,,Cytotoxic,22.3872,108.565,,41,Partial curve; high efficacy,-4.65,2.2526,0.9994,-107.065,1.5,-2.1,0 0 0 0,-94.9159,,,,,,,,,,0,,,2.2187,,,,,-43.3039,,,-94.9159,,,,QC'd by Tocris
80,363677443,132990892,CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C\[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C\C=C1)C)O)(C)O)C)O)C)C)O)C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346531-02/250003019,,Cytotoxic,19.9526,110.552,,41,Partial curve; high efficacy,-4.7,1.9673,0.9999,-109.552,1,-2.1,0 0 0 0,-97.1203,,,,,,,,,,0.117,,,0,,,,,-51.5121,,,-97.1203,,,,QC'd by Selleck
81,363677771,57390074,CN(C)C1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4P(=O)(C)C)Cl)OC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00351602-09/250003436,,Cytotoxic,15.8489,77.9412,,41,Partial curve; partial efficacy,-4.8,2.2526,0.9998,-77.4412,0.5,-2.2,0 0 0 0,-73.5566,,,,,,,,,,0,,,0,,,,,-45.7634,,,-73.5566,,,,QC'd by Selleck
82,363678392,46742353,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=C(N=NC(=N3)C4=CC=CC=N4)C5=CC=CC=C5,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00379161-04/250005926,,Cytotoxic,14.1254,83.8661,,41,Partial curve; partial efficacy,-4.85,2.4064,0.9997,-83.3661,0.5,-2.2,0 0 0 0,-79.9686,,,,,,,,,,0,,,0,,,,,-56.571,,,-79.9686,,,,QC'd by Cayman
83,363678445,399465,CC1=C(C=CC(=C1)C2=NC3=C(S2)C=CC(=C3)F)NC(=O)[C@H](CCCCN)N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00379246-01/250002482,,Cytotoxic,22.3872,103.833,,41,Partial curve; high efficacy,-4.65,2.3332,0.9999,-101.833,2,-2.1,0 0 0 0,-91.2485,,,,,,,,,,2.3601,,,1.0936,,,,,-40.0338,,,-91.2485,,,,QC'd by Tocris
84,363680172,4708,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00386260-02/250003726,,Cytotoxic,14.1254,67.2188,,41,Partial curve; partial efficacy,-4.85,2.4064,0.9996,-67.2188,0,-2.2,0 0 0 0,-64.5545,,,,,,,,,,0,,,0,,,,,-45.8447,,,-64.5545,,,,QC'd by APExBIO
85,377020217,44465558,C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=C(C=C4)N5CCOCC5,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00486904-01/250005545,,Cytotoxic,22.3872,105.087,,41,Partial curve; high efficacy,-4.65,2.0479,0.9999,-104.587,0.5,-2.1,0 0 0 0,-91.263,,,,,,,,,,0,,,0,,,,,-43.3133,,,-91.263,,,,QC'd by Tocris
86,377020296,9806229,CC(C)(C#CC1=CC2=C(C=C1NC(=O)C=C)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)N4CCN(CC4)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263195-04/250003579,,Cytotoxic,25.1189,110.89,,41,Partial curve; high efficacy,-4.6,2.1876,0.9994,-109.39,1.5,-2.1,0 0 0 0,-93.9776,,,,,,,,,,0,,,1.928,,,,,-37.0073,,,-93.9776,,,,QC'd by MedChem Express
87,377020440,9956637,CC1=C(C=CC(=C1)I)NC2=C(C(=C(C=C2C(=O)NOCC3CC3)F)F)F,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00167793-02/250005659,,Cytotoxic,17.7828,70.7355,,41,Partial curve; partial efficacy,-4.75,1.9673,0.9993,-70.2355,0.5,-2.2,0 0 0 0,-65.0329,,,,,,,,,,0,,,0,,,,,-37.5508,,,-65.0329,,,,QC'd by Tocris
88,384567926,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00016256-20/250005740,,Cytotoxic,14.1254,83.1055,,41,Partial curve; partial efficacy,-4.85,2.1211,0.9996,-82.1055,1,-2.2,0 0 0 0,-78.8014,,,,,,,,,,0,,,0,,,,,-52.5635,,,-78.8014,,,,QC'd by Selleck
89,384568208,5311340,CCC1=CC=C(C=C1)OCC2=CC=CC=C2C(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00161418-13/250003443,,Cytotoxic,15.8489,99.0313,,41,Partial curve; high efficacy,-4.8,2.2526,0.9993,-98.0313,1,-2.1,0 0 0 0,-93.8997,,,,,,,,,,0,,,0,,,,,-57.0353,,,-93.8997,,,,QC'd by MedChem Express
90,384568295,9858940,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00165889-13/250005886,,Cytotoxic,17.7828,79.3024,,41,Partial curve; partial efficacy,-4.75,1.9673,0.9989,-78.3024,1,-2.2,0 0 0 0,-72.5022,,,,,,,,,,0,,,0,,,,,-40.1839,,,-72.5022,,,,QC'd by MedChem Express
91,384568459,53315882,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00189144-02/250002858,,Cytotoxic,22.3872,89.0595,,41,Partial curve; partial efficacy,-4.65,2.0479,0.9999,-87.5595,1.5,-2.2,0 0 0 0,-76.1815,,,,,,,,,,1.4525,,,1.1716,,,,,-35.9551,,,-76.1815,,,,QC'd by Tocris
