PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00457 uM,Activity at 0.00705 uM,Activity at 0.023 uM,Activity at 0.046 uM,Activity at 0.070 uM,Activity at 0.104 uM,Activity at 0.147 uM,Activity at 0.228 uM,Activity at 0.454 uM,Activity at 0.702 uM,Activity at 0.990 uM,Activity at 1.179 uM,Activity at 2.205 uM,Activity at 3.547 uM,Activity at 5.245 uM,Activity at 6.528 uM,Activity at 11.35 uM,Activity at 18.98 uM,Activity at 27.12 uM,Activity at 37.89 uM,Activity at 57.10 uM,Activity at 85.70 uM,Activity at 114.4 uM,Activity at 171.0 uM,Compound QC
666,384568516,50985821,C1CC(CCC1N2C=NC3=C(C2=N)C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00247785-11/250003494,,Cytotoxic,39.8107,62.3394,,20,Single point of activity,-4.4,4.9549,0.9816,-66.3394,-4,-3,0 0 0 0,-57.3661,,,,,,,,,,0,,,-8.7862,,,,,-5.1732,,,-57.3661,,,,QC'd by Evotec
667,384568518,16736529,CC1=CN=C(C(=C1OC)C)CN2C=NC3=C2N=C(N=C3Cl)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00247877-09/250002755,,Cytotoxic,1.122,60.1932,,20,Complete curve; partial efficacy; poor fit,-5.95,1.3723,0.9913,-58.6458,1.5474,-1.4,0 0 0 0,-60.3202,,,,,,,,,,-19.1272,,,-41.1423,,,,,-55.1915,,,-60.3202,,,,QC'd by MedChem Express
668,384568520,25210273,CCNC(=O)C1=CC2=C(N=C(N=C2S1)N)C3=CC(=C(C=C3Cl)Cl)OCCN4CCCC4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00247879-05/250002993,,Cytotoxic,1,51.5323,,20,Complete curve; partial efficacy; poor fit,-6,3.6772,0.9948,-50.5323,1,-1.4,0 0 0 0,-52.3447,,,,,,,,,0,,-27.5316,,,,,,-48.1505,,-52.3447,,,,,,QC'd by MedChem Express
669,384568525,9911830,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00249390-02/250002483,,Cytotoxic,15.8489,38.4839,,20,Partial curve; partial efficacy; poor fit,-4.8,1.8851,0.9399,-42.4839,-4,-2.4,0 0 0 0,-39.0209,,,,,,,,,,-9.6775,,,0,,,,,-26.8637,,,-39.0209,,,,QC'd by Selleck
670,384568531,71307851,CC1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00249661-03/250002838,,Cytotoxic,39.8107,45.3777,,20,Single point of activity,-4.4,4.9549,0.995,-44.3777,1,-3,0 0 0 0,-37.8148,,,,,,,,,,0,,,0,,,,,1.7352,,,-37.8148,,,,QC'd by NCGCChem
671,384568537,11327430,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250377-09/250003229,,Cytotoxic,15.8489,84.4218,,20,Partial curve; partial efficacy; poor fit,-4.8,2.3332,0.9982,-82.9218,1.5,-2.4,0 0 0 0,-77.7054,,,,,,,,,,0,,,2.5109,,,,,-50.9261,,,-77.7054,,,,QC'd by MedChem Express
672,384568538,24775005,C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250382-06/250006106,,Cytotoxic,0.2818,36.5681,,20,Complete curve; partial efficacy; poor fit,-6.55,0.8,0.9855,-39.3861,-2.818,-1.4,0 0 0 0,-39.4884,,,,,,,,,,-27.3484,,,-33.7707,,,,,-37.375,,,-39.4884,,,,QC'd by MedChem Express
673,384568541,11155874,C1=CC=C(C=C1)COC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(CO)N)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250388-04/250005347,,Cytotoxic,39.8107,111.388,,20,Single point of activity,-4.4,4.9549,0.9989,-110.388,1,-3,0 0 0 0,-94.3488,,,,,,,,,,0,,,0,,,,,0.5463,,,-94.3488,,,,QC'd by Axon Medchem
674,384568543,24951314,CC(C)(C)OC(=O)NC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCCCCCCC(=O)NO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250390-10/250006099,,Cytotoxic,39.8107,69.3451,,20,Single point of activity,-4.4,4.9549,0.9985,-70.3451,-1,-3,0 0 0 0,-60.2876,,,,,,,,,,0,,,-2.6537,,,,,-2.2581,,,-60.2876,,,,QC'd by MedChem Express
675,384568544,16741245,C[C@@](C(=O)NC1=C(C=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N(C)C)Cl)(C(F)(F)F)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250391-05/250003470,,Cytotoxic,17.7828,88.1757,,20,Partial curve; partial efficacy; poor fit,-4.75,1.9673,0.9977,-86.1757,2,-2.4,0 0 0 0,-79.7923,,,,,,,,,,0,,,2.4942,,,,,-43.9819,,,-79.7923,,,,QC'd by Glixx
676,384568545,16736978,C[C@@H]1CN(C[C@@H](O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250396-13/250002801,,Cytotoxic,5.6234,39.7111,,20,Complete curve; partial efficacy; poor fit,-5.25,4.9549,0.9681,-38.2111,1.5,-1.4,0 0 0 0,-33.3515,,,,,,,,,,0,,,3.0206,,,,,-42.854,,,-33.3515,,,,QC'd by MedChem Express
677,384568550,5459219,CN1CC[C@H]([C@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250401-11/250002428,,Cytotoxic,1,34.2442,,20,Complete curve; partial efficacy; poor fit,-6,4.9549,0.7817,-32.3556,1.8886,-1.4,0 0 0 0,-25.9827,,,,,,,,,,-3.0095,,,-42.6173,,,,,-28.6777,,,-25.9827,,,,QC'd by MedChem Express
678,384568553,25262965,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@@H]5C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250405-15/250002741,,Cytotoxic,0.8913,40.225,,20,Complete curve; partial efficacy; poor fit,-6.05,1.6259,0.9999,-47.7068,-7.4818,-1.4,0 0 0 1,-34.4445,,,,,,,,,,-23.7349,,,-39.8888,,,,,-47.5498,,,-34.4445,,,,QC'd by MedChem Express
679,384568556,25167777,COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250408-02/250003677,,Cytotoxic,39.8107,43.0414,,20,Partial curve; high efficacy; poor fit,-4.4,2.0937,0.9721,-100.101,-57.0594,-2.3,0 0 0 0,-86.4428,,,,,,,,,,-54.2162,,,-60.058,,,,,-64.6932,,,-86.4428,,,,QC'd by Selleck
680,384568557,23630211,CC(C)C[C@@H](C(=O)N1CCN(CC1)C(=O)[C@H](CO)NS(=O)(=O)C2=C(C=C(C=C2)Cl)Cl)NC(=O)C3=CC4=CC=CC=C4S3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00250409-02/250005971,,Cytotoxic,39.8107,73.8027,,20,Single point of activity,-4.4,4.9549,0.9975,-73.8027,0,-3,0 0 0 0,-63.1689,,,,,,,,,,-1.9778,,,0,,,,,0,,,-63.1689,,,,QC'd by SIGMA
681,384568561,11364421,CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00253438-12/250005635,,Cytotoxic,44.6684,54.0797,,20,Partial curve; partial efficacy; poor fit,-4.35,4.9549,0.9476,-81.4201,-27.3404,-2.4,0 0 0 0,-71.4211,,,,,,,,,,-32.0248,,,-29.1024,,,,,-21.117,,,-71.4211,,,,QC'd by MedChem Express
682,384568572,60167849,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00262306-10/250003502,,Cytotoxic,19.9526,41.6039,,20,Partial curve; partial efficacy; poor fit,-4.7,1.8851,0.9935,-43.1039,-1.5,-2.4,0 0 0 0,-39.9111,,,,,,,,,,0,,,-2.9942,,,,,-21.4329,,,-39.9111,,,,QC'd by NCGCChem
683,384568579,70789348,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C(F)(F)F)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00262995-02/250005298,,Cytotoxic,4.4668,47.4712,,20,Complete curve; partial efficacy; poor fit,-5.35,4.9549,0.8893,-46.4712,1,-1.4,0 0 0 0,-34.9048,,,,,,,,,,0.7265,,,0,,,,,-58.3013,,,-34.9048,,,,QC'd by NCGCChem
684,384568580,57519544,CC1=NC=CC(=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)C4=CN=CC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263085-12/250003002,,Cytotoxic,2.8184,44.0277,,20,Complete curve; partial efficacy; poor fit,-5.55,4.9549,0.9603,-42.0277,2,-1.4,0 0 0 0,-36.1119,,,,,,,,,,1.6445,,,-6.0431,,,,,-47.5762,,,-36.1119,,,,QC'd by DC Chemicals
685,384568581,10461508,CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263087-10/250002903,,Cytotoxic,31.6228,77.4037,,20,Partial curve; high efficacy; poor fit,-4.5,2.8473,0.9903,-102.325,-24.9217,-2.3,0 0 0 0,-90.234,,,,,,,,,,-28.6677,,,-21.1847,,,,,-39.4396,,,-90.234,,,,QC'd by Selleck
686,384568582,24882589,CC1=NC2=CN=C3C=CC(=CC3=C2N1C4=CC=C(C=C4)C(C)(C)C#N)C#CC5=CN=CC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263088-02/250002440,,Cytotoxic,1.7783,55.1201,,20,Complete curve; partial efficacy; poor fit,-5.75,1.8265,0.9877,-56.1297,-1.0096,-1.4,0 0 0 0,-55.1314,,,,,,,,,,-5.4246,,,-34.2954,,,,,-56.3581,,,-55.1314,,,,QC'd by Tocris
687,384568583,56973724,CN1CCC(CC1)OC2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)N4C)C5CCCC5)OC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263090-09/250003735,,Cytotoxic,31.6228,33.9637,,20,Single point of activity,-4.5,4.045,1,-33.9637,0,-3,0 0 0 0,-31.2198,,,,,,,,,,0,,,0,,,,,-3.7166,,,-31.2198,,,,QC'd by MedChem Express
688,384568585,10173277,CC1=CC(=CC=C1)/C=N/NC2=CC(=NC(=N2)OCCC3=CC=CC=N3)N4CCOCC4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263093-04/250003489,,Cytotoxic,11.2202,37.0376,,20,Complete curve; partial efficacy; poor fit,-4.95,3.5117,0.9909,-34.5376,2.5,-1.4,0 0 0 0,-34.2435,,,,,,,,,,0,,,4.4962,,,,,-29.9016,,,-34.2435,,,,QC'd by MedChem Express
689,384568586,24856041,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263094-05/250005747,,Cytotoxic,35.4813,43.7968,,20,Single point of activity,-4.45,4.5045,0.9888,-41.2968,2.5,-3,0 0 0 0,-36.4973,,,,,,,,,,0,,,4.9706,,,,,0,,,-36.4973,,,,QC'd by APExBIO
690,384568588,9933475,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263097-03/250002937,,Cytotoxic,39.8107,110.07,,20,Single point of activity,-4.4,4.9549,0.9917,-109.57,0.5,-3,0 0 0 0,-93.6491,,,,,,,,,,3.4183,,,-5.4907,,,,,0.9208,,,-93.6491,,,,QC'd by Selleck
691,384568592,6445562,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)/C=C/CN(C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263103-02/250005173,,Cytotoxic,39.8107,114.259,,20,Single point of activity,-4.4,4.9549,0.9974,-110.759,3.5,-3,0 0 0 0,-94.666,,,,,,,,,,4.1196,,,0,,,,,3.057,,,-94.666,,,,QC'd by Selleck
692,384568603,153999,CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCO1)C6=CC=CC=C65)C(=O)NC4=O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263119-07/250003425,,Cytotoxic,39.8107,111.985,,20,Single point of activity,-4.4,4.9549,0.9992,-110.985,1,-3,0 0 0 0,-94.859,,,,,,,,,,0,,,0,,,,,0,,,-94.859,,,,QC'd by Bio Vision
693,384568605,49864204,CCCCCCCC1=CC=C(C=C1)CCC2=C(C(=CC=C2)O)C(=O)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263121-03/250005932,,Cytotoxic,39.8107,35.0085,,20,Partial curve; partial efficacy; poor fit,-4.4,4.9549,0.999,-34.5085,0.5,-2.4,0 0 0 0,-29.5904,,,,,,,,,,0,,,0,,,,,0,,,-29.5904,,,,QC'd by Axon Medchem
694,384568607,16755649,CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@@H]([C@@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263124-09/250005475,,Cytotoxic,39.8107,79.3302,,20,Single point of activity,-4.4,4.9549,0.9505,-82.8302,-3.5,-3,0 0 0 0,-71.5252,,,,,,,,,,4.8478,,,-13.6125,,,,,-2.9326,,,-71.5252,,,,QC'd by MedChem Express
695,384568614,49855250,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)/C=C/C(=O)NO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263136-07/250002650,,Cytotoxic,7.0795,77.8278,,20,Partial curve; partial efficacy; poor fit,-5.15,0.9,0.9911,-76.0016,1.8261,-2.4,0 0 0 0,-65.9103,,,,,,,,,,-3.4782,,,-20.9021,,,,,-52.3705,,,-65.9103,,,,QC'd by Axon Medchem
696,384568616,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263138-10/250002583,,Cytotoxic,19.9526,54.9818,,20,Partial curve; partial efficacy; poor fit,-4.7,2.2526,0.9931,-52.4818,2.5,-2.4,0 0 0 0,-47.7135,,,,,,,,,,0,,,4.4843,,,,,-24.1184,,,-47.7135,,,,QC'd by MedChem Express
697,384568619,44607530,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl)OC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263144-09/250005472,,Cytotoxic,39.8107,112.86,,20,Single point of activity,-4.4,4.9549,0.9974,-110.36,2.5,-3,0 0 0 0,-94.3252,,,,,,,,,,1.7269,,,0,,,,,2.986,,,-94.3252,,,,QC'd by MedChem Express
698,384568620,2747117,C1COC2=C(O1)C=CC(=C2)N3C(=O)NN=C3SC4=NC=C(S4)[N+](=O)[O-],Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263145-02/250003589,,Cytotoxic,39.8107,112.535,,20,Single point of activity,-4.4,4.9549,0.9993,-111.035,1.5,-3,0 0 0 0,-94.9017,,,,,,,,,,0,,,3.095,,,,,-1.3694,,,-94.9017,,,,QC'd by Chemdea
699,384568621,57519510,CC1=NC=C(C=C1)C2=NN(C=N2)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC(=CC=C5)N6CCOCC6,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263146-04/250002965,,Cytotoxic,8.9125,44.1894,,20,Single point of activity,-5.05,3.99,1,-44.1894,0,-3,0 0 0 1,3.5378,,,,,,,,,,0,,,0,,,,,-42.2412,,,3.5378,,,,QC'd by MedChem Express
700,384568622,11314340,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CC=CC=C4)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263147-03/250002894,,Cytotoxic,10,96.3536,,20,Complete curve; high efficacy; poor fit,-5,2.1876,1,-98.8334,-2.4797,-1.3,1 0 0 0,-96.8955,,,,,,,,,,-63.2969,,,-5.3998,,,,,-80.0965,,,-96.8955,,,,QC'd by SynKinase
701,384568624,10297043,CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4N[C@H](C)C5=CC=CC=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263149-06/250005485,,Cytotoxic,39.8107,110.099,,20,Single point of activity,-4.4,4.5045,0.9999,-106.599,3.5,-3,0 0 0 0,-88.8322,,,,,,,,,,3.1934,,,4.1404,,,,,0,,,-88.8322,,,,QC'd by MedChem Express
702,384568625,5330790,C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263151-07/250002539,,Cytotoxic,5.6234,51.7056,,20,Complete curve; partial efficacy; poor fit,-5.25,4.9549,0.9806,-54.673,-2.9674,-1.4,0 0 0 0,-50.0451,,,,,,,,,,-4.7241,,,-1.2228,,,,,-59.4195,,,-50.0451,,,,QC'd by MedChem Express
703,384568627,6918848,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263153-07/250005576,,Cytotoxic,4.4668,30.6782,,20,Partial curve; partial efficacy; poor fit,-5.35,0.4,0.9387,-43.329,-12.6508,-2.4,0 0 0 0,-36.1075,,,,,,,,,,-21.7924,,,-27.3198,,,,,-30.6702,,,-36.1075,,,,QC'd by Selleck
704,384568630,135423438,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263156-12/250005729,,Cytotoxic,31.6228,54.3947,,20,Single point of activity,-4.5,3.1925,0.9998,-54.3947,0,-3,0 0 0 0,-47.1387,,,,,,,,,,0,,,0,,,,,-9.5362,,,-47.1387,,,,QC'd by MedChem Express
705,384568635,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263164-07/250005856,,Cytotoxic,31.6228,65.2605,,20,Single point of activity,-4.5,3.6272,0.9999,-65.2605,0,-3,0 0 0 0,-58.5504,,,,,,,,,,0,,,0,,,,,-8.4053,,,-58.5504,,,,QC'd by ChemieTek
706,384568638,46191454,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263168-03/250002519,,Cytotoxic,2.8184,38.7283,,20,Complete curve; partial efficacy; poor fit,-5.55,3.5117,0.8918,-38.2283,0.5,-1.4,0 0 0 0,-29.9,,,,,,,,,,0,,,-10.005,,,,,-46.5919,,,-29.9,,,,QC'd by Selleck
707,384568639,9949641,CC(C)(C)C1=C(N=CN1)/C=C\2/C(=O)N/C(=C\C3=CC=CC=C3)/C(=O)N2,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263169-06/250002784,,Cytotoxic,0.7943,58.0713,,20,Complete curve; partial efficacy; poor fit,-6.1,0.8,0.9633,-56.9328,1.1385,-1.4,0 0 0 0,-57.3972,,,,,,,,,,-25.7179,,,-40.6098,,,,,-49.3883,,,-57.3972,,,,QC'd by APExBIO
708,384568640,49848070,CN1C(=CC=N1)C2=NN=C(C3=CC=CC=C32)N4CCC(CC4)N(C)C(=O)C5=C(C=C(C=C5)F)C(F)(F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263170-02/250005430,,Cytotoxic,39.8107,41.4669,,20,Single point of activity,-4.4,4.9549,0.9991,-40.9669,0.5,-3,0 0 0 0,-34.9724,,,,,,,,,,0,,,0,,,,,0,,,-34.9724,,,,QC'd by Selleck
709,384568644,6851740,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263174-02/250003112,,Cytotoxic,39.8107,104.026,,20,Single point of activity,-4.4,4.5045,0.9999,-108.08,-4.0544,-3,0 0 0 0,-90.9768,,,,,,,,,,-4.5849,,,-3.3786,,,,,-7.5215,,,-90.9768,,,,QC'd by Selleck
710,384568645,15547703,CC(C)C[C@H]([C@@H](C(=O)NO)O)C(=O)N[C@@H](C1=CC=CC=C1)C(=O)OC2CCCC2,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263175-02/250002531,,Cytotoxic,28.1838,53.7192,,20,Partial curve; partial efficacy; poor fit,-4.55,1.9887,0.9882,-53.2192,0.5,-2.4,0 0 0 0,-42.5903,,,,,,,,,,3.052,,,-2.632,,,,,-16.5291,,,-42.5903,,,,QC'd by Tocris
711,384568647,16041424,CC1=CC(=NN1)NC2=CC(=NC(=N2)/C=C/C3=CC=CC=C3)N4CCN(CC4)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263178-03/250002962,,Cytotoxic,35.4813,111.151,,20,Partial curve; high efficacy; poor fit,-4.45,3.6772,0.9979,-113.651,-2.5,-2.3,0 0 0 0,-97.1377,,,,,,,,,,-5.1849,,,0,,,,,-12.3936,,,-97.1377,,,,QC'd by Selleck
712,384568649,16725726,CCN1C2=C(C(=NC=C2OC[C@H]3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263181-10/250003679,,Cytotoxic,3.1623,49.9308,,20,Complete curve; partial efficacy; poor fit,-5.5,1.1341,0.9619,-45.9308,4,-1.4,0 0 0 0,-46.6951,,,,,,,,,,0,,,-18.7422,,,,,-36.0975,,,-46.6951,,,,QC'd by MedChem Express
713,384568650,9865515,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263182-04/250003166,,Cytotoxic,19.9526,44.6241,,20,Partial curve; partial efficacy; poor fit,-4.7,2.2526,0.9935,-42.6241,2,-2.4,0 0 0 0,-38.7304,,,,,,,,,,0,,,3.5672,,,,,-19.3801,,,-38.7304,,,,QC'd by Selleck
