PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
2262,103391063,6518171,CN(CCOC1=CC=C(C=C1)C[C@@H](C(=O)O)NC2=CC=CC=C2C(=O)C3=CC=CC=C3)C4=CC=CC=N4,Unspecified,,,,Inhibition,=,3.779,%,
2263,103391142,3474,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,Unspecified,,,,Inhibition,=,5.748,%,
2264,103391481,5419,C1CC(C2=CC=CC=C2C1)C3=NCCN3,Unspecified,,,,Inhibition,=,17.25,%,
2265,103392901,68791,C1C2N1C(=O)N=C2N,Unspecified,,,,Inhibition,=,13.42,%,
2266,103392958,5329150,CC1=C(NC(=C1CCC(=O)O)C)/C=C\2/C3=C(C=C(C=C3)C4=CC=CC=C4)NC2=O,Unspecified,,,,Inhibition,=,16.74,%,
2267,103392962,5142,CSC(=N)N,Unspecified,,,,Inhibition,=,12.15,%,
2268,103393180,5352062,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,Unspecified,,,,Inhibition,=,17.9,%,
2269,103393537,1549133,CC(C)C[C@@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,Unspecified,,,,Inhibition,=,33.99,%,
2270,103393537,1549133,CC(C)C[C@@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,Unspecified,,,,Inhibition,=,5.946,%,
2271,103393620,1646,C(CN)CS(=O)(=O)O,Unspecified,,,,Inhibition,=,42.11,%,
2272,103393620,1646,C(CN)CS(=O)(=O)O,Unspecified,,,,Inhibition,=,19.47,%,
2273,103394414,41214,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)C(=O)O,Unspecified,,,,Inhibition,=,5.15,%,
2274,103394568,65935,CCOC(=O)CC(=O)N1CCSC1COC2=CC=CC=C2OC,Unspecified,,,,Inhibition,=,35.33,%,
2275,103394696,1269845,C1=CNC(=S)NC1=O,Unspecified,,,,Inhibition,=,2.864,%,
2276,103394702,155815,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N,Unspecified,,,,Inhibition,=,6.275,%,
2277,103394824,65981,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,Unspecified,,,,Inhibition,=,7.8,%,
2278,103394824,65981,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,Unspecified,,,,Inhibition,=,4.154,%,
2279,103395101,219046,CCOC(=O)CC(=O)N1CCS[C@@H]1COC2=CC=CC=C2OC,Unspecified,,,,Inhibition,=,4.332,%,
2280,103395216,3858,C1=CC=C(C=C1)CC(CC(=O)O)C(=O)O,Unspecified,,,,Inhibition,=,24.9,%,
2281,103395343,13650,C1=CC=C2C(=C1)C=C(C(=O)O2)O,Unspecified,,,,Inhibition,=,30.28,%,
2282,103395493,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Unspecified,,,,Inhibition,=,7.801,%,
2283,103395859,47812,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O,Unspecified,,,,Inhibition,=,0.07731,%,
2284,103396287,4440,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,Unspecified,,,,Inhibition,=,11.27,%,
2285,103396412,9817923,CCCCNC(=O)[C@@H]1CC2=CC=CC=C2N1C(=O)[C@H](CC)N,Unspecified,,,,Inhibition,=,8.938,%,
2286,103396465,62969,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,Unspecified,,,,Inhibition,=,8.085,%,
2287,103396736,5329006,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C=C(C=C3)Cl)F)OC,Unspecified,,,,Inhibition,=,2.179,%,
2288,103396795,57469,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,Unspecified,,,,Inhibition,=,-4.31,%,
2289,103396946,643757,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,Unspecified,,,,Inhibition,=,2.267,%,
2290,103397843,8593,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,Unspecified,,,,Inhibition,=,13.37,%,
2291,103397964,5284583,CC[C@@H](C(=O)N)N1CCCC1=O,Unspecified,,,,Inhibition,=,4.118,%,
2292,103398015,5289613,CCOC(=O)C1=CC2=C(C=C(C=C2)O)OC1=O,Unspecified,,,,Inhibition,=,102.14,%,
2293,103398272,1038445,C1=CC(=CC=C1C2=NC3=C(C=C(C=C3)Cl)C(=C2)C(=O)O)Br,Unspecified,,,,Inhibition,=,20.16,%,
2294,103398420,3803,COC1=C(C2=C(C=C(C=C2)N)C(=O)O1)Cl,Unspecified,,,,Inhibition,=,1.423,%,
2295,103398907,65666,C1=CC(=CN=C1)CSC2=NC=CC=N2,Unspecified,,,,Inhibition,=,68.98,%,
2296,103398907,65666,C1=CC(=CN=C1)CSC2=NC=CC=N2,Unspecified,,,,Inhibition,=,-9.281,%,
2297,103398990,3712,C1=CC=C2C(=C1)C(=CN2)CO,Unspecified,,,,Inhibition,=,-27.37,%,Outside typical range
2298,103398990,3712,C1=CC=C2C(=C1)C(=CN2)CO,Unspecified,,,,Inhibition,=,5.975,%,
2299,103399375,6603901,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,Unspecified,,,,Inhibition,=,12.37,%,
2300,103399375,6603901,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,Unspecified,,,,Inhibition,=,24.85,%,
2301,103399575,3561,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC#CI,Unspecified,,,,Inhibition,=,-6.04,%,
2302,103399953,5312122,CN(C/C=C/C1=CC=C(C=C1)Cl)CC2=CC=CC=C2N(CCO)S(=O)(=O)C3=CC=C(C=C3)OC,Unspecified,,,,Inhibition,=,1.125,%,
2303,103400197,6093,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-],Unspecified,,,,Inhibition,=,16.08,%,
2304,103400443,9801969,CC1=CC=CC=C1C(=O)C2=C(C=C(C=C2)NC3=C(C=C(C=C3)Br)N)Cl,Unspecified,,,,Inhibition,=,8.096,%,
2305,103400546,1549477,CC(C)C[C@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,Unspecified,,,,Inhibition,=,14.41,%,
2306,103400859,31477,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,Unspecified,,,,Inhibition,=,32.33,%,
2307,103400859,31477,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,Unspecified,,,,Inhibition,=,13.39,%,
2308,103400985,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Unspecified,,,,Inhibition,=,21.09,%,
2309,103400985,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Unspecified,,,,Inhibition,=,15.66,%,
2310,103401008,146256,CC1=C(C(=CC=C1)OCC(CNC(C)(C)C)O)C,Unspecified,,,,Inhibition,=,5.908,%,
2311,103401011,5280489,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,Unspecified,,,,Inhibition,=,-4.71,%,
2312,103401011,5280489,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,Unspecified,,,,Inhibition,=,3.018,%,
2313,103401016,68770,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,Unspecified,,,,Inhibition,=,27.27,%,
2314,103401016,68770,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,Unspecified,,,,Inhibition,=,4.751,%,
2315,103401020,65218,COC(=O)C1=CC=CC=C1C2=C3C=CC(=N)C=C3OC4=C2C=CC(=C4)N,Unspecified,,,,Inhibition,=,27.73,%,
2316,103401138,47472,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,Unspecified,,,,Inhibition,=,16.1,%,
2317,103401161,5161,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,Unspecified,,,,Inhibition,=,23.15,%,
2318,103401161,5161,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,Unspecified,,,,Inhibition,=,2.742,%,
2319,103401162,6477,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C,Unspecified,,,,Inhibition,=,0.7682,%,
2320,103401163,3342,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,Unspecified,,,,Inhibition,=,18.87,%,
2321,103401163,3342,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,Unspecified,,,,Inhibition,=,26.03,%,
2322,103401177,5310993,CC1=CN=C(C=[N+]1[O-])C(=O)O,Unspecified,,,,Inhibition,=,8.596,%,
2323,103401190,68838,CCCC(=O)C1=C(C=CC(=C1)F)OCC(CNC(C)(C)C)O,Unspecified,,,,Inhibition,=,10.44,%,
2324,103401195,65814,CC(C)(C)NCC(COC1=C(C=CC(=C1)Cl)Cl)O,Unspecified,,,,Inhibition,=,12.1,%,
2325,103401513,65777,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,21.7,%,
2326,103401513,65777,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,0.7906,%,
2327,103401549,3034034,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,Unspecified,,,,Inhibition,=,16.93,%,
2328,103401549,3034034,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,Unspecified,,,,Inhibition,=,6.66,%,
2329,103401549,3034034,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,Unspecified,,,,Inhibition,=,24.14,%,
2330,103401596,71821,CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,5.524,%,
2331,103401603,9893887,CC1=CC=CC=C1N2CCN(CC2)S(=O)(=O)CC34CCC(C3(C)C)C[C@@H]4NC(=O)[C@H](CCS(=O)(=O)C)N,Unspecified,,,,Inhibition,=,2.9,%,
2332,103402505,5284571,C1=CC(=CC=C1/C=C/C2=C(C=C(C=C2)C(=N)N)O)C(=N)N,Unspecified,,,,Inhibition,=,2.456,%,
2333,103402891,3899541,C1=C2C(=CC(=C1[N+](=O)[O-])[N+](=O)[O-])NC(=O)C(=O)N2,Unspecified,,,,Inhibition,=,18.15,%,
2334,103403059,3799,C=CC(=O)C1=CC2=CC=CC=C2C=C1,Unspecified,,,,Inhibition,=,94.8,%,
2335,103403651,7389,C1=CC(=CC=C1N)[As](=O)(O)O,Unspecified,,,,Inhibition,=,11.87,%,
2336,103403788,59227,CCCN(CCC1=CC=CS1)[C@H]2CCC3=C(C2)C=CC=C3O,Unspecified,,,,Inhibition,=,12.25,%,
2337,103404067,4849,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,Unspecified,,,,Inhibition,=,20.39,%,
2338,103404136,104981,CC[N+](C)(CC)CCC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[I-].[I-],Unspecified,,,,Inhibition,=,76.32,%,
2339,103405029,148201,COC1=C(C=C2CN(CCC2=C1)CCC3=CC=C(C=C3)NC(=O)C4=CC(=C(C=C4NC(=O)C5=CC6=CC=CC=C6N=C5)OC)OC)OC,Unspecified,,,,Inhibition,=,7.93,%,
2340,103405029,148201,COC1=C(C=C2CN(CCC2=C1)CCC3=CC=C(C=C3)NC(=O)C4=CC(=C(C=C4NC(=O)C5=CC6=CC=CC=C6N=C5)OC)OC)OC,Unspecified,,,,Inhibition,=,8.369,%,
2341,103405330,1002,C1=CC=C(C=C1)C2C(=O)NC(=O)N2,Unspecified,,,,Inhibition,=,24.63,%,
2342,103405348,73087,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N,Unspecified,,,,Inhibition,=,5.992,%,
2343,103405352,132749,C1C2=CC=CC=C2OC3=C(N1C(=O)NNC(=O)CCC4=CC=NC=C4)C=C(C=C3)Cl,Unspecified,,,,Inhibition,=,10.69,%,
2344,103406585,6093435,CN1C[C@H]2C[C@@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,Unspecified,,,,Inhibition,=,147.02,%,
2345,103406649,3406,CC1=CNN=C1,Unspecified,,,,Inhibition,=,11.82,%,
2346,103406676,128784,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,6.595,%,
2347,103406681,68424,CC(C)C(=O)N,Unspecified,,,,Inhibition,=,-110.63,%,Outside typical range
2348,103406681,68424,CC(C)C(=O)N,Unspecified,,,,Inhibition,=,4.765,%,
2349,103406922,65341,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC.Cl,Unspecified,,,,Inhibition,=,6.914,%,
2350,103407759,4916,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,Unspecified,,,,Inhibition,=,16.27,%,
2351,103407759,4916,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,Unspecified,,,,Inhibition,=,20.53,%,
2352,103407870,439280,C1=CC2=C(C=C1O)C(=CN2)C[C@@H](C(=O)O)N,Unspecified,,,,Inhibition,=,3.378,%,
2353,103408641,27661,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,Unspecified,,,,Inhibition,=,17.33,%,
2354,103408660,9911844,C1CC2=C(C=CC3=C2C(C1)(C(=O)N3)CCCCN4CCC(=CC4)C5=CC=C(C=C5)Cl)Cl,Unspecified,,,,Inhibition,=,25.81,%,
2355,103408739,11037861,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)OC,Unspecified,,,,Inhibition,=,9.456,%,
2356,103408869,5418,COC1=C(C=C(C=C1)CC2C3=CC(=C(C=C3CCN2)OC)OC)OC,Unspecified,,,,Inhibition,=,0.3161,%,
2357,103409126,11179267,CN=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)N2CC(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,Unspecified,,,,Inhibition,=,-3.598,%,
2358,103409349,2214,CC(=O)C1=CC(=C(C=C1)O)OC,Unspecified,,,,Inhibition,=,5.5,%,
2359,103409371,4673492,CCC1=CC2=C(CCC(=O)N2CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=N1)CC,Unspecified,,,,Inhibition,=,23.42,%,
2360,103409496,5483,CC(C(=O)NCC(=O)O)S,Unspecified,,,,Inhibition,=,24.6,%,
2361,103409581,5311276,CCCOC1=C(C=C(C=C1)Br)C2=C(NC(=C2)C3=CC=C(C=C3)Cl)C4=CC=NC=C4,Unspecified,,,,Inhibition,=,9.764,%,
2362,103409986,5063,C1CCC(=NOC(=O)NCCCCCCNC(=O)ON=C2CCCCC2)CC1,Unspecified,,,,Inhibition,=,-1.019,%,
2363,103410961,4260,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,Unspecified,,,,Inhibition,=,15.02,%,
2364,103411089,133621,CCN1C=CN=C1CC2COC3=CC=CC=C3O2,Unspecified,,,,Inhibition,=,5.423,%,
2365,103411173,836,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,Unspecified,,,,Inhibition,=,-17.15,%,Outside typical range
2366,103411723,3969,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCCC2=NNN=N2,Unspecified,,,,Inhibition,=,13.91,%,
2367,103411792,11398,CC(CN)C1=CC=CC=C1,Unspecified,,,,Inhibition,=,14.56,%,
2368,103411905,135209,CCNC(C)CN1CCC2=C(C1)C(=O)OC3=CC=CC=C23,Unspecified,,,,Inhibition,=,11.51,%,
2369,103412059,132441,C1C(CN(C1=O)CC(=O)N)C2=CC=CC=C2,Unspecified,,,,Inhibition,=,23.76,%,
2370,103412143,33474,CCN1C2=C(C(=N1)C)NC(=O)CN=C2C3=CC=CC=C3,Unspecified,,,,Inhibition,=,12.03,%,
2371,103412193,51712,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,Unspecified,,,,Inhibition,=,17.34,%,
2372,103412193,51712,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,Unspecified,,,,Inhibition,=,-0.6613,%,
2373,103412253,9818903,C[C@@H]1CCCN1CCC2=CC3=C(O2)C=CC(=C3)C4=CC=C(C=C4)C#N,Unspecified,,,,Inhibition,=,12.17,%,
2374,103412253,9818903,C[C@@H]1CCCN1CCC2=CC3=C(O2)C=CC(=C3)C4=CC=C(C=C4)C#N,Unspecified,,,,Inhibition,=,15.68,%,
2375,103412696,4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Unspecified,,,,Inhibition,=,35.84,%,
2376,103412696,4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Unspecified,,,,Inhibition,=,18.23,%,
2377,103412696,4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Unspecified,,,,Inhibition,=,7.618,%,
2378,103413448,44374998,C1=CC=C(C=C1)CC(CN(C(=O)CC2=CC=CC=C2)O)C(=O)O,Unspecified,,,,Inhibition,=,8.99,%,
2379,103413448,44374998,C1=CC=C(C=C1)CC(CN(C(=O)CC2=CC=CC=C2)O)C(=O)O,Unspecified,,,,Inhibition,=,19.17,%,
2380,103415182,4820,CC1=C(C(=CC=C1)C)NC(=O)CC23CCCN2CCC3,Unspecified,,,,Inhibition,=,15.62,%,
2381,103415518,10745,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O,Unspecified,,,,Inhibition,=,7.345,%,
2382,103416150,9853654,CC(C)(C)OC(=O)NCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N,Unspecified,,,,Inhibition,=,4.26,%,
2383,103417111,222285,C([C@H]([C@H](CO)O)O)O,Unspecified,,,,Inhibition,=,33.21,%,
2384,103417111,222285,C([C@H]([C@H](CO)O)O)O,Unspecified,,,,Inhibition,=,5.831,%,
2385,103417508,762919,COC1=CC=C(C=C1)CN2CCN(CC2)CC3=CC=CC=C3,Unspecified,,,,Inhibition,=,20.68,%,
2386,103418141,4996,C1=CC(=CN=C1)NC(=O)CCCCCCC(=O)NO,Unspecified,,,,Inhibition,=,12.89,%,
2387,103418150,3747,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,12.52,%,
2388,103418150,3747,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,16.29,%,
2389,103418920,5866327,C1C\2C1(OC3=CC=CC=C3/C2=N/O)C(=O)NC4=CC=CC=C4,Unspecified,,,,Inhibition,=,18.48,%,
2390,103420351,197383,CC(C)C1C(=S)N(C2=CC=CC(=C2O1)C(C)C)CC(=O)O,Unspecified,,,,Inhibition,=,0.7761,%,
2391,103420417,9798973,C1CC1C2=CN=C(N=C2N)C3=NN(C4=C3C=CC=N4)CC5=CC=CC=C5F,Unspecified,,,,Inhibition,=,15.48,%,
2392,103420820,216239,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,Unspecified,,,,Inhibition,=,25.03,%,
2393,103422023,6433110,C1CC1C2=C(C=NN2C3=CC=CC4=C3C=CC=N4)C(=O)N=C(N)N,Unspecified,,,,Inhibition,=,3.435,%,
2394,103422425,445063,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,Unspecified,,,,Inhibition,=,41.21,%,
2395,103422425,445063,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,Unspecified,,,,Inhibition,=,5.612,%,
2396,103422516,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,Unspecified,,,,Inhibition,=,32.3,%,
2397,103422516,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,Unspecified,,,,Inhibition,=,13.52,%,
2398,103422516,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,Unspecified,,,,Inhibition,=,9.673,%,
2399,103424219,16394480,C[C@]12CCCC(C1CC[C@@]([C@@H]2CCC(C)(C=C)O)(C)O)(C)C,Unspecified,,,,Inhibition,=,6.639,%,
2400,103424403,82267,NS(=O)(=O)N,Unspecified,,,,Inhibition,=,25.27,%,
2401,103424522,195165,C1CC2=CC=CC=C2C3=NN=C(C=C3C1)NCCN4CCOCC4,Unspecified,,,,Inhibition,=,6.41,%,
2402,103424618,1598,B(C1=CC=CC=C1)(C2=CC=CC=C2)OCCN,Unspecified,,,,Inhibition,=,8.58,%,
2403,103424618,1598,B(C1=CC=CC=C1)(C2=CC=CC=C2)OCCN,Unspecified,,,,Inhibition,=,25.4,%,
2404,103424656,5464105,CC(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C(=O)C,Unspecified,,,,Inhibition,=,4.818,%,
2405,103424770,3870203,C1=C(C=C(C(=C1[N+](=O)[O-])O)O)[N+](=O)[O-],Unspecified,,,,Inhibition,=,30.49,%,
2406,103424770,3870203,C1=C(C=C(C(=C1[N+](=O)[O-])O)O)[N+](=O)[O-],Unspecified,,,,Inhibition,=,-2.419,%,
2407,103425112,21632,CC(C)C(=O)C1=CC(=C(C=C1)O)O,Unspecified,,,,Inhibition,=,7.444,%,
2408,103425313,115355,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Unspecified,,,,Inhibition,=,24.42,%,
2409,103425313,115355,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Unspecified,,,,Inhibition,=,11.6,%,
2410,103426002,7595,C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,Unspecified,,,,Inhibition,=,15.97,%,
2411,103426282,2966,C1CN(CC2=CC=CC=C21)C(=N)N,Unspecified,,,,Inhibition,=,15.42,%,
2412,103426366,5918,C1=CN=CC(=C1N)N,Unspecified,,,,Inhibition,=,35.62,%,
2413,103426366,5918,C1=CN=CC(=C1N)N,Unspecified,,,,Inhibition,=,3.926,%,
2414,103426685,9853053,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,Unspecified,,,,Inhibition,=,18.17,%,
2415,103426685,9853053,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,Unspecified,,,,Inhibition,=,6.113,%,
2416,103426974,43157,C#CC1=CNC(=O)NC1=O,Unspecified,,,,Inhibition,=,27.89,%,
2417,103426974,43157,C#CC1=CNC(=O)NC1=O,Unspecified,,,,Inhibition,=,5.91,%,
2418,103426974,43157,C#CC1=CNC(=O)NC1=O,Unspecified,,,,Inhibition,=,8.092,%,
2419,103427200,135438569,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.Cl,Unspecified,,,,Inhibition,=,0.6273,%,
2420,103427368,6842,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-],Unspecified,,,,Inhibition,=,98.59,%,
2421,103427416,5810,C1[C@H](CN[C@@H]1C(=O)O)O,Unspecified,,,,Inhibition,=,3.712,%,
2422,103427832,8064,C(CCO)CO,Unspecified,,,,Inhibition,=,16.16,%,
2423,103427852,4116,COC(C(Cl)Cl)(F)F,Unspecified,,,,Inhibition,=,18.02,%,
2424,103428966,65094,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Unspecified,,,,Inhibition,=,9.65,%,
2425,103429284,134601,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,Unspecified,,,,Inhibition,=,8.523,%,
2426,103429450,107810,CC(C)C[C@@H](C(=O)N[C@H](CC1=CN(C2=CC=CC=C21)C)C(=O)N[C@H](CC3=CC=CC=N3)C(=O)O)NC(=O)N4CCCCCC4,Unspecified,,,,Inhibition,=,17.28,%,
2427,103430055,10930,CC(C)CC(=O)N,Unspecified,,,,Inhibition,=,10.61,%,
2428,103430716,595,C(C(C(=O)O)N)SSCC(C(=O)O)N,Unspecified,,,,Inhibition,=,10.62,%,
2429,103431211,6880,C1=CC=C(C(=C1)C(=O)OCCO)O,Unspecified,,,,Inhibition,=,15.59,%,
2430,103431385,2614,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O,Unspecified,,,,Inhibition,=,3.52,%,
2431,103431945,65373,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O,Unspecified,,,,Inhibition,=,9.716,%,
2432,103431969,5281243,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C,Unspecified,,,,Inhibition,=,8.322,%,
2433,103432055,135445765,C1=CC=C(C(=C1)/C=N/NC(=O)C2=CC=CC=C2O)O,Unspecified,,,,Inhibition,=,30.42,%,
2434,103432070,5478,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,Unspecified,,,,Inhibition,=,13.73,%,
2435,103432810,86471,C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O,Unspecified,,,,Inhibition,=,21.44,%,
