PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Activity Comment
876,103585166,132999,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC,Unspecified,,,,Hit score,=,0.05115,
877,103587541,5282138,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,Unspecified,,,,Hit score,=,0.1713,"N=2 (0.250313346,0.092343472)"
878,103587862,121891,C1CC[C@H]2CN(C[C@H]2C1)C(=O)C[C@H](CC3=CC=CC=C3)C(=O)O,Unspecified,,,,Hit score,=,0.1383,
879,103587944,24873435,CC1=C(C=CC2=C1N=C(C=C2O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(CCCC/C=C\[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,Unspecified,,,,Hit score,=,0.1824,
880,103588875,26618,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,Unspecified,,,,Hit score,=,0.118,
881,103588959,3092,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,Unspecified,,,,Hit score,=,0.07869,
882,103589681,3111,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,Unspecified,,,,Hit score,=,0.2295,
883,103589685,443944,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)N[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)I)N(C)C(=O)C)I,Unspecified,,,,Hit score,=,0.08821,
884,103589705,259331,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,Unspecified,,,,Hit score,=,0.23,"N=2 (0.297953289,0.162044165)"
885,103589714,5311217,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C,Unspecified,,,,Hit score,=,0.0561,
886,103589734,6433427,CSCC1CN(C(=O)O1)/N=C/C2=CC=C(O2)[N+](=O)[O-],Unspecified,,,,Hit score,=,-0.03043,
887,103589735,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Unspecified,,,,Hit score,=,0.1479,
888,103589738,657201,CCCC(CCC)C(=O)OC1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-],Unspecified,,,,Hit score,=,0.2494,
889,103589743,439693,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,Unspecified,,,,Hit score,=,0.0932,
890,103589818,56330,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O,Unspecified,,,,Hit score,=,0.1586,
891,103589878,441397,CCOC(=O)OC(C)OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CC=CC=C3)N)(C)C,Unspecified,,,,Hit score,=,0.01773,
892,103589880,19675,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,Unspecified,,,,Hit score,=,0.01497,
893,103589983,54766,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O,Unspecified,,,,Hit score,=,0.1323,
894,103589984,20469,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C,Unspecified,,,,Hit score,=,0.1286,
895,103589987,14190,CC1=NC=C(C(=C1O)CO)CSSCC2=CN=C(C(=C2CO)O)C,Unspecified,,,,Hit score,=,0.2567,
896,103590063,65628,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,Unspecified,,,,Hit score,=,0.07328,
897,103590218,1989,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Unspecified,,,,Hit score,=,0.1296,
898,103590286,54892,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O,Unspecified,,,,Hit score,=,0.1,
899,103590387,9750,C(C[C@@H](C(=O)O)N)CNC(=O)N,Unspecified,,,,Hit score,=,0.1542,
900,103590392,6613,CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O,Unspecified,,,,Hit score,=,0.1559,
901,103590648,43594,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)O)C(=O)O)CSC4=NN=NN4CS(=O)(=O)O,Unspecified,,,,Hit score,=,0.05091,
902,103590705,5282242,C1C=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)/C(=C\CC(=O)O)/C3=CSC(=N3)N)C(=O)O,Unspecified,,,,Hit score,=,0.05059,
903,103593440,135449332,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,Unspecified,,,,Hit score,=,0.1261,
904,103594731,53025,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,Unspecified,,,,Hit score,=,0.1396,
905,103594774,11561674,CCOC1=C(C=CC(=C1)[C@@H](CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,Unspecified,,,,Hit score,=,0.2459,
906,103595115,359,C1=C(C=C(C=C1O)O)O,Unspecified,,,,Hit score,=,0.06366,
907,103595657,10275777,CN(C)C(=N)C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)C(=O)NC3=NC=C(C=C3)Cl,Unspecified,,,,Hit score,=,0.004778,
908,103596069,24776445,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,Unspecified,,,,Hit score,=,0.5244,
909,103596121,11213558,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,Unspecified,,,,Hit score,=,0.1646,
910,103598785,14871,CCCCCCCCCCCC(=O)OCC(CO)O,Unspecified,,,,Hit score,=,0.1728,
911,103599700,16760658,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],Unspecified,,,,Hit score,=,0.1888,
912,103601520,6034,CCOC1=C(C=CC(=C1)NC(=O)C)C(=O)OC,Unspecified,,,,Hit score,=,0.0447,
913,103602234,6436173,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,Unspecified,,,,Hit score,=,0.2244,
914,103602769,20279,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,Unspecified,,,,Hit score,=,0.07801,
915,103604037,115237,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Unspecified,,,,Hit score,=,0.1513,"N=2 (0.257373144,0.045263952)"
916,103604564,135398658,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,Unspecified,,,,Hit score,=,0.1591,
917,103605014,5819,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,Unspecified,,,,Hit score,=,0.1758,
918,103605056,4632,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,Unspecified,,,,Hit score,=,0.4514,
919,103605183,23725625,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,Unspecified,,,,Hit score,=,0.1367,
920,103606785,3610,CCCCCCC1=C(C=C(C=C1)O)O,Unspecified,,,,Hit score,=,0.2337,
921,103615376,60749,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,Unspecified,,,,Hit score,=,0.2972,
922,103615727,5493444,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,Unspecified,,,,Hit score,=,0.2097,
923,103619997,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,Hit score,=,0.2922,"N=2 (0.402074054,0.182346253)"
924,103620148,47965,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,Unspecified,,,,Hit score,=,0.046,
925,103620962,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,Unspecified,,,,Hit score,=,0.06277,
926,103621127,10077130,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@H]([C@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)[C@H](OC3=O)C,Unspecified,,,,Hit score,=,0.1452,
927,103621259,18087,CC1=C(C(=O)C(=C(N1)C)Cl)Cl,Unspecified,,,,Hit score,=,0.1314,
928,103622336,24905400,CNC(=O)C1=CC(=CC=C1)NC(=O)N2CCC(CC2)OC3=CC=CC=C3Cl,Unspecified,,,,Hit score,=,0.1005,
929,103623548,10113978,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,Unspecified,,,,Hit score,=,0.1082,
930,103624065,2131,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,Unspecified,,,,Hit score,=,0.1681,
931,103624146,444020,C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NC(CO)CO,Unspecified,,,,Hit score,=,0.1287,"N=2 (0.191672809,0.065685392)"
932,103628891,3005573,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.1498,
933,103629338,5381,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,Unspecified,,,,Hit score,=,0.2393,
934,103630412,6918462,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CSC4C[C@H]5CC[C@@H](C4)N5C)C,Unspecified,,,,Hit score,=,0.07786,
935,103630414,73115,CC1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)F,Unspecified,,,,Hit score,=,0.0509,
936,103630897,135403821,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C6CCCC6)/C,Unspecified,,,,Hit score,=,0.1445,
937,103631353,71815,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],Unspecified,,,,Hit score,=,0.1488,
938,103632654,11519069,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5.[Br-],Unspecified,,,,Hit score,=,0.1319,
939,103632713,6918837,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,Unspecified,,,,Hit score,=,-0.1816,
940,103632970,54260,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2C[C@H](O[C@H](C2)C)C,Unspecified,,,,Hit score,=,0.3007,
941,103633149,131536,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,Unspecified,,,,Hit score,=,0.1142,
942,103639257,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,Unspecified,,,,Hit score,=,0.2428,
943,103642911,135403648,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Unspecified,,,,Hit score,=,0.1373,
944,103646320,9570327,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O,Unspecified,,,,Hit score,=,-0.1241,
945,103647247,26133,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,Unspecified,,,,Hit score,=,-0.05198,
946,103647453,2315,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,Unspecified,,,,Hit score,=,0.1205,
947,103647626,5332,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Hit score,=,0.1552,
948,103649168,31072,CCOC(=O)N1C=CN(C1=S)C,Unspecified,,,,Hit score,=,0.2511,
949,103650265,4494,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C,Unspecified,,,,Hit score,=,0.06379,
950,103650787,56052,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O,Unspecified,,,,Hit score,=,-0.0741,
951,103652178,44591583,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O,Unspecified,,,,Hit score,=,0.00306,
952,103652542,11556711,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,Unspecified,,,,Hit score,=,-0.2765,
953,103654502,135423438,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,Unspecified,,,,Hit score,=,0.1859,
954,103654782,135445691,C[N+]1(CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42)[O-],Unspecified,,,,Hit score,=,0.08141,
955,103660112,12947,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,Unspecified,,,,Hit score,=,0.1708,
956,103677620,6918303,C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5.Cl,Unspecified,,,,Hit score,=,0.1883,
957,103678811,33958,CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC.Cl.Cl,Unspecified,,,,Hit score,=,0.04106,
958,103679753,9859122,C1COCCN1[N+]2=CC(=N)O[N-]2.Cl,Unspecified,,,,Hit score,=,0.228,
959,103680984,4499,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Unspecified,,,,Hit score,=,0.4022,
960,103684353,656511,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C,Unspecified,,,,Hit score,=,0.1621,
961,103684622,10531,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,Unspecified,,,,Hit score,=,-0.0003044,
962,103684640,174478,C1CN(CCN1CCCN2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl)C5=C6C=CC(=CC6=NC=C5)Cl.OP(=O)(O)O,Unspecified,,,,Hit score,=,0.02101,
963,103687554,9578572,CCCCCCOC(=O)/N=C(\C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)/N,Unspecified,,,,Hit score,=,0.242,
964,103687943,154059,C1CN2CCC1[C@H](C2)OC(=O)N3CCC4=CC=CC=C4[C@@H]3C5=CC=CC=C5,Unspecified,,,,Hit score,=,0.03148,
965,103689592,2528,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)N(C)C(=O)C)I,Unspecified,,,,Hit score,=,0.02785,
966,103689672,2763,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,Unspecified,,,,Hit score,=,0.1099,
967,103690422,11691726,CC(C)C(=O)OC[C@@]1([C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)OC(=O)C(C)C)OC(=O)C(C)C)N=[N+]=[N-],Unspecified,,,,Hit score,=,0.3201,
968,103691002,214348,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,Unspecified,,,,Hit score,=,0.06618,
969,103692894,65894,C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O,Unspecified,,,,Hit score,=,0.1823,
970,103693192,71384,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Unspecified,,,,Hit score,=,0.2317,
971,103696081,84029,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,Unspecified,,,,Hit score,=,0.1189,"N=2 (0.24110461,-0.003319003)"
972,103699058,24889392,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3,Unspecified,,,,Hit score,=,-0.1028,
973,103699331,33032,C(CC(=O)O)[C@@H](C(=O)O)N,Unspecified,,,,Hit score,=,0.1738,
974,103700141,447715,CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)O)C)C)O,Unspecified,,,,Hit score,=,0.5073,
975,103704123,9827968,CC1=CC(=CC2=C(C(=CN=C12)C(=O)N)NC3=CC(=CC=C3)OC)S(=O)(=O)C4=CC=CC(=C4)C(=O)N(C)C,Unspecified,,,,Hit score,=,-0.006373,"N=2 (0.058478675,-0.07122491)"
976,103707445,119182,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,Unspecified,,,,Hit score,=,-0.04584,
977,103707689,2724385,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,Unspecified,,,,Hit score,=,0.06169,
978,103707694,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,Unspecified,,,,Hit score,=,0.2241,
979,103707723,151171,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,Unspecified,,,,Hit score,=,0.2311,
980,103707732,446987,C[C@H]1[C@H](O1)P(=O)(O)O,Unspecified,,,,Hit score,=,0.1171,
981,103709388,3647,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,Unspecified,,,,Hit score,=,0.1879,
982,103709393,72287,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,Unspecified,,,,Hit score,=,-0.08389,
983,103711694,37369,C1=CC=C2C(=C1)C=CC=C2OCC(CO)O,Unspecified,,,,Hit score,=,0.1908,
984,103716863,5311067,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C,Unspecified,,,,Hit score,=,-0.3284,
985,103717446,204,C1(C(=O)NC(=O)N1)NC(=O)N,Unspecified,,,,Hit score,=,0.1646,
986,103722863,2122,C=CCSCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Unspecified,,,,Hit score,=,0.1758,
987,103723003,24952929,CC1=C(C(=C(S1)C)C(=O)NC2(CC2)C3=CC=C(C=C3)C(=O)O)CC4=CC=C(C=C4)C(F)(F)F,Unspecified,,,,Hit score,=,0.1909,
988,103724094,5362116,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2,Unspecified,,,,Hit score,=,0.293,
989,103724173,60606,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,Unspecified,,,,Hit score,=,0.07177,
990,103724215,2536,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,Unspecified,,,,Hit score,=,0.1639,"N=2 (0.236390043,0.091424921)"
991,103728028,11626560,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,Unspecified,,,,Hit score,=,-0.1154,
992,103728028,11626560,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,Unspecified,,,,Hit score,=,0.0523,
993,103734272,9829523,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,Unspecified,,,,Hit score,=,-0.02037,
994,103737203,5511,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,Unspecified,,,,Hit score,=,0.08796,
995,103737291,15459,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,Unspecified,,,,Hit score,=,0.2292,
996,103737294,5501,CCOC(=O)NNC1=NN=CC2=CC=CC=C21,Unspecified,,,,Hit score,=,0.1079,
997,103737810,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,Unspecified,,,,Hit score,=,0.4616,
998,103737875,4770,C1=CC=C(C=C1)CCCOC(=O)N,Unspecified,,,,Hit score,=,0.1691,
999,103738069,4622,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Unspecified,,,,Hit score,=,0.2495,
1000,103742680,5288320,C1=CN=CC=C1C2=NC(=NN2)C3=CC(=NC=C3)C#N,Unspecified,,,,Hit score,=,-0.01483,
1001,103743807,175805,CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C,Unspecified,,,,Hit score,=,0.03443,
1002,103746882,2313,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,Unspecified,,,,Hit score,=,0.1415,
1003,103747979,135565903,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-],Unspecified,,,,Hit score,=,-0.07412,
1004,103749729,30751,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N,Unspecified,,,,Hit score,=,0.03797,
1005,103749729,30751,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N,Unspecified,,,,Hit score,=,0.2705,
1006,103749753,454216,CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NC(=O)C(F)(F)F)O,Unspecified,,,,Hit score,=,0.1204,
1007,103749792,24958200,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,Unspecified,,,,Hit score,=,0.06081,
1008,103749798,2273,C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl,Unspecified,,,,Hit score,=,0.09549,
1009,103751149,6918554,CCC1=C(C=C2CC(CC2=C1)NC[C@@H](C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,Unspecified,,,,Hit score,=,-0.2891,
1010,103752013,443872,C[C@]12CCC(=O)C=C1C[C@H]([C@@H]3[C@]24[C@H](O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC,Unspecified,,,,Hit score,=,0.07583,
1011,103752630,2327,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,Unspecified,,,,Hit score,=,0.1106,
1012,103755900,4008,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,Unspecified,,,,Hit score,=,0.142,
1013,103756082,50248,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,Unspecified,,,,Hit score,=,0.18,
1014,103756429,15951529,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,Unspecified,,,,Hit score,=,0.1121,
1015,103759803,5606,CC(C)(C)NCC(C1=CC=CC=C1Cl)O,Unspecified,,,,Hit score,=,-0.01366,
1016,103765728,134018,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,Unspecified,,,,Hit score,=,0.1568,
1017,103767361,16218924,CC1=NC(=CC=C1)C2=NN(C=C2C3=CC=NC4=CC=CC=C34)C(=S)NC5=CC=CC=C5,Unspecified,,,,Hit score,=,-0.5516,
1018,103768137,24826799,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,Unspecified,,,,Hit score,=,0.5086,
1019,103768626,10184653,CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4,Unspecified,,,,Hit score,=,-0.1413,
1020,103770318,9416,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Unspecified,,,,Hit score,=,0.1237,
1021,103770329,,,Unspecified,,,,Hit score,=,0.1931,
1022,103770351,6957673,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O,Unspecified,,,,Hit score,=,0.2686,
