PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0009144947 uM,Activity at 0.00155 uM,Activity at 0.00264 uM,Activity at 0.00460 uM,Activity at 0.00648 uM,Activity at 0.00912 uM,Activity at 0.014 uM,Activity at 0.027 uM,Activity at 0.041 uM,Activity at 0.057 uM,Activity at 0.082 uM,Activity at 0.124 uM,Activity at 0.189 uM,Activity at 0.247 uM,Activity at 0.423 uM,Activity at 0.739 uM,Activity at 1.117 uM,Activity at 1.700 uM,Activity at 2.222 uM,Activity at 3.666 uM,Activity at 6.643 uM,Activity at 10.000 uM,Activity at 13.36 uM,Activity at 20.00 uM,Activity at 40.00 uM,Compound QC
37,406861833,3634,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,Active,43,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00016622-10/250024684,,Cytotoxic,10,97.4213,,43,Partial curve; high efficacy,-5,2.4729,0.9973,-103.0907,-5.6694,-2.1,0 0 0 0 0 0 0 0,-88.1117,,,,,,-3.8911,,-5.228,,,-4.6073,,,-6.0396,,-9.143,,,-7.1377,,-31.5827,,,-88.1117,,QC'd by Microsource
38,124896684,44605025,CN1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)N4CCCCC4,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00185859-01/250025135,,Cytotoxic,10,78.7119,,42,Partial curve; partial efficacy,-5,4.095,0.9949,-78.2119,0.5,-2.2,0 0 0 0 0 0 0 0,-73.8701,,,,,,0.3766,,0.565,,,1.4124,,,3.6252,,-3.1073,,,-0.0471,,-11.3465,,,-73.8701,,QC'd by UNC
39,137276077,53348204,C1=CC=C2C(=C1)C=CC3=C2C=C(N3)C(=O)C4=CC=C(C=C4)N,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00263233-01/250024669,,Cytotoxic,14.1254,90.65,,42,Partial curve; high efficacy,-4.85,1.1,0.912,-97.2361,-6.5861,-2.1,0 0 0 0 0 0 0 0,-85.2948,,,,,,,,-5.0847,,-4.655,,,-9.3817,,-6.8035,,,-17.0685,,-35.3545,,,-34.3996,,-85.2948,QC'd by NCGCChem
40,170466085,2725002,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.O.O.Cl.Cl,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015874-05/250024870,,Cytotoxic,11.2202,99.6557,,42,Partial curve; high efficacy,-4.95,4.045,0.9959,-104.8616,-5.2059,-2.1,0 0 0 0 0 0 0 0,-96.0271,,,,,,-5.5854,,-4.9311,,,-1.0049,,,-5.2115,,-7.8289,,,-7.3615,,-16.0084,,,-96.0271,,QC'd by Specs
41,29215546,6711154,C1=CC(=CC=C1NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=C(C=C4)F)F,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00159569-02/250024776,,Cytotoxic,11.2202,92.6557,,42,Partial curve; high efficacy,-4.95,4.5045,0.9923,-96.6557,-4,-2.1,0 0 0 0 0 0 0 0,-90.5016,,,,,,0.1696,,-5.8881,,,-3.1258,,,-6.5181,,-4.3858,,,-8.6019,,-11.8003,,,-90.5016,,QC'd by SigmaAldrich
42,363676726,13855800,CC1=C2[C@H]3[C@@H](CC(=O)[C@]2(CCC1)C)C(=C)C(=O)O3,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00168931-02/250025015,,Cytotoxic,10,71.7657,,42,Partial curve; partial efficacy,-5,3.132,0.9905,-76.2556,-4.4899,-2.2,0 0 0 0 0 0 0 0,-68.8536,,,,,,-8.099,,-4.6383,,,-4.8786,,,-1.6583,,-6.4167,,,-2.1389,,-19.7308,,,-68.8536,,QC'd by Analyticon
43,363677104,656668,CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00185768-03/250024782,,Cytotoxic,11.2202,83.9514,,42,Partial curve; high efficacy,-4.95,4.5045,0.9992,-89.4313,-5.48,-2.1,0 0 0 0 0 0 0 0,-83.7372,,,,,,-6.617,,-6.617,,,-5.918,,,-5.5452,,-4.5666,,,-4.986,,-13.0475,,,-83.7372,,QC'd by Selleck
44,363677853,68414868,CC1CCN(CC1)C(C2=CC=C(C=C2)F)C3=C(C=C(C=C3)C(C)C(=O)O)C4=CC=C(C=C4)C(F)(F)F,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370782-01/250024728,,Cytotoxic,11.2202,99.8192,,42,Partial curve; high efficacy,-4.95,4.095,0.9963,-105.9198,-6.1006,-2.1,0 0 0 0 0 0 0 0,-97.532,,,,,,-6.3598,,-7.2615,,,-9.9193,,,-4.5088,,-6.2648,,,-3.4172,,-16.0892,,,-97.532,,QC'd by Tocris
45,363680114,9825149,C1CCN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00386129-03/250024895,,Cytotoxic,12.5893,107.154,,42,Partial curve; high efficacy,-4.9,4.5045,0.9994,-111.5478,-4.3933,-2.1,0 0 0 0 0 0 0 0,-99.9533,,,,,,-5.305,,-3.9495,,,-5.4452,,,-2.8278,,-4.5571,,,-4.6506,,-10.2127,,,-99.9533,,QC'd by MedChem Express
46,363680455,46931017,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2C(=O)O)Br)Cl,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00386831-01/250024794,,Cytotoxic,10,75.52,,42,Partial curve; partial efficacy,-5,2.7202,0.9912,-80.8719,-5.3518,-2.2,0 0 0 0 0 0 0 0,-70.7363,,,,,,-3.7279,,-8.2945,,,-2.3765,,,-7.5489,,-5.219,,,-4.0541,,-25.5825,,,-70.7363,,QC'd by Evotec
47,377020276,17756796,CCN(CC)CC1CCN(CC1)C2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00159563-02/250024860,,Cytotoxic,11.2202,101.393,,42,Partial curve; high efficacy,-4.95,3.6272,0.9777,-110.635,-9.2419,-2.1,0 0 0 0 0 0 0 0,-99.6712,,,,,,-4.3682,,-4.6031,,,-5.9652,,,-6.6698,,-15.0305,,,-17.5669,,-22.5458,,,-99.6712,,QC'd by Tocris
48,377020527,53475321,C1CN(CCN1)C2=CC=C(C=C2)N(CC3=CC=CC=N3)C(=O)C4=CC=C(O4)C5=CC=C(C=C5)Cl,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00388282-01/250024842,,Cytotoxic,11.2202,102.678,,42,Partial curve; high efficacy,-4.95,4.095,0.9959,-107.5798,-4.9018,-2.1,0 0 0 0 0 0 0 0,-99.0606,,,,,,-4.3682,,-3.8985,,,-5.8713,,,-0.7515,,-6.5289,,,-8.0789,,-15.5472,,,-99.0606,,QC'd by Cayman
49,384568542,11271909,CC1=C(C2=C(N1C(C3=CC=CC=C3)C4=CC=CC=C4)C=CC(=C2)Cl)CCOC5=CC=C(C=C5)C(=O)O,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00250389-02/250024568,,Cytotoxic,12.5893,75.3086,,42,Partial curve; partial efficacy,-4.9,4.095,0.9886,-80.5449,-5.2364,-2.2,0 0 0 0 0 0 0 0,-70.6535,,,,,,-1.8636,,-5.072,,,-4.3171,,,-3.7981,,-9.4126,,,-8.5162,,-10.0731,,,-70.6535,,QC'd by Axon Medchem
50,384568717,704473,CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00344081-06/250025175,,Cytotoxic,10,79.1546,,42,Partial curve; partial efficacy,-5,1.4163,0.9897,-85.4383,-6.2837,-2.2,0 0 0 0 0 0 0 0,-65.1048,,,,,,-6.5693,,-4.4031,,,-7.3699,,,-5.2979,,-11.514,,,-16.1761,,-31.6223,,,-65.1048,,QC'd by SIGMA
51,384569439,52920501,CC1=CC2=C(N1)C=CC(=C2)OC3=NC(=NC=C3)NC4=CC=CC(=C4)CS(=O)(=O)NCCN(C)C,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00510476-01/250025005,,Cytotoxic,11.2202,85.009,,42,Partial curve; high efficacy,-4.95,4.095,0.9984,-91.4787,-6.4697,-2.1,0 0 0 0 0 0 0 0,-84.2346,,,,,,-5.8399,,-7.7145,,,-7.5222,,,-6.2245,,-4.9748,,,-8.3393,,-15.3569,,,-84.2346,,QC'd by MedChem Express
52,405558925,941650,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015998-06/250025103,,Cytotoxic,11.2202,100.817,,42,Partial curve; high efficacy,-4.95,4.5045,0.9975,-106.2469,-5.4294,-2.1,0 0 0 0 0 0 0 0,-99.4821,,,,,,-2.0245,,-6.4501,,,-7.4388,,,-5.226,,-5.0847,,,-6.9209,,-14.0301,,,-99.4821,,QC'd by Microsource
53,406861837,64143,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00090782-17/250024990,,Cytotoxic,12.5893,100.007,,42,Partial curve; high efficacy,-4.9,4.095,0.9987,-107.5342,-7.527,-2.1,0 0 0 0 0 0 0 0,-94.3283,,,,,,-6.8012,,-9.4929,,,-6.2725,,,-7.5222,,-6.9454,,,-9.1565,,-14.4917,,,-94.3283,,QC'd by APExBIO
54,406861838,1697,C1=CC=C(C=C1)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=CC=C4,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00093700-07/250025014,,Cytotoxic,11.2202,83.036,,42,Partial curve; partial efficacy,-4.95,3.2475,0.9932,-87.5068,-4.4708,-2.2,0 0 0 0 0 0 0 0,-76.2557,,,,,,-1.9466,,-6.1764,,,-1.2257,,,-7.2819,,-3.3405,,,-6.0803,,-17.7121,,,-76.2557,,QC'd by SIGMA
55,406861839,5475,CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00095196-04/250024602,,Cytotoxic,11.2202,96.9537,,42,Partial curve; high efficacy,-4.95,4.9549,0.9954,-102.6578,-5.7041,-2.1,0 0 0 0 0 0 0 0,-97.2138,,,,,,-5.967,,-9.8677,,,-2.6701,,,-3.5524,,-6.5243,,,-4.7133,,-12.143,,,-97.2138,,QC'd by Microsource
56,406861842,10206,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00161621-13/250024578,,Cytotoxic,11.2202,103.678,,42,Partial curve; high efficacy,-4.95,4.095,0.9941,-107.6777,-4,-2.1,0 0 0 0 0 0 0 0,-99.1507,,,,,,-1.4862,,0.118,,,-6.393,,,-3.7509,,-5.5438,,,-7.8084,,-14.1779,,,-99.1507,,QC'd by APExBIO
57,406861852,10437018,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00346483-11/250024616,,Cytotoxic,11.2202,63.4281,,42,Partial curve; partial efficacy,-4.95,3.2975,0.9936,-70.0856,-6.6574,-2.2,0 0 0 0 0 0 0 0,-62.1546,,,,,,-5.8742,,-6.385,,,-5.8742,,,-5.1312,,-7.7316,,,-10.3785,,-15.6257,,,-62.1546,,QC'd by APExBIO
58,406861854,11539025,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N,Active,42,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00346537-03/250024672,,Cytotoxic,11.2202,65.1872,,42,Partial curve; partial efficacy,-4.95,2.8473,0.9873,-76.367,-11.1799,-2.2,0 0 0 0 0 0 0 0,-65.7675,,,,,,-7.2332,,-8.8088,,,-11.3392,,,-14.5381,,-11.9122,,,-12.2941,,-23.323,,,-65.7675,,QC'd by Axon Medchem
59,170464761,5281032,CN1CCN(CC1)CCCN2C3=C(SC4=CC=CC=C24)C=CC(=C3)Cl.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,Active,41,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00015856-10/250025098,,Cytotoxic,19.9526,101.312,,41,Partial curve; high efficacy,-4.7,4.095,0.9955,-107.8461,-6.5344,-2.1,0 0 0 0 0 0 0 0,-99.8575,,,,,,,,-2.9454,,-5.9382,,,-6.3658,,-8.0285,,,-6.0808,,-7.7435,,,-26.2708,,-99.8575,QC'd by Prestwick Chemical; Inc.
60,384568974,644215,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCCO,Inconclusive,29,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00346940-03/250024797,,Cytotoxic,0.1259,63.2898,,29,Complete curve; partial efficacy,-6.9,4.095,0.9973,-71.0657,-7.7759,-1.2,0 0 0 0 0 0 0 1,-35.4147,,,,,,-7.7819,,-6.8966,,,-18.3597,,,-67.6142,,-71.2022,,,-73.6719,,-68.3131,,,-35.4147,,QC'd by Tocris
61,406861845,24870922,C[C@H]1C/C(=C\C=C/[C@@H]([C@H](OC(=O)/C(=C\C(=C/[C@H]([C@H]1O)C)\C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C,Inconclusive,28,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00162409-10/250025067,,Cytotoxic,0.0801,54.177,,28,Complete curve; partial efficacy,-7.0966,2.4064,0.9933,-58.3432,-4.1663,-1.2,0 0 0 0 0 0 0 0,-55.867,-7.8385,,-1.8052,,,-3.5154,,-6.1283,,,-30.1663,,-55.2019,,,-58.6698,,-55.867,,,,,,,,QC'd by SantaCruz Bio
62,384568997,5351307,C/C(=N\NC(=S)N1CCC1)/C2=CC=CC=N2,Inconclusive,26,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00347952-11/250025062,,Cytotoxic,0.3162,52.8698,,26,Complete curve; partial efficacy,-6.5,4.9549,0.9906,-63.1751,-10.3052,-1.2,0 0 0 0 0 0 0 0,-57.8147,,,,,,-8.171,,-11.3539,,,-11.734,,,-21.9002,,-63.1354,,,-66.3658,,-63.8005,,,-57.8147,,QC'd by MedChem Express
63,363679404,75368810,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CCC6[C@]7(CC[C@@H](C(C7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O)O)O)O)C)(C)C)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O,Inconclusive,24,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00384864-01/250024880,,Cytotoxic,1.6981,55.7817,,24,Partial curve; partial efficacy,-5.77,4.095,0.9959,-63.2134,-7.4316,-2.2,0 0 0 0 0 0 0 0,-58.495,,-8.8572,,-6.193,,,-7.5485,,-6.4267,,,-8.3898,,,-7.1278,,-15.4475,,,-58.495,,,,,,QC'd by Analyticon
64,384568481,16095342,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6,Inconclusive,24,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00241982-07/250024722,,Cytotoxic,0.7079,47.8899,,24,Complete curve; partial efficacy,-6.15,0.5,0.9089,-49.0282,-1.1383,-1.2,0 0 0 0 0 0 0 0,-37.7788,,,,,,-4.6986,,-9.5396,,,-13.7162,,,-21.5472,,-22.6863,,,-26.9578,,-45.6573,,,-37.7788,,QC'd by Tocris
65,384569352,91801204,C1CC(CCC1O)OC2=CC=CC3=CN=C(N=C32)NC4=CC5=C(C=C4)N=CN5,Inconclusive,24,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00507888-01/250024737,,Cytotoxic,0.8913,52.1822,,24,Complete curve; partial efficacy,-6.05,4.9549,0.855,-55.0299,-2.8477,-1.2,0 0 0 0 0 0 0 0,-35.9279,,,,,,-4.224,,-2.373,,,-2.468,,,-3.9393,,-16.374,,,-75.0356,,-54.6749,,,-35.9279,,QC'd by Selleck
66,225144295,50259,CC1=CC(=O)N(C(=C1)CC(C)CC(C)(C)C)O,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00167586-03/250024589,,Cytotoxic,1.7783,46.5657,,23,Complete curve; partial efficacy,-5.75,4.095,0.9955,-53.2773,-6.7116,-1.2,0 0 0 0 0 0 0 0,-53.7033,,,,,,-4.7597,,-4.9919,,,-7.5459,,,-6.4314,,-10.6571,,,-39.2617,,-53.3318,,,-53.7033,,QC'd by Bosche
67,363677839,46223724,C1CC2=C(C=CC(=C2)O)N(C1)C3=NC(=NC=C3)NC4=CC=C(C=C4)S(=O)(=O)NCC5CC5,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00370759-04/250024979,,Cytotoxic,2.8184,56.4835,,23,Partial curve; partial efficacy,-5.55,2.3332,0.9932,-58.9439,-2.4604,-2.2,0 0 0 0 0 0 0 1,-26.9544,,,,,,-1.8705,,-5.5156,,,-0.3837,,,-2.3501,,-4.0288,,,-23.1655,,-52.2302,,,-26.9544,,QC'd by Bio Vision
68,363678291,16058637,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00378943-01/250024766,,Cytotoxic,0.8913,38.7985,,23,Complete curve; partial efficacy,-6.05,1.9282,0.9934,-43.8522,-5.0537,-1.2,0 0 0 0 0 0 0 0,-46.1594,,,,,,-5.7911,,-5.8396,,,-4.6281,,,-6.3727,,-22.1226,,,-37.7272,,-41.2648,,,-46.1594,,QC'd by MedChem Express
69,384567974,2749,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00017112-14/250024953,,Cytotoxic,2.2387,53.1799,,23,Complete curve; partial efficacy,-5.65,1.8851,0.9541,-58.7662,-5.5863,-1.2,0 0 0 0 0 0 0 0,-51.5108,,,,,,-6.1871,,-3.4053,,,-8.5372,,,-3.789,,-14.5324,,,-27.0024,,-61.0552,,,-51.5108,,QC'd by Prestwick
70,384568751,9918559,CC[C@H](CC#N)OC(=O)N[C@@H](C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00345803-02/250024764,,Cytotoxic,3.9811,52.2886,,23,Partial curve; partial efficacy,-5.4,0.9,0.9731,-55.7715,-3.4829,-2.2,0 0 0 0 0 0 0 0,-46.6441,,,,,,-5.8396,,-4.9188,,,-1.2358,,,-8.5534,,-11.025,,,-26.678,,-32.3964,,,-46.6441,,QC'd by ChemieTek
71,406861831,135510930,C1COCCN1C2=NC(=NC(=N2)N/N=C/C3=CNC4=CC=CC=C43)NC5=CC=CC=C5,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/MLS000543798-03/250025077,,Cytotoxic,0.3187,31.0285,,23,Complete curve; partial efficacy,-6.4966,1.6266,0.9828,-32.8135,-1.785,-1.2,0 0 0 0 0 0 0 0,-30.2613,-3.0404,,-0.2375,,,-4.1805,,-1.1401,,,-4.7506,,-11.924,,,-27.791,,-30.2613,,,,,,,,QC'd by Specs
72,170465084,2722,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00095264-04/250024818,,Cytotoxic,7.0795,59.6668,,22,Partial curve; partial efficacy,-5.15,1.9673,0.9822,-61.1668,-1.5,-2.2,0 0 0 0 0 0 0 0,-53.9143,,,,,,1.0252,,-3.8677,,,-2.4231,,,-3.9143,,-1.4445,,,-2.0037,,-31.6869,,,-53.9143,,QC'd by Vitas
73,363676613,16759612,C[C@H](CCC(=O)[O-])C[C@H](C)C[C@H](C)C(=O)/C=C(/[C@H](C)C[C@H](C)C/C=C/[C@@H](C)[C@H]([C@@H](C)[C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]2CC[C@@](O2)(C)[C@@H](C)O)O)O)\[O-],Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00162463-03/250024482,,Cytotoxic,4.9225,52.1871,,22,Partial curve; partial efficacy,-5.3078,3.132,0.9846,-57.7882,-5.601,-2.2,0 0 0 0 0 0 0 0,-56.6551,,,,-5.4588,,,-4.2509,,-5.8304,,,-4.7619,,,-7.3171,,-8.3856,,,-14.7503,,-56.6551,,,,QC'd by Bio Vision
74,363676750,23955811,CCCC(=O)O[C@@H]1C[C@@](C2C[C@@H](C(=C2[C@@H]3[C@@]1([C@@](C(=O)O3)(C)O)O)C)OC(=O)/C(=C/C)/C)(C)OC(=O)C,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00169033-03/250024490,,Cytotoxic,3.91,46.0679,,22,Partial curve; partial efficacy,-5.4078,1.1,0.987,-49.939,-3.8711,-2.2,0 0 0 0 0 0 0 0,-38.2114,,,,-4.8548,,,-3.7863,,-4.5761,,,-2.3926,,,-8.9895,,-14.2857,,,-23.5308,,-38.2114,,,,QC'd by Analyticon
75,363677235,11282283,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00263158-07/250025040,,Cytotoxic,2.5119,30.5369,,22,Complete curve; partial efficacy,-5.6,1.331,0.9453,-34.6758,-4.1389,-1.2,0 0 0 0 0 0 0 0,-29.6288,,,,,,-2.5301,,-2.1991,,,-4.7056,,,-9.1984,,-8.8673,,,-15.7721,,-32.2298,,,-29.6288,,QC'd by MedChem Express
76,363678450,69580299,C1CC1NC2=NC=CC(=N2)C3=C(N=C(S3)C4CCNCC4)C5=CC=C(C=C5)F,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00379253-01/250024820,,Cytotoxic,11.2202,63.2759,,22,Partial curve; partial efficacy,-4.95,1.8617,0.9693,-71.8117,-8.5359,-2.2,0 0 0 0 0 0 0 0,-55.918,,,,,,-4.6132,,-7.7353,,,-9.7856,,,-12.6281,,-5.4054,,,-15.1911,,-24.5573,,,-55.918,,QC'd by Tocris
77,363679628,110062427,CC(=O)O[C@@H]1C[C@@H]([C@@]23CO[C@@H]([C@@]1(C2C[C@H]([C@@]4(C3C(=O)[C@@H]([C@@]5([C@]46[C@H](O6)C[C@H]5C7=COC=C7)C)OC(=O)C)C)O)C)O)O,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-Cytotox-VeroE6-cherrypicks-SRI-p5-conf/NCGC00385268-01/250024608,,Cytotoxic,2.1166,38.7905,,22,Partial curve; partial efficacy,-5.6744,2.7202,0.9901,-41.2641,-2.4736,-2.2,0 0 0 0 0 0 0 0,-40.144,,,-2.5772,,,-4.9919,,-2.8094,,,-0.3947,,,-1.1377,,-4.1096,,,-22.2661,,-40.144,,,,,QC'd by Analyticon
