RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,,9.67719e-05,0.000216759,0.000526338,0.000967407,0.00172511,0.00290222,0.00517534,0.00877704,0.0256278,0.0414791,0.0775266,0.139734,0.235149,0.419203,0.71094,1.38364,2.15358,6.27965,11.3185,19.0527,33.8396,57.1597,114.286,190.476,571.429,
202,363680199,59174488,COCCOC1=CC=C(C=C1)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)NC(=O)C=C)F,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00386306-06/250073050,,Inhibitor,6.8061,91.6651,,43,Partial curve; partial efficacy,-5.1671,0.4,0.9064,-94.6651,-3,-2.2,0 0 0 0 0 0 0 0 0 0 0,-71.716,,,,-2.3309,,0.7649,,-11.3293,-17.28,,-28.9044,,-18.846,,-24.7726,,-34.5299,-37.6498,,-66.741,,-71.716,,,,QC'd by MedChem Express
203,384568154,2577,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00095165-08/250072928,,Inhibitor,8.5684,97.5633,,43,Partial curve; high efficacy,-5.0671,1,0.9348,-101.563,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-89.0906,,,,0,,0,,-12.6339,4.3807,,0,,-23.6341,,-17.2929,,-13.0332,-49.7489,,-71.8219,,-89.0906,,,,QC'd by Selleck
204,384568216,72435,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00161923-31/250073264,,Inhibitor,12.1032,84.713,,43,Partial curve; partial efficacy,-4.9171,0.3,0.917,-123.588,-38.8755,-2.2,0 0 0 0 0 0 0 0 0 0 0,-93.6277,,,,-35.3129,,-46.4916,,-55.755,-54.3576,,-50.2379,,-63.2115,,-58.7785,,-70.4873,-72.9326,,-86.6771,,-93.6277,,,,QC'd by Bio Vision
205,384568414,16219709,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00183039-03/250073299,,Inhibitor,9.6139,97.3063,,43,Partial curve; high efficacy,-5.0171,4.095,0.8219,-104.58,-7.2735,-2.1,0 0 0 0 0 0 0 0 0 0 1,-44.7858,,,,-26.3959,,-28.4071,,-13.7397,-2.7279,,-9.5283,,-19.0733,,-13.8174,,-14.7175,-24.1513,,-96.8332,,-44.7858,,,,QC'd by Prestwick
206,384568546,135418940,C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00250397-04/250073369,,Inhibitor,9.6139,125.795,,43,Partial curve; high efficacy,-5.0171,0.4,0.9084,-125.795,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.2991,,,,0,,0,,0,-15.3235,,-20.6872,,-44.1713,,-23.5821,,-40.6879,-49.278,,-68.3046,,-95.2991,,,,QC'd by XcessBio
207,384569177,11603114,C1CC2=C3C(=CC=C2)C(=CN3C1)[C@@H]4[C@@H](C(=O)NC4=O)C5=CNC6=CC=CC=C65,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00389621-01/250073535,,Inhibitor,7.6366,106.573,,43,Partial curve; high efficacy,-5.1171,0.9,0.9769,-105.073,1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.2896,,,,0,,2.7704,,0,4.8209,,0,,0,,-19.447,,-21.2576,-50.0409,,-63.9908,,-97.2896,,,,QC'd by APExBIO
208,405558722,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263138-19/250073259,,Inhibitor,8.5684,122.112,,43,Partial curve; high efficacy,-5.0671,0.5,0.8879,-122.112,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.3776,,,,-9.7172,,0,,-3.1724,0,,-5.2392,,-11.1506,,-44.1413,,-54.0308,-36.1965,,-66.9315,,-97.3776,,,,QC'd by MedChem Express
209,144206322,166642339,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F)CN(C)C.C(=C/C(=O)O)\C(=O)O,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00181168-01/250073000,,Inhibitor,15.237,95.1468,,42,Partial curve; high efficacy,-4.8171,3.132,0.9809,-97.6468,-2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-96.8718,,,,-15.3809,,0,,0,-1.307,,0,,0,,-3.1222,,0,-7.2608,,-64.7667,,-96.8718,,,,QC'd by NCI
210,170465371,2726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015273-19/250073598,,Inhibitor,12.1032,96.957,,42,Partial curve; high efficacy,-4.9171,1.6604,0.9916,-98.957,-2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-91.1207,,,,-4.4573,,-7.9695,,-4.415,0,,0,,1.2554,,0,,-5.1485,-27.3926,,-66.5068,,-91.1207,,,,QC'd by Vitas
211,170466793,154256,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00182055-03/250073623,,Inhibitor,15.237,99.5525,,42,Partial curve; high efficacy,-4.8171,2.4064,0.9764,-101.552,-2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.8348,,,,0,,-16.3622,,-2.6941,0,,0,,0.2962,,0,,2.3697,-13.3578,,-64.5462,,-97.8348,,,,QC'd by APAC
212,225144202,8606,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00091034-10/250073434,,Inhibitor,15.237,98.8583,,42,Partial curve; high efficacy,-4.8171,1.9673,0.939,-102.858,-4,-2.1,1 0 0 0 0 0 0 0 0 0 0,-95.2391,,,,-25.8167,,-3.2503,,2.9885,0,,-13.6664,,-20.8867,,-9.9689,,-12.7829,-13.4918,,-66.3685,,-95.2391,,,,QC'd by SIGMA
213,363681099,67501411,CCC1=C(C=CC(=C1)C(=O)N)N2C3=NC=CC(=C3C(=N2)C(C)C)N4C=C(N=C4)C5=CN(N=C5)C,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00475742-01/250073345,,Inhibitor,10.787,88.0508,,42,Partial curve; partial efficacy,-4.9671,0.7,0.8171,-92.0508,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-73.0562,,,,-5.252,,0,,-3.3037,-20.3546,,-0.9923,,-28.1116,,-25.3283,,-5.0584,-38.9544,,-63.9802,,-73.0562,,,,QC'd by ActiveBioChem
214,384568786,59239165,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOC[C@@H]5C,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346465-06/250073235,,Inhibitor,12.1032,74.2508,,42,Partial curve; partial efficacy,-4.9171,1.3723,0.9887,-73.2508,1,-2.2,0 0 0 0 0 0 0 0 0 0 0,-65.7203,,,,0,,0,,0,0,,0,,0,,2.339,,0,-25.0181,,-45.9526,,-65.7203,,,,QC'd by MedChem Express
215,384568798,10027278,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346490-06/250073212,,Inhibitor,15.237,101.475,,42,Partial curve; high efficacy,-4.8171,2.1211,0.9709,-104.475,-3,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.5,,,,1.6612,,3.0613,,-11.2951,-4.3614,,0,,0,,-15.0842,,0,-16.7954,,-63.7313,,-99.5,,,,QC'd by Tocris
216,384568888,24748204,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O,Active,42,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346657-02/250073261,,Inhibitor,10.787,93.7395,,42,Partial curve; high efficacy,-4.9671,1.21,0.976,-95.7395,-2,-2.1,0 0 0 0 1 0 0 0 0 0 0,-85.7881,,,,0,,-11.8062,,0,-5.2281,,-39.2077,,0,,0.85,,-10.6839,-39.2522,,-61.5534,,-85.7881,,,,QC'd by ChemieTek
217,144206752,3089,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)S(=O)(=O)N(C)C)N(C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00249414-01/250072975,,Inhibitor,39.2767,107.143,,41,Partial curve; high efficacy,-4.4059,1.2221,0.9794,-108.643,-1.5,-2.1,0 0 0 0 0 0 1 0 0 0 0,-84.6131,,,,,0.3993,,-10.6855,,0,,0,4.7195,,-1.6821,,-40.0315,,-11.8231,-20.3788,,-56.1384,,-84.6131,,,QC'd by NCGCChem
218,144206880,4257,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00183853-01/250073111,,Inhibitor,15.237,85.2512,,41,Partial curve; high efficacy,-4.8171,3.132,0.9727,-87.2512,-2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-87.0771,,,,-13.3507,,0,,0,0,,-7.606,,0,,0,,4.8947,-5.9948,,-57.2087,,-87.0771,,,,QC'd by Pharmaron
219,170464739,6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00091505-07/250073505,,Inhibitor,21.5228,103.7,,41,Partial curve; high efficacy,-4.6671,2.7202,0.9205,-106.2,-2.5,-2.1,0 1 0 0 0 0 0 0 0 0 0,-99.4383,,,,4.1555,,-37.1489,,0,0,,0,,0,,0,,-28.7288,0,,-45.8526,,-99.4383,,,,QC'd by Labotest
220,170464807,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015251-13/250073457,,Inhibitor,24.149,96.0142,,41,Partial curve; high efficacy,-4.6171,2.3332,0.9435,-100.014,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.0531,,,,1.0034,,0,,-17.9419,-6.795,,0,,0,,0,,-10.2416,-12.6847,,-32.5789,,-98.0531,,,,QC'd by Vitas
221,170464852,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015608-11/250073585,,Inhibitor,21.5228,85.5082,,41,Partial curve; high efficacy,-4.6671,3.0654,0.9625,-88.0082,-2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-86.2825,,,,0,,-3.3148,,0,0,,0,,2.9762,,-6.7706,,-15.4877,-2.003,,-34.1491,,-86.2825,,,,QC'd by Enzo
222,170464951,1548955,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00164385-05/250073676,,Inhibitor,21.5228,111.664,,41,Partial curve; high efficacy,-4.6671,1.4163,0.9924,-111.664,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-93.0531,,,,0,,0,,0.0987,0,,0,,0,,0,,-3.075,-23.0059,,-47.3094,,-93.0531,,,,QC'd by Microsource
223,170464997,4055,CC1=CC(=O)C2=CC=CC=C2C1=O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016258-06/250073576,,Inhibitor,19.1822,112.543,,41,Partial curve; high efficacy,-4.7171,1.4781,0.9809,-113.043,-0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.1607,,,,0,,0,,0,0,,0,,0,,-4.6125,,0,-26.109,,-47.5351,,-99.1607,,,,QC'd by Specs
224,170465076,9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00090851-10/250073413,,Inhibitor,17.0962,98.9815,,41,Partial curve; high efficacy,-4.7671,3.99,0.9985,-98.4815,0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-96.5504,,,,0,,0,,3.2365,0,,0,,0.2773,,0,,0,0,,-61.649,,-96.5504,,,,QC'd by Microsource
225,170465107,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015817-14/250073559,,Inhibitor,13.58,76.6529,,41,Partial curve; partial efficacy,-4.8671,1.5579,0.994,-76.6529,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-69.9626,,,,0,,0,,0,0,,0,,-2.1299,,0,,0,-21.3273,,-46.7593,,-69.9626,,,,QC'd by Enzo
226,170465210,169870,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00021268-04/250073124,,Inhibitor,24.149,126.998,,41,Partial curve; high efficacy,-4.6171,0.8,0.9108,-130.998,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.2411,,,,-9.7512,,-14.0637,,-14.8588,3.3066,,0.8252,,-10.2692,,-26.2422,,-20.8456,-30.8438,,-55.2731,,-99.2411,,,,QC'd by Bosche
227,170465391,7699,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016362-05/250073047,,Inhibitor,15.237,88.7919,,41,Partial curve; high efficacy,-4.8171,3.5117,0.8385,-92.7919,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-92.0554,,,,-4.7801,,2.2509,,0,-21.9036,,-7.4182,,-32.0566,,-20.1367,,4.4291,-8.0716,,-65.033,,-92.0554,,,,QC'd by Prestwick
228,170465392,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00159510-05/250073025,,Inhibitor,19.1822,103.051,,41,Partial curve; high efficacy,-4.7171,3.0654,0.997,-101.551,1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.9774,,,,4.8527,,0,,0,0,,0,,2.7712,,0.5204,,0.5083,0,,-47.6796,,-98.9774,,,,QC'd by Microsource
229,170465393,123596,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00159456-11/250073540,,Inhibitor,21.5228,64.94,,41,Partial curve; partial efficacy,-4.6671,3.132,0.9764,-67.44,-2.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-66.1177,,,,-8.4856,,0,,0.589,-2.814,,0,,-7.1877,,-1.1125,,-2.8576,-0.3817,,-29.4705,,-66.1177,,,,QC'd by Prestwick
230,170465625,10113978,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00188865-03/250073350,,Inhibitor,21.5228,36.5346,,41,Partial curve; partial efficacy,-4.6671,3.9295,0.917,-81.3043,-44.7697,-2.2,0 0 0 0 0 0 0 0 0 0 0,-79.9114,,,,-44.1036,,-42.6967,,-48.5948,-45.1317,,-42.2909,,-48.4595,,-49.3659,,-41.6686,-38.7061,,-60.4045,,-79.9114,,,,QC'd by Sequoia
231,170465798,165457,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O.O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00096056-02/250073656,,Inhibitor,24.149,103.587,,41,Partial curve; high efficacy,-4.6171,4.095,0.9848,-103.087,0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.451,,,,3.0185,,0,,0,0,,3.0327,,-7.8567,,0,,-1.1566,4.0482,,-25.5589,,-95.451,,,,QC'd by Labotest
232,170465867,5282138,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00162150-04/250072971,,Inhibitor,24.149,107.657,,41,Partial curve; high efficacy,-4.6171,0.7,0.8738,-111.657,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-84.5889,,,,-17.8375,,-1.3796,,-4.4775,0.7261,,-2.6865,,-6.329,,-27.7606,,-26.8167,-29.0555,,-41.9919,,-84.5889,,,,QC'd by Prestwick
233,170466311,27400,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00163169-05/250073493,,Inhibitor,21.5228,104.194,,41,Partial curve; high efficacy,-4.6671,0.8,0.89,-108.194,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.9654,,,,-17.3311,,0,,0,-8.0929,,-22.5882,,-4.4064,,-18.16,,-18.16,-28.0635,,-51.3715,,-81.9654,,,,QC'd by BIOMOL
234,170466788,46780884,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC.CO,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00241107-02/250073579,,Inhibitor,19.1822,116.485,,41,Partial curve; high efficacy,-4.7171,1.2475,0.9293,-117.485,-1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-93.6878,,,,0,,0,,3.9918,0,,0,,0,,-25.432,,4.9933,-26.913,,-58.495,,-93.6878,,,,QC'd by Sequoia
235,174006281,3036703,C1CN(CCN1C[C@H](COC2=CC=CC3=C2C=CC=N3)O)C4C5=CC=CC=C5[C@H]6[C@H](C6(F)F)C7=CC=CC=C47,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00274062-01/250073470,,Inhibitor,19.1822,73.4631,,41,Partial curve; partial efficacy,-4.7171,3.5117,0.918,-75.9631,-2.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-75.454,,,,0,,-20.5159,,0,2.6722,,-10.4706,,1.3961,,0,,0,0,,-36.5491,,-75.454,,,,QC'd by Selleck
236,174006754,68234129,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC(=CC=C4)C(=O)NC5CC5,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346966-01/250073104,,Inhibitor,17.0962,82.5878,,41,Partial curve; high efficacy,-4.7671,3.5117,0.9959,-81.0878,1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.0998,,,,0,,2.4092,,0,0,,0,,0,,2.8007,,4.8726,0,,-45.9375,,-81.0998,,,,QC'd by LINCS
237,174006814,59652905,CN1C(=O)C[C@@H](NC1=O)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@@H]3C(=O)N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00181033-02/250073474,,Inhibitor,19.1822,93.8098,,41,Partial curve; high efficacy,-4.7171,3.132,0.9536,-96.3098,-2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-94.4213,,,,2.6941,,1.8337,,-19.6347,-1.735,,0,,0,,-7.8144,,0,0,,-46.8721,,-94.4213,,,,QC'd by SantaCruz Bio
238,174006821,73265287,CCCCC(C)(C)[C@@H](C=C[C@H]1[C@@H](CC(=O)[C@H]1CC=CCCCC(=O)O)O)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00161290-05/250073663,,Inhibitor,17.0962,88.338,,41,Partial curve; high efficacy,-4.7671,3.5117,0.9943,-86.838,1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-83.6589,,,,0,,0,,0,3.9354,,0,,4.683,,0,,4.415,0,,-53.6991,,-83.6589,,,,QC'd by Tocris
239,174007178,73265352,C[C@@]12[C@@H](C(C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(=O)NC6=O)N(C)C(=O)C9=CC=CC=C9)OC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00345083-01/250072968,,Inhibitor,21.5228,107.209,,41,Partial curve; high efficacy,-4.6671,1.4163,0.9697,-108.709,-1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-90.5912,,,,0,,0,,-2.3477,-6.6437,,2.0572,,-8.8098,,0,,2.6623,-25.7276,,-46.9535,,-90.5912,,,,QC'd by LC Labs
240,363680185,46893585,CC(=O)N1CCN(CC1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00386284-05/250073188,,Inhibitor,19.1822,89.6403,,41,Partial curve; high efficacy,-4.7171,3.132,0.9985,-89.1403,0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-85.877,,,,0,,1.6168,,0,-1.4612,,0,,0,,0,,0,0,,-44.3969,,-85.877,,,,QC'd by Glixx
241,384568279,9813758,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00165761-07/250073283,,Inhibitor,19.1822,107.823,,41,Partial curve; high efficacy,-4.7171,0.9,0.9545,-108.823,-1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-83.1991,,,,0,,0,,0,0,,0,,0,,-21.2401,,-8.7172,-32.7296,,-47.986,,-83.1991,,,,QC'd by MedChem Express
242,384568940,3035980,CC/C(=C(/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)OCCNC)/C3=CC=CC=C3,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346806-06/250072998,,Inhibitor,17.0962,89.3086,,41,Partial curve; high efficacy,-4.7671,3.99,0.9945,-89.3086,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-87.0454,,,,0,,0,,0,0,,0,,0,,-3.7514,,4.9858,0.1452,,-56.2958,,-87.0454,,,,QC'd by Axon Medchem
243,384568963,9955116,C[N+](C)(CCNC1=C2C(=C(C=C1)NCC[N+](C)(C)[O-])C(=O)C3=C(C=CC(=C3C2=O)O)O)[O-],Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346890-02/250073130,,Inhibitor,19.1822,119.562,,41,Partial curve; high efficacy,-4.7171,1.2221,0.9717,-122.062,-2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.7555,,,,-11.9729,,-11.2395,,0,3.6335,,0,,0.2611,,0,,-11.3617,-30.7295,,-57.5865,,-98.7555,,,,QC'd by Tocris
244,384569250,54576299,C1CC1C(=O)NC2=NC=CC(=C2)OC3=C(C=C(C(=C3)F)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F)F,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00480913-01/250073037,,Inhibitor,21.5228,121.203,,41,Partial curve; high efficacy,-4.6671,0.4,0.8197,-125.203,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-94.8509,,,,-13.4689,,-16.9904,,-16.5547,0.7019,,-20.8507,,-26.4779,,-20.4998,,-44.9688,-43.3594,,-46.4089,,-94.8509,,,,QC'd by Glixx
245,384569340,54755438,CC#CC(=O)N1CC[C@H](C1)N2C3=NC=NC(=C3N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5)N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00507865-01/250073113,,Inhibitor,21.5228,82.7038,,41,Partial curve; high efficacy,-4.6671,3.0654,0.9251,-85.2038,-2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-83.5331,,,,0,,0,,0,0,,0,,0,,0,,-23.7849,0,,-35.2406,,-83.5331,,,,QC'd by Selleck
