RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,,9.67719e-05,0.000216759,0.000526338,0.000967407,0.00172511,0.00290222,0.00517534,0.00877704,0.0256278,0.0414791,0.0775266,0.139734,0.235149,0.419203,0.71094,1.38364,2.15358,6.27965,11.3185,19.0527,33.8396,57.1597,114.286,190.476,571.429,
159,405559143,456389,C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl,Active,71,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00168785-03/250073314,,Inhibitor,0.0136,62.8108,,71,Complete curve; partial efficacy,-7.8671,1.8851,0.853,-65.3108,-2.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-87.0811,,,,-9.7027,,0,,-19.6253,-54.7905,,-54.8446,,-59.5522,,-65.3218,,-45.3279,-67.0736,,-71.8421,,-87.0811,,,,QC'd by FLUKA
160,384569245,57030,CC1=C(C2=C(C=CC(=C2)F)N=C1C3=CC=C(C=C3)C4=CC=CC=C4F)C(=O)O,Active,70,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00480786-02/250073070,,Inhibitor,0.1079,74.132,,70,Complete curve; partial efficacy,-6.9671,2.4064,0.9852,-78.132,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-76.1007,,,,0,,-11.3293,,-6.3061,-1.319,,-26.712,,-66.5241,,-85.1111,,-76.8837,-80.112,,-73.7999,,-76.1007,,,,QC'd by DC Chemicals
161,384569445,25167017,CCNCCS(=O)(=O)NC[C@@]1(N(N=C(S1)NC(=O)C(C)(C)C)C(=O)C(C)(C)C)C2=CC=CC=C2,Active,70,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00510482-01/250073256,,Inhibitor,0.0607,75.6766,,70,Complete curve; partial efficacy,-7.2171,1.8617,0.9604,-73.6766,2,-1.2,1 0 0 0 0 0 0 0 0 0 0,-65.287,,,,-23.2624,,2.1835,,0,-12.4507,,-41.6634,,-69.5094,,-87.0882,,-79.3322,-66.0203,,-68.676,,-65.287,,,,QC'd by MedChem Express
162,384568842,5277135,CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,Active,69,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346565-07/250073407,,Inhibitor,0.0607,68.6046,,69,Complete curve; partial efficacy,-7.2171,2.7868,0.9687,-68.1046,0.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-79.7964,,,,0,,0,,0,-4.5081,,-44.4486,,-66.6813,,-59.3223,,-76.8203,-61.3108,,-64.7739,,-79.7964,,,,QC'd by MedChem Express
163,384567998,4622,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Active,68,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00018238-11/250073342,,Inhibitor,0.7637,61.9397,,68,Complete curve; partial efficacy,-6.1171,1,0.9502,-98.2136,-36.274,-1.2,0 0 0 0 0 0 0 0 0 0 0,-99.8106,,,,-31.2456,,-35.7368,,-43.5693,-45.1047,,-29.8116,,-54.6484,,-66.3161,,-85.2684,-84.4229,,-96.4557,,-99.8106,,,,QC'd by Prestwick
164,137275894,10226546,CC1=C(C(=NN1)C)CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)CC(C)C)C(=O)N4C[C@@H](CO4)O,Active,67,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00250392-01/250073140,,Inhibitor,0.3928,60.9654,,67,Complete curve; partial efficacy,-6.4059,1.9673,0.9036,-78.546,-17.5807,-1.2,0 0 0 0 0 0 0 0 0 0 0,-93.5072,,,,,-34.6985,,-22.8814,,-20.3758,,-11.3172,-27.6155,,-54.3456,,-74.8841,,-69.897,-68.6924,,-80.3289,,-93.5072,,,QC'd by NCGCChem
165,363676503,5282230,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,Active,67,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00018185-20/250073031,,Inhibitor,0.4294,74.137,,67,Complete curve; partial efficacy,-6.3671,2.7202,0.9608,-74.137,0,-1.2,0 0 0 0 0 0 0 0 0 0 0,-83.4876,,,,0,,0,,-3.2553,0,,0,,-9.5601,,-60.6644,,-53.7908,-75.9727,,-81.2005,,-83.4876,,,,QC'd by MedChem Express
166,363677432,448799,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,Active,67,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346505-02/250073630,,Inhibitor,0.121,58.963,,67,Complete curve; partial efficacy,-6.9171,1.6924,0.8839,-56.963,2,-1.2,0 0 0 0 0 0 0 0 0 0 0,-77.9322,,,,0,,3.752,,0,0,,-16.7431,,-45.25,,-47.0414,,-66.4786,-39.7066,,-47.5492,,-77.9322,,,,QC'd by Selleck
167,384569279,70945511,CC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@H](CS(=O)(=O)CC2CC2)N[C@@H](C3=CC=C(C=C3)F)C(F)(F)F,Active,67,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00485951-02/250073398,,Inhibitor,1.0787,48.9668,,67,Complete curve; partial efficacy,-5.9671,0.8,0.9829,-100.084,-51.1173,-1.2,0 0 0 0 0 0 0 0 0 0 0,-95.8538,,,,-51.9903,,-50.7728,,-55.6766,-49.2644,,-57.9966,,-62.109,,-72.8026,,-80.1549,-88.9276,,-99.2898,,-95.8538,,,,QC'd by MedChem Express
168,363677197,16007391,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,Active,66,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263089-07/250072956,,Inhibitor,0.6806,70.3062,,66,Complete curve; partial efficacy,-6.1671,2.4064,0.9509,-74.3062,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-65.5533,,,,-6.6195,,-20.3304,,-10.9639,-2.0088,,0.6535,,-11.1575,,-38.5551,,-76.9529,-71.7009,,-79.712,,-65.5533,,,,QC'd by ChemieTek
169,377020261,25168990,C[C@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=O)(=O)C4CC4)C5=CC=C(C=C5)NC(=S)NCCO,Active,66,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00475744-02/250073449,,Inhibitor,0.7637,69.8111,,66,Complete curve; partial efficacy,-6.1171,1.21,0.9688,-73.8111,-4,-1.2,1 0 0 0 0 0 0 0 0 0 0,-73.4362,,,,-31.7282,,-8.6492,,-15.4006,-4.8427,,0,,-22.7954,,-34.2259,,-58.2647,-68.659,,-73.1417,,-73.4362,,,,QC'd by Tocris
170,384568553,25262965,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@@H]5C,Active,66,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00250405-15/250073157,,Inhibitor,0.6806,64.8986,,66,Complete curve; partial efficacy,-6.1671,1.8851,0.9252,-76.2924,-11.3938,-1.2,0 0 0 0 0 0 0 0 0 0 0,-74.9202,,,,-28.531,,-20.424,,-6.1615,-24.3751,,-7.6071,,-19.1471,,-46.1302,,-68.9092,-73.3904,,-79.4375,,-74.9202,,,,QC'd by MedChem Express
171,384568662,11442891,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,Active,66,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263203-06/250072973,,Inhibitor,0.4818,67.0208,,66,Complete curve; partial efficacy,-6.3171,3.5722,0.8524,-71.0208,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-70.527,,,,-14.2434,,-26.4174,,-9.9716,-24.3117,,0,,-5.966,,-56.8403,,-59.5389,-70.8901,,-82.8342,,-70.527,,,,QC'd by MedChem Express
172,384569077,10029385,C1CCN(CC1)C(=O)N2CCN3C=C(C4=CC(=CC(=C43)C2)F)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,Active,66,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00378942-03/250073117,,Inhibitor,2.1523,85.9352,,66,Complete curve; partial efficacy,-5.6671,0.7,0.9716,-109.718,-23.7827,-1.2,0 0 0 0 0 0 0 0 0 0 0,-98.2774,,,,-18.5689,,-22.0623,,-27.7721,-38.0955,,-27.5673,,-39.011,,-51.6955,,-59.8145,-86.0266,,-98.3136,,-98.2774,,,,QC'd by ActiveBioChem
173,384569321,71667668,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)O[C@@H]5CCN(C5)C(=O)C=C,Active,66,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00507838-01/250073364,,Inhibitor,2.3532,50.3517,,66,Complete curve; partial efficacy,-5.6283,1.8617,0.9345,-100.735,-50.3831,-1.2,0 0 0 0 0 0 0 0 0 0 0,-99.3439,,,-60.2354,,-57.3878,,-45.984,-52.5314,,-47.6343,,-43.9548,,-44.9964,-62.4945,,-81.8323,,-97.5921,,-99.3439,,,,,QC'd by Selleck
174,405559053,135565596,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,Active,66,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346457-02/250072983,,Inhibitor,0.312,48.7366,,66,Complete curve; partial efficacy,-6.5059,2.4729,0.8497,-61.5803,-12.8437,-1.2,0 0 0 0 0 0 0 0 0 0 0,-66.2552,,-20.1609,-31.1369,,-25.1346,,-12.8396,,-7.3698,-12.767,,-17.305,,-49.047,,-51.0074,-64.5247,,-66.2552,,,,,,,QC'd by Selleck
175,405558550,135410875,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Active,65,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00166414-11/250073335,,Inhibitor,1.9182,40.2667,,65,Complete curve; partial efficacy,-5.7171,1.4641,0.9182,-84.5375,-44.2708,-1.2,0 0 0 0 0 0 0 0 0 0 0,-84.3688,,,,-37.9485,,-51.1786,,-35.0536,-44.5771,,-52.6666,,-49.0886,,-49.3591,,-66.7084,-80.7366,,-81.6362,,-84.3688,,,,QC'd by Aobious
176,384568918,25262792,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C,Active,64,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346698-10/250073293,,Inhibitor,2.4149,72.7641,,64,Complete curve; partial efficacy,-5.6171,1.7529,0.9681,-76.2641,-3.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-75.2764,,,,-5.2836,,0,,0,-18.4177,,0,,1.0001,,-9.0061,,-37.2521,-62.2757,,-77.7099,,-75.2764,,,,QC'd by MedChem Express
177,384569300,118502708,CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4CCOCC4)C5=CN=C(C=C5)OCCCN(C)C,Active,64,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00498437-01/250073063,,Inhibitor,5.911,50.6451,,64,Complete curve; partial efficacy,-5.2283,2.4064,0.819,-98.6821,-48.037,-1.2,0 0 0 0 0 0 0 0 0 0 0,-96.1814,,,-36.7705,,-42.8537,,-40.4927,-53.7794,,-61.8864,,-58.8147,,-51.5509,-37.5535,,-56.02,,-88.5683,,-96.1814,,,,,QC'd by ChemieTek
178,384569438,56682557,C1CC1C2=CN3C(=CN=C3C(=N2)NC4=C(C=C(C=C4)C(=O)N5CCOCC5)F)C6=CNN=C6,Active,64,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00510464-01/250073205,,Inhibitor,3.4111,83.0584,,64,Complete curve; partial efficacy,-5.4671,0.7,0.9468,-87.0584,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-78.8322,,,,-10.695,,-12.7507,,2.539,-5.8725,,1.7834,,-23.0846,,-25.6736,,-41.7301,-48.6749,,-68.0871,,-78.8322,,,,QC'd by Tocris
179,174006381,20635522,CC1=CC(=C(C=C1SC2=CN=C(S2)NC(=O)C3=CC=C(C=C3)CNC(C)C(C)C)C(=O)N4CCN(CC4)C(=O)C)OC,Active,63,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346941-01/250072972,,Inhibitor,9.6139,76.5889,,63,Complete curve; partial efficacy,-5.0171,4.9549,0.9771,-97.405,-20.8161,-1.2,1 0 0 0 0 0 0 0 0 0 0,-97.2106,,,,-46.7962,,-22.787,,-16.0586,-21.9399,,-14.0134,,-28.3415,,-16.9904,,-28.6682,-29.709,,-95.2865,,-97.2106,,,,QC'd by Chemscene
180,363678262,11848225,CN(C)C1(CCC2(CC1)C3=C(CCO2)C4=C(N3)C=CC(=C4)F)C5=CC=CC=C5,Active,63,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00378895-01/250073674,,Inhibitor,4.2944,72.3034,,63,Complete curve; partial efficacy,-5.3671,1.6266,0.9635,-75.8034,-3.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-71.6694,,,,0,,0,,0,0,,-5.9948,,-18.4216,,-6.2346,,-16.0801,-54.489,,-71.3167,,-71.6694,,,,QC'd by MedChem Express
181,384567928,6047,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,Active,63,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016270-13/250072929,,Inhibitor,3.8274,70.3394,,63,Complete curve; partial efficacy,-5.4171,4.9549,0.8497,-74.3394,-4,-1.2,0 0 0 0 0 0 0 0 0 0 0,-86.041,,,,0,,-1.5127,,-2.6502,-29.3338,,-10.9881,,-19.6043,,-12.4524,,-4.8164,-72.9715,,-58.4619,,-86.041,,,,QC'd by Selleck
182,384568075,2888648,CS(=O)(=O)N(CC1=CC=CO1)CC(CN2C3=CC=CC=C3C4=CC=CC=C42)O,Active,63,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00079434-04/250073374,,Inhibitor,6.8061,73.6499,,63,Complete curve; partial efficacy,-5.1671,1,0.8679,-104.341,-30.6915,-1.2,1 0 0 0 0 0 0 0 0 0 0,-95.0286,,,,-55.1693,,-48.1484,,-44.4553,-24.3464,,-22.2429,,-26.8152,,-43.5896,,-50.0829,-60.418,,-89.1237,,-95.0286,,,,QC'd by Tocris
183,384568509,25062766,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,Active,63,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00244257-02/250072952,,Inhibitor,9.6139,79.697,,63,Complete curve; partial efficacy,-5.0171,1.8265,0.9451,-107.844,-28.1473,-1.2,0 0 0 0 0 0 0 0 0 0 0,-99.3042,,,,-28.6198,,-23.8156,,-22.2061,-40.5881,,-26.4416,,-26.6715,,-37.5144,,-27.5791,-48.8655,,-98.7596,,-99.3042,,,,QC'd by NCGCChem
184,384569131,73211763,CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)CN4CCOCC4,Active,49,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00386394-01/250073358,,Inhibitor,1.0511,118.001,,49,Partial curve; high efficacy,-5.9783,0.3,0.9714,-122.152,-4.1514,-2.1,0 0 0 0 0 0 0 0 0 0 0,-92.5395,,,-9.7095,,-14.7147,,-31.9017,-32.0437,,-36.9678,,-47.0797,,-51.8753,-60.8509,,-65.8967,,-84.5784,,-92.5395,,,,,QC'd by Selleck
185,384569459,11354606,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,Active,49,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00510497-01/250073392,,Inhibitor,0.2209,87.7466,,49,Partial curve; high efficacy,-6.6559,0.7,0.9643,-84.7466,3,-2.1,1 0 0 0 0 0 0 0 0 0 0,-88.8329,,-27.3834,-1.1871,,0,,-1.1735,,-8.8572,-14.6065,,-36.5011,,-59.302,,-60.3233,-63.2453,,-88.8329,,,,,,,QC'd by MedChem Express
186,405558713,133017,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,Active,49,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00386213-04/250073386,,Inhibitor,0.6066,108.922,,49,Partial curve; high efficacy,-6.2171,0.3,0.9072,-104.922,4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-91.0785,,,,0,,0,,-26.8626,-36.2373,,-41.4387,,-44.9762,,-54.3711,,-52.4434,-59.3967,,-75.941,,-91.0785,,,,QC'd by MedChem Express
187,144206092,656958,CCN(CC)CCSCC(=O)O[C@@H]1C[C@@]([C@H]([C@@H]([C@@]23CC[C@H]([C@@]1([C@@H]2C(=O)CC3)C)C)C)O)(C)C=C,Active,46,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00167542-01/250072924,,Inhibitor,3.0402,120.071,,46,Partial curve; high efficacy,-5.5171,0.3,0.9218,-119.008,1.0626,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.3591,,,,-4.1145,,-12.9606,,-23.2831,-17.8738,,-25.5461,,-40.9391,,-55.7149,,-56.0295,-58.2683,,-61.6083,,-95.3591,,,,QC'd by SigmaAldrich
188,384568494,16659841,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,Active,46,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00242486-04/250073541,,Inhibitor,2.7096,105.717,,46,Partial curve; high efficacy,-5.5671,0.5,0.9297,-106.717,-1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-90.7455,,,,-16.9166,,0,,0,0,,-17.1457,,-38.5777,,-31.0956,,-46.6598,-72.8145,,-70.3932,,-90.7455,,,,QC'd by Selleck
189,384568772,25206185,C1CC1C(=O)NC2=NC3=C(S2)N=C(C=C3)OC4=CC(=C(C=C4)F)NC(=O)C5=C(C(=CC=C5)C6(CC6)C#N)Cl,Active,46,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00345858-03/250073528,,Inhibitor,2.7096,120.995,,46,Partial curve; high efficacy,-5.5671,0.4,0.9129,-118.495,2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-96.8097,,,,0,,0.9707,,3.9592,-25.9694,,-35.7638,,-33.1679,,-46.8234,,-45.7872,-53.2039,,-84.9866,,-96.8097,,,,QC'd by SynKinase
190,170465587,157917,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,Active,45,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00167492-03/250073001,,Inhibitor,6.066,136.874,,45,Partial curve; high efficacy,-5.2171,0.4,0.963,-130.874,6,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.1469,,,,0,,0,,0,2.7954,,-13.5415,,-29.5153,,-45.102,,-40.7091,-57.76,,-74.2543,,-99.1469,,,,QC'd by Sequoia
191,170465260,5282318,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=C\C(=O)O)\C(=O)O,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016013-06/250073637,,Inhibitor,7.6366,115.118,,44,Partial curve; high efficacy,-5.1171,0.7,0.9403,-114.118,1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.0984,,,,0,,0,,0,0,,0,,0,,-30.524,,-37.3933,-34.4312,,-84.9425,,-95.0984,,,,QC'd by Microsource
192,170465320,4499,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00164633-02/250073616,,Inhibitor,6.066,106.264,,44,Partial curve; high efficacy,-5.2171,1.1341,0.9907,-105.264,1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.1184,,,,0,,0,,0,0,,0,,0,,0,,-30.7215,-53.6991,,-78.8772,,-99.1184,,,,QC'd by Sequoia
193,170465794,4066,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00183046-03/250073242,,Inhibitor,4.8184,94.5301,,44,Partial curve; high efficacy,-5.3171,0.9,0.9191,-98.5301,-4,-2.1,0 0 0 1 0 0 0 0 0 0 0,-94.3775,,,,-7.4949,,-21.9734,,0,-35.2631,,-3.628,,-0.75,,-11.884,,-49.8083,-51.864,,-70.6984,,-94.3775,,,,QC'd by Vitas
194,363676623,151289,CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00163553-03/250073554,,Inhibitor,6.8061,119.359,,44,Partial curve; high efficacy,-5.1671,0.5,0.9602,-118.359,1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-89.6657,,,,3.2394,,0,,-2.4213,-14.4953,,0,,-22.8173,,-37.5961,,-37.1817,-50.3463,,-77.6136,,-89.6657,,,,QC'd by Selleck
195,384568717,704473,CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00344081-06/250073494,,Inhibitor,4.2944,101.277,,44,Partial curve; high efficacy,-5.3671,0.9,0.9564,-96.7768,4.5,-2.1,1 0 0 0 0 0 0 0 0 0 0,-94.8792,,,,-25.2386,,0,,4.5373,0,,2.7594,,0.7199,,0,,-42.6242,-55.8543,,-64.329,,-94.8792,,,,QC'd by SIGMA
196,384569089,66577066,[2H]C([2H])([2H])C([C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C)(C([2H])([2H])[2H])O,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00379044-02/250072967,,Inhibitor,6.8061,120.962,,44,Partial curve; high efficacy,-5.1671,0.5,0.9496,-118.962,2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.1347,,,,1.5853,,0,,0,0,,-12.6944,,-23.7793,,-35.1183,,-41.9435,-41.5078,,-69.8614,,-99.1347,,,,QC'd by MedChem Express
197,405558618,1201549,CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00013495-15/250073361,,Inhibitor,6.8061,110.327,,44,Partial curve; high efficacy,-5.1671,0.4,0.7854,-108.827,1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-83.9717,,,,2.5897,,0,,-16.712,0,,-23.9003,,0,,-58.3651,,-41.5078,-39.6079,,-57.8447,,-83.9717,,,,QC'd by APExBIO
198,405558904,56841712,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3C([C@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)[C@H](OC3=O)C,Active,44,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00482976-01/250072947,,Inhibitor,7.6366,134.997,,44,Partial curve; high efficacy,-5.1171,0.6,0.9605,-131.497,3.5,-2.1,0 0 0 0 0 0 0 1 0 0 0,-99.6188,,,,0,,2.8922,,0,-4.5864,,0,,1.9846,,-37.6717,,0,-52.4475,,-89.3447,,-99.6188,,,,QC'd by DC Chemicals
199,170465127,2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015252-12/250072982,,Inhibitor,8.5684,105.804,,43,Partial curve; high efficacy,-5.0671,0.5,0.8607,-109.804,-4,-2.1,1 0 0 0 0 0 0 0 0 0 0,-83.1851,,,,-26.3756,,-20.8766,,-13.9504,-20.3287,,0,,-13.5446,,-38.3408,,-25.7669,-57.6516,,-68.2505,,-83.1851,,,,QC'd by Vitas
200,170465426,3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016260-13/250072978,,Inhibitor,8.5684,99.9654,,43,Partial curve; high efficacy,-5.0671,0.6,0.7666,-103.965,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-91.6803,,,,-15.4414,,-25.1104,,-18.975,0,,2.6139,,-3.8603,,-28.3899,,-49.7247,-45.0778,,-47.3407,,-91.6803,,,,QC'd by Specs
201,363677543,10339779,CC1=NN(C(=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4,Active,43,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346805-02/250073477,,Inhibitor,6.8061,79.5651,,43,Partial curve; partial efficacy,-5.1671,1.1705,0.9773,-78.5651,1,-2.2,0 0 0 0 0 0 0 0 0 0 0,-77.0246,,,,0,,0,,0,0,,0,,-0.0654,,0,,-14.0481,-44.2821,,-51.4261,,-77.0246,,,,QC'd by Tocris
