PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Repeated sucessfully (out of two attempts)
RESULT_TYPE,,,,,,,,STRING
RESULT_UNIT,,,,,,,,NONE
787,4248667,3242719,CCOC(=O)CSC1=NC2=C(C(=O)N1C3=CC=CC=C3)SC(=S)N2CC4=CC=CO4,Inactive,10,,,
788,3716164,2999499,CN1C=CC=C1C(=S)N=P(C2CCCCC2)(N3CCOCC3)N4CCOCC4,Inactive,10,,,
789,3714794,2128432,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)COC3=NC=NC4=C3C=C(C=C4Cl)Cl,Inactive,10,,,
790,14724388,1132911,CC1=CC(=CC=C1)NC(=O)CSC2=NN=C(O2)CN3C=NC4=CC=CC=C43,Inactive,10,,,
791,4262650,850025,CC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC=C(C=C2)F,Inactive,10,,,
792,14726530,3228831,C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CC3=NN=NN3CCC4=CC=CC=C4,Inactive,10,,,
793,22413611,3682589,CC(C)(C)C1=C(C(C(=C(O1)N)C#N)C2=CN=CC=C2)C#N,Inactive,10,,,
794,4248732,3242771,CC1=CC=CC=C1S(=O)(=O)CC2=CC=C(O2)C(=O)NCCCN3CCN(CC3)C,Inactive,10,,,
795,17504314,12004489,CCCNC(=O)C1=CC=C(C=C1)CN2C(=O)C3=C(C4=C(N3)C=CC(=C4)OC)NC2=S,Inactive,10,,,
796,14746689,2417089,COC1=C(C=C(C=C1)CNC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCC3)OC,Inactive,10,,,
797,17513809,4017415,COC1=CC=C(C=C1)C(CCNCC2=CC=CC=C2F)C3=CC=C(C=C3)F,Inactive,10,,,
798,17512859,1246657,CC1=CC2=C(C=C1)C(=NC3CCCCC3)C4=CC5=CC=CC=C5N=C42,Inactive,10,,,
799,22404857,2500386,C1=CC=C(C=C1)C2=NC(=CS2)COC(=O)CNS(=O)(=O)C3=CC4=CC=CC=C4C=C3,Inactive,10,,,
800,57264245,6218193,CN(CC(=O)NC1=CC(=C(C=C1)Cl)C(F)(F)F)C(=O)/C=C/C2=CC=CS2,Inactive,10,,,
801,4247108,2062124,C1=CC=C2C(=C1)N(C(=O)O2)CC(=O)N,Inactive,10,,,
802,16953673,4240685,CC(C1CC2CCC1C2)NC(=O)C3=CC=C(C=C3)N(C)C,Inactive,10,,,
803,22405952,135466091,CC1=NC(=CC=C1)N2C(=C(C3=CC=CC=C3C2=O)/C=N/NC(=O)C4=CC=CC=C4Cl)O,Inactive,10,,,
804,51085259,18554245,CC1=C(C=C(C=C1)N(C2CS(=O)(=O)C=C2)C(=O)C3=CC4=C(C=C3)OCO4)C,Inactive,10,,,
805,17411644,9566843,C1CC(C(=O)NC1)C(=O)N/N=C/C2=CC=CC=C2,Inactive,10,,,
806,17508334,2921716,CCC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)[N+](=O)[O-],Inactive,10,,,
807,851071,6603604,C1CN(CCN1CC(=O)NC2=CC=CC=C2N3C=CC=C3)C4=NC=CC=N4.Cl,Inactive,10,,,
808,17516552,2527791,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)NC3=CC(=C(C=C3)F)F,Inactive,10,,,
809,49727597,3164211,CC1=C(C(=CC=C1)C)NC(=O)COC(=O)C2C3CC4C2C(=O)OC4C3,Inactive,10,,,
810,51089109,18575102,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)NC2=CC=CC(=C2)C3=NN=C(C=C3)N4CCCC4,Inactive,10,,,
811,22407859,2622645,CC1=C(C2=C(C=C1)C(=CC(=O)O2)CSC3=NN=C4N3C=CC=C4)C,Inactive,10,,,
812,22414110,135401426,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NC(=CC(=N3)Cl)N)O,Inactive,10,,,
813,14725966,672375,CC1=CC=C(C=C1)C2=NOC(=N2)COC3=CC4=C(C=C3)OCO4,Inactive,10,,,
814,17401468,1001133,CC1=NN(C=C1CNC(=O)/C=C/C2=CC(=C(C=C2)OC)COC3=CC=C(C=C3)Br)C,Inactive,10,,,
815,14726388,3155783,CN1C(=O)C(SC1=O)NC2=CC=CC3=CC=CC=C32,Inactive,10,,,
816,17513816,1050416,CCN(C(=O)C1=CC=CC=C1)NC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,Inactive,10,,,
817,4244854,3239399,CC1=CC=C(C=C1)S(=O)(=O)CC2=CC=C(O2)C(=O)NCCOC,Inactive,10,,,
818,17414340,1262012,CC(=O)NC1=CC=CC(=C1)C(=O)OCC2=CC=C(C=C2)C(=O)OC3=CC=C(C=C3)Cl,Inactive,10,,,
819,22400550,135521417,CC1=C(SN=N1)C(=O)N/N=C/C2=C(C3=CC=CC=C3C=C2)O,Inactive,10,,,
820,17433939,951614,C1=CC=C(C(=C1)CC(=O)NCC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],Inactive,10,,,
821,7978046,2920736,COC1=CC=C(C=C1)C2OC(=O)C3=CC=CC=C3S2,Inactive,10,,,
822,17411522,1479257,C1=CN(C(=C1)C(=O)NC2=CC=C(C=C2)Br)C3=C(C=C(C=N3)C(F)(F)F)Cl,Inactive,10,,,
823,49674207,2462609,CC(=O)NCCC(=O)NC1=NC(=CS1)C2=CC3=CC=CC=C3C=C2,Inactive,10,,,
824,17433121,2984065,CCOC1=C(C(=CC(=C1)CNCCSC2=NN=NN2C)Br)OCC3=CC=C(C=C3)F.Cl,Inactive,10,,,
825,24826312,135439848,C1=CC=C2C(=C1)C(=C(N(C2=O)C3=CC=CC=C3Cl)O)/C=N/NC(=O)C4=CN=CC=C4,Inactive,10,,,
826,17514461,135517162,CC(C)(C)C1=NN=C(N(C1=O)N)N/N=C/C2=C(C=CC(=C2)Br)O,Inactive,10,,,
827,7966358,1566039,CCCCN(C)CC1=C(NC2=C(C1=O)C=C(C=C2)OCC)C,Inactive,10,,,
828,17515812,12006154,COC1=C(C=C(C=C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=N3)OC,Inactive,10,,,
829,858749,660055,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)Br,Inactive,10,,,
830,22403275,1338834,COC1=CC=CC=C1C(=O)NC(=S)NC2=CC=C(C=C2)NC(=O)C3=CC=CS3,Inactive,10,,,
831,17511125,3598790,CN1C2=C(N=C1SCC3=NC(=NC(=N3)N4CCCCC4)N)N(C(=O)N(C2=O)C)C,Inactive,10,,,
832,17412677,801955,C1=CC=C(C=C1)COC(=O)C2=CC3=C(C=C2)C(=O)C4=CC=CC=C43,Inactive,10,,,
833,47200416,795568,COC1=CC=CC=C1C(=O)NC2=CC=CC3=C2CCCC3,Inactive,10,,,
834,17401591,6869993,COC1=CC(=CC(=C1OC)OC)/C=N/NC2=NN3C=NN=C3C4=CC=CC=C42,Inactive,10,,,
835,17512853,5513811,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC(=O)N/N=C(\C)/C3=CN=CC=C3,Inactive,10,,,
836,14719001,4082205,CCCCCC(C)NC(=O)C1=C(OC=C1)C,Inactive,10,,,
837,14746281,135446674,C1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=C(C=C2)[N+](=O)[O-])/C(=O)N/N=C/C3=C(C(=C(C=C3)O)O)O,Inactive,10,,,
838,22401751,135451196,C1=CC=C(C=C1)CN2C(=C(C(=O)NC2=O)/C=N/NC(=O)C3=CC=CC=C3O)O,Inactive,10,,,
839,14722492,3215957,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCCC2C(=O)O,Inactive,10,,,
840,7965115,5307429,CN(CCNC(=O)CN1C2=CC=CC=C2SC1=O)CC3=CC=CC=C3,Inactive,10,,,
841,14727340,978516,C1CN(CCN1C2=CC=CC=C2)C(=O)COC(=O)C3=CC(=CC=C3)Cl,Inactive,10,,,
842,14732581,5729425,CC(C)(C)C1=CC=C(C=C1)C(=O)N/C(=N/C2=NC3=CC=CC=C3O2)/N,Inactive,10,,,
843,17516153,6907378,CC1=C(C(=NN1CC2=CC=CC=C2)C)/C=N/NC(=O)CNC3=CC=CC(=C3)C(F)(F)F,Inactive,10,,,
844,49724879,9725965,C1=CC=C2C(=C1)C=NN=C2N/N=C/C3=CC=CC=N3,Inactive,10,,,
845,14741069,1851779,CC1=C(C(=O)N2C(=N1)N=C(N2)C3=CC=C(C=C3)Cl)CC(=O)OC,Inactive,10,,,
846,85269638,3957854,C1COCCN1CCCN2C(=O)C3=CC=CC=C3N=C2SCC(=O)NC4=CC=CC=C4OC(F)F,Inactive,10,,,
847,860107,661409,CCSC1=NN=C(S1)N(CCC(=O)O)CCC(=O)O,Inactive,10,,,
848,17507342,5441374,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N/N=C(\C#N)/C(=O)C3=CC=C(C=C3)Cl,Inactive,10,,,
849,85270664,2645846,CCOC1=C(C=CC=N1)C(=O)OCC(=O)NC2=CC3=C(CCC3)C=C2,Inactive,10,,,
850,17506409,5736971,CC1=CC=C(O1)/C=C/C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])NC(=O)/C=C/C3=CC=C(O3)C,Inactive,10,,,
851,17388421,4779931,C1CN(CCC1NC(=O)COC2=C(C=C(C=C2)Br)F)CC3=CC=CC=C3,Inactive,10,,,
852,17406800,7285520,C1=CC=C(C=C1)SCCCN2C=NC3=CC=CC=C3C2=O,Inactive,10,,,
853,17431730,2866345,CC1=CC(=CC=C1)OCCNC2=C(C=CC(=C2)N3CCN(CC3)CCO)[N+](=O)[O-].Cl,Inactive,10,,,
854,844509,646836,COC1=CC=CC=C1C2=NN(N=N2)CC#N,Inactive,10,,,
855,17513188,1875186,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC(=S)NNC(=O)C3=CC=NC=C3,Inactive,10,,,
856,22406874,2671703,CC1=CC=C(C=C1)CNC(=O)/C=C/C2=CC=C(O2)Br,Inactive,10,,,
857,4245663,3240109,CC1=CC2=C(C=C1)C=C(C(=O)N2)CCNC(=O)C,Inactive,10,,,
858,24836534,2368571,C1CCC(CC1)NC(=O)/C(=C/C=C/C2=CC=CC=C2[N+](=O)[O-])/C#N,Inactive,10,,,
859,3711854,135415401,CC(C)N=C(C)C1=C(CCC1=O)O,Inactive,10,,,
860,16952778,2133292,CCNC(=S)NNC(=O)C1CCCCC1,Inactive,10,,,
861,17513579,135435853,CCOC(=O)C1=C(SC=C1C2=CC=C(C=C2)OC)/N=C/C3=C(CCCC3=O)O,Inactive,10,,,
862,7973209,2295169,COC1=CC=C(C2=CC=CC=C21)S(=O)(=O)NCCN3CCOCC3,Inactive,10,,,
863,16952759,4541901,CC1=C(C(=CC=C1)C)NC(=O)CC2C(=O)N3CCN=C3S2,Inactive,10,,,
864,57263675,16280987,CC1=C(SC(=C1C(=O)OC(C)C(=O)NC2=CC=C(C=C2)NC(=O)C)NC(=O)C)C,Inactive,10,,,
865,17514206,6535755,CCCC(C(=O)O)N1C(=O)/C(=C/C2=CC=CN2C)/SC1=S,Inactive,10,,,
866,22404340,9613462,C/C(=N\NC(=S)NCCOC)/C1=CC2=C(C=C1)C=C(C=C2)OC,Inactive,10,,,
867,22401489,9622660,C1=CC=C2C(=C1)C=CC=C2/C=N/NC(=O)CN3C=NC(=N3)[N+](=O)[O-],Inactive,10,,,
868,17508203,3090189,C1=COC(=C1)C(=O)NC(C(Cl)(Cl)Cl)N2C=CC(=O)NC2=O,Inactive,10,,,
869,49820975,7535285,C1CN(CCN1C(=O)C2=CC(=C(C=C2)O)Cl)S(=O)(=O)C3=CC=CC=C3,Inactive,10,,,
870,22406963,2537516,COC1=C(C=C(C=C1)CCNC(=O)CCNC(=O)C2=CC=C(C=C2)Br)OC,Inactive,10,,,
871,47193427,23723028,CC1(CC(=NO1)C2=CC=C(C=C2)OC(F)(F)F)C3=NN=C(O3)CC4=CC=CC=C4,Inactive,10,,,
872,24834908,5095822,C1=CC(=CC(=C1)NC(C2=CC=NC=C2)C3=C(C4=C(C=CC=N4)C=C3)O)C(F)(F)F,Inactive,10,,,
873,17509075,3138348,CCCCCC(=O)NNC(=S)NC(=O)C1=CC(=CC=C1)[N+](=O)[O-],Inactive,10,,,
874,14722041,1469710,CC1=CC2=C(C=C1)N(N=N2)C3CCN(CC3)C(=O)NC4=CC=C(C=C4)OC,Inactive,10,,,
875,85146092,44142065,CC1=CSC(=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC(=CC=C4)OC,Inactive,10,,,
876,17513878,135517143,C1=CC=C(C=C1)C2=C(N(C=N2)CCC(=O)N/N=C/C3=CC=CC=C3O)C4=CC=CC=C4,Inactive,10,,,
877,49828272,4869556,COC1=CC=CC(=C1)C2=C(OC3=CC=CC=C3C2=O)NC(=O)C4=CC=CO4,Inactive,10,,,
878,858602,659909,CC1(CC2=C(CO1)C(=NC(=C2C#N)NCC3=CC=CO3)C4=CC=CO4)C,Inactive,10,,,
879,14729611,3769494,C1CCC2=C(C1)C(=C(N=C2C3=CC=CC=C3)N4CCN(CC4)C(=O)C5=CC=CC=C5Cl)C#N,Inactive,10,,,
880,17513235,135517118,CC1=C(C(=NN1C(C)C(=O)N/N=C/C2=C(C(=CC=C2)OC)O)C)[N+](=O)[O-],Inactive,10,,,
881,14727345,4464785,CC1=CC=C(C=C1)C2CC2C(=O)NNC(=S)NC3=CC=CC(=C3)C,Inactive,10,,,
882,17431714,2273638,CC1=CC(=CC(=C1)NC(=O)C(=O)NCC2=CC=CC=N2)C,Inactive,10,,,
883,17388348,9615178,C1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=CS2)/C(=O)N/N=C/C3=CC4=CC=CC=C4N=C3Cl,Inactive,10,,,
884,4244665,3239235,CC1=CC(=CC=C1)NC(=O)NCC(C2=CN=CC=C2)N3CCOCC3,Inactive,10,,,
885,56323063,24982322,CC1=CC=CC=C1NC(=O)C(C)OC(=O)CNS(=O)(=O)C2=CC=C(C=C2)C#N,Inactive,10,,,
886,14747078,4154158,C1CCN(CC1)P(=O)(C(Cl)(Cl)Cl)N2CCCCC2,Inactive,10,,,
887,14742726,5142573,CC1=CC=CC=C1N2C(=C(C(=O)NC2=O)C(=NCC3=CN=CC=C3)C)O,Inactive,10,,,
888,14734265,799741,C1=CC=C(C=C1)SC2=C(C(=O)N3C=CC=CC3=N2)C=O,Inactive,10,,,
889,49818222,7943589,COCCNC(=S)N1CCN(CC1)S(=O)(=O)C2=CC=C(S2)Cl,Inactive,10,,,
890,17433663,2057784,C1CCN(C1)CCCCCOC2=CC=CC=C2F,Inactive,10,,,
891,14746611,1534925,COC1=CC=CC(=C1)C(=O)OC2=C3C(=C(C=C2CN4CCOCC4)Cl)C=CC=N3,Inactive,10,,,
892,49717277,4139234,CC1=CC=CC=C1CS(=O)(=O)CC2=CC=C(O2)C(=O)NCC3=CC(=CC=C3)OC,Inactive,10,,,
893,22402309,5431360,CC1=CC(=C(N1C(C)C)C)/C=C/2\C(=O)N(C(=O)N2)CC3=CC=CC=C3F,Inactive,10,,,
894,57261326,9238203,CC1=CC(=CC=C1)OC2=CC=CC=C2NS(=O)(=O)C3=CC=C(C=C3)CCC(=O)O,Inactive,10,,,
895,14736940,2293412,COC1=CC(=CC=C1)OCCSC2=NC(=CC(=N2)N)N,Inactive,10,,,
896,85270241,4535196,CC1CCCC(C1C)NC(=O)COC2=NC=NC3=CC=CC=C32,Inactive,10,,,
897,17507942,749095,CC1=CC(=NN1CC(=O)N2CCCC3=CC=CC=C32)[N+](=O)[O-],Inactive,10,,,
898,848649,651101,C1OC2=C(O1)C=C(C=C2)NC(=O)CN3N=C(N=N3)C4=CC=CC=C4F,Inactive,10,,,
899,17516957,2434351,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)COC(=O)C3=CC(=C(N=C3)Cl)Cl,Inactive,10,,,
900,7977445,2842764,CC(=O)NC1=CC2CC(C1)CC(=C)C2,Inactive,10,,,
901,14743738,3914216,CCCN1C2=CC=CC=C2N=C1NC(=O)C3=CC=CC(=C3C)C,Inactive,10,,,
902,49829270,16405646,C1[C@H]2C(=O)N(C(=O)N2CC3=CC=CC=C31)CCC(=O)N[C@@H](CC4=CC=CC=C4)C(=O)O,Inactive,10,,,
903,17517081,6905459,C1=CC(=CC=C1C(=O)N/N=C/C2=C(C=C(C=C2)OC(F)F)OC(F)F)Br,Inactive,10,,,
904,17514512,135517166,C1CN(CCN1CCC(=O)N/N=C/C2=C(C=C(C=C2)O)O)C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,10,,,
905,49818861,896456,C1=COC(=C1)C(=O)NCC2=CC=C(C=C2)CNC(=O)C3=CC=CO3,Inactive,10,,,
906,14734554,75037,CC(=O)C1=CC=C(C=C1)N(C)C,Inactive,10,,,
907,14719372,135420616,C1=CC2=NNN=C2C=C1O,Inactive,10,,,
908,7978433,2901963,C1CN(CCN1C(=O)C2=CC=CC=C2)C(=O)N3CCOCC3,Inactive,10,,,
909,17388143,1379458,C1C(=O)N(C(=NC(=O)C2=CC=CO2)S1)C3=CC=CC=C3,Inactive,10,,,
910,17408584,717708,CCCC(=O)NC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC=CO2,Inactive,10,,,
911,22408146,9644974,C/C(=N\NC(=O)C1=CC=C(C=C1)CSC2=NN=CN2C)/C3=CC4=CC=CC=C4C=C3,Inactive,10,,,
912,7967987,5309154,CC1=NOC(=C1Cl)C(=O)N2CC3(CC2CC(C3)(C)C)C,Inactive,10,,,
913,17517229,2337386,COC1=CC=C(C=C1)N(CN2C(=O)C3=CC=CC=C3C2=O)C(=O)COC4=C(C=C(C=C4)Cl)Cl,Inactive,10,,,
914,22405522,15945066,CC1=C2[C@@H]3[C@H]4[C@@](O4)(CC[C@H]5[C@](O5)([C@H]([C@]2(OC1=O)O)OC(=O)C)C)C(=O)O3,Inactive,10,,,
915,22410424,135401252,CCN(CC)S(=O)(=O)C1=CN=C(C=C1)N/N=C/C2=C(C=C(C=C2)O)O,Inactive,10,,,
916,17433551,2897727,C1=CC(=CN=C1)C(=O)NC(C2=CC=C(C=C2)Cl)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive,10,,,
917,14738734,2923627,COCCCNC(=O)C1=C(SC2=C1CCCC2)NC(=O)C3COC4=CC=CC=C4O3,Inactive,10,,,
918,861136,662399,COCC1=C(C=CC(=C1)C2C(=C(C(=O)N2CCOCCO)O)C(=O)C3=CC=CO3)O,Inactive,10,,,
919,17515198,7197203,CN1C2=NC=NC(=C2C=N1)NNC(=O)C3=C(C=C(C=C3)Cl)Cl,Inactive,10,,,
920,22408493,2411191,CCOC1=CC=CC=C1NC2=NN=C(S2)SCC3=NN=C(O3)C4=CC(=C(C(=C4)OC)OC)OC,Inactive,10,,,
921,7970949,2149958,C1CN(CCN1C(=O)CC2=CC(=O)NC(=O)N2)C(=O)C3=CC=CO3,Inactive,10,,,
922,851682,6602636,C1OC2=C(O1)C=C(C=C2)CNCCC3=CNC4=CC=CC=C43.Br,Inactive,10,,,
923,4246137,3240521,CC(=O)N1CCC2=C1C(=CC(=C2)Br)S(=O)(=O)C3(CC3)C(=O)OC,Inactive,10,,,
924,4259060,892424,CCOC(=O)C1CCN(CC1)C(=O)COC2=CC=CC(=C2)C,Inactive,10,,,
925,14728342,849495,CC1=CC=C(C=C1)OCC2=NN=C(N2N)SC,Inactive,10,,,
926,22412872,1752653,CCNC(=S)NNC(=O)C1=CC=CC=N1,Inactive,10,,,
927,17509766,7289711,C1=CC=C(C=C1)C(=O)N/C(=C\C2=CN=CC=C2)/C(=O)NCCC3=CC=C(C=C3)Cl,Inactive,10,,,
928,17514518,4549057,CCCCCN(C(=O)NC(=O)NC1=CC=C(C=C1)C)S(=O)(=O)C2=CC=CC=C2,Inactive,10,,,
929,4240966,3236003,COC1=CC=CC(=C1)N2C3=C(C(=O)N(C=N3)CC(=O)OCC4=CC=CC=C4)N=N2,Inactive,10,,,
930,49821830,6465210,CCN1C(=NN=C1SCC(=O)NC2CCCCC2)C3=CC=CC=N3,Inactive,10,,,
931,85146954,44142790,CCOC(=O)[C@H]1[C@H]2COC3=C([C@@H]2N4[C@]1(C(=O)N(CC4=O)CC5=CC=CO5)C)C=C(C=C3)Br,Inactive,10,,,
932,85146836,44142692,CC1=CC=C(C=C1)NC(=O)C2=C(NC=N2)C(=O)NCCCCCCNC(=O)C3=C(N=CN3)C(=O)NC4=CC=C(C=C4)C,Inactive,10,,,
933,14732669,1942357,COC(=O)C1=CC2=C(C=C1)C(=O)N(C(=S)N2)NC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,10,,,
934,14737784,5058847,CC1=CC2=CC=CC=C2C(=O)N1CC(=O)NC3=CC(=C(C(=C3)OC)OC)OC,Inactive,10,,,
935,22404590,2305909,C1=CC=NC(=C1)NC(=S)NC(=O)C2=CC=CO2,Inactive,10,,,
936,49722263,22550802,CC1=CC2=C(C=C1S(=O)(=O)N3CCN(CC3)C4=CC=C(C=C4)Cl)OCCN2C,Inactive,10,,,
937,87341404,23657790,CCCCCCN(C(C)C(=O)NCCCC)C(=O)CCCN1C(=C(C(NC1=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)OCC3=CC=CC=C3)C,Inactive,10,,,
938,22401628,2490950,C1=CC=C(C(=C1)C(=O)NCCC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl,Inactive,10,,,
939,56319912,24981049,CCCCN1C(=C(C(=O)NC1=O)N(CC)C(=O)C2=C(C=CC(=C2)S(=O)(=O)N3CCCCCC3)OC)N,Inactive,10,,,
940,3715814,763016,C1OC2=C(O1)C=C(C=C2)CNC3=CC=C(C=C3)C(=O)O,Inactive,10,,,
941,57255517,2480700,C1CCC(C1)CC(=O)OCC(=O)NC2=CC(=CC=C2)F,Inactive,10,,,
942,22414504,135401441,C1COCCN1C2=NSN=C2OCC(=O)N/N=C/C3=CC=CC=C3O,Inactive,10,,,
943,14735891,2900918,CC1=CC(=CC=C1)NC(=S)NCC2CCCO2,Inactive,10,,,
944,22401077,15944741,CC(C)[C@@H](C(=O)OCC(=O)NC1=CC(=CC=C1)F)NC(=O)C2=CC(=CC(=C2)OC)OC,Inactive,10,,,
945,22403046,135521558,COC1=CC=CC(=C1O)/C=N/NC2=C(C(=NC=N2)Cl)N,Inactive,10,,,
946,49826435,6470717,CC1=NN(C=C1S(=O)(=O)NC2=C(C=CC(=C2)Cl)OC)C,Inactive,10,,,
947,56316506,7675641,CC(C)N1C=NN=C1SCC(=O)NC(=O)C2=CC=CC=C2,Inactive,10,,,
948,17407150,11958451,CCCCCCC(=O)NC1=NC(=C(S1)C2=CSC(=N2)NC3=C(C=CC(=C3)OC)OC)C,Inactive,10,,,
949,17511958,135517060,C1=CC=C2C(=C1)C=CC=C2C(=O)N/N=C/C3=C(C4=CC=CC=C4S3)O,Inactive,10,,,
950,22401225,2715724,CC1=CC(=C(O1)C)C(=O)NNC(=O)C2=CC=C(C=C2)S(=O)(=O)N(C)C,Inactive,10,,,
951,17510830,208719,CC1=CC=C(C=C1)N=NC2=C3C=CC=NC3=C(C=C2)O,Inactive,10,,,
952,49640919,1080077,CC1=CC=C(C=C1)OCC2=NC3=CC=CC=C3N2C,Inactive,10,,,
953,17510633,12005287,C1=CC=C2C(=C1)N(C(=O)/C(=C\C3=CC=C(C=C3)C(F)(F)F)/S2)CC(=O)NCC4=CC=CO4,Inactive,10,,,
954,22404851,4234437,C1CCCN(CC1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)COC(=O)C3=NC=CN=C3,Inactive,10,,,
955,3717802,2318726,C1CCC2=NN=C(N2CC1)CCN3CCN(CC3)C4=CC=CC=C4,Inactive,10,,,
956,14742504,135444858,CCC1(C(=NC2=CC=C(C=C2)OC)NC(=O)N(C1=O)C)CC,Inactive,10,,,
957,17508565,135477763,C1C2CC3CC1CC(C2)C3C4=NC5=CC=CC=C5C(=O)N4,Inactive,10,,,
958,14729468,6404643,CNC1=C(N=NC(=N1)C2=CC=CC=N2)C3=CC=CC=C3,Inactive,10,,,
959,17408515,5447484,CC1=CC=CC=C1NC(=O)/C(=C\C2=CC=CS2)/NC(=O)C3=CC=CO3,Inactive,10,,,
960,26729549,2807928,CC1=CSC(=C1NC(=O)CSC2=CC=C(C=C2)Cl)C(=O)OC,Inactive,10,,,
961,22403150,2283998,C1CC1NC(=O)CSCC2=CC(=CC=C2)Br,Inactive,10,,,
962,14739499,135421536,CC(=NC1=CC=CC=C1)C2=C(COC2=O)O,Inactive,10,,,
963,14720881,847302,CCOC(=O)N1CCN(CC1)CCC(=O)NC2=CC=CC=C2OC,Inactive,10,,,
964,49817273,6884223,C1=CC=C(C(=C1)/C=N/NC(=O)CNC(=O)C2=CC=CO2)OCC(=O)O,Inactive,10,,,
965,17433380,2289022,C/C=C/C1=CC(=C(C=C1)OCCOC2=C(C=C(C=C2)C=O)OC)OC,Inactive,10,,,
966,855832,65327,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Inactive,10,,,
967,22412824,5822222,C/C(=N\NC(=O)C1=CC=CO1)/CC(=O)NC(C)(C)C,Inactive,10,,,
968,22407344,764061,CNC(=O)N(C1=NCCCCC1)C2=CC=C(C=C2)Br,Inactive,10,,,
969,85146054,3235398,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CS4,Inactive,10,,,
970,57265370,2114546,CC(=O)C1=CC=C(C=C1)OCCCC(=O)NNC(=O)C2=CC(=CC(=C2)OC)OC,Inactive,10,,,
971,22416967,6898209,CCOC1=C(C=CC(=C1)/C=N/O)OCC2=CC=CC=C2F,Inactive,10,,,
972,17513294,3728705,CC1=CC(=CC=C1)C2C(C(C(C(N2)C3=CC=CC(=C3)C)[N+](=O)[O-])(C)C)[N+](=O)[O-],Inactive,10,,,
973,22416824,2891737,CC(=O)N/C(=C\C1=CC(=CC=C1)[N+](=O)[O-])/C(=O)NC2CCCCC2,Inactive,10,,,
974,17510930,1674526,COC1=CC=CC=C1NCC(=O)N/N=C/C=C/C2=CC=CC=C2,Inactive,10,,,
975,49713825,135693581,CCN1[C@@H]([C@H]([C@@H](NC1=NCC2=CC=CC=C2)C3=CC=CC=C3)C(=O)OC)C,Inactive,10,,,
976,14731531,1243057,COC1=C(C=C(C=C1)S(=O)(=O)N(CCC2=CC=CC=C2)CC(=O)O)Cl,Inactive,10,,,
977,49673617,2708827,CC(C)C1=CC=C(C=C1)NC(=O)CN2C(=O)C3(CCCC3)NC2=O,Inactive,10,,,
978,17512393,12005623,CCCCOC(=O)C[N+](C)(C)CCOC1CC2CCC1(C2(C)C)C.[Br-],Inactive,10,,,
979,17503929,135497925,C1=CC=C(C(=C1)/C=N/NC(=O)CCCOC2=C(C=C(C=C2)Cl)Cl)O,Inactive,10,,,
980,22404670,1791940,C=CCN(CC=C)C(=S)NC(=O)/C=C/C1=CC=CC=C1,Inactive,10,,,
981,4259213,2216630,CC1=CC=C(C=C1)SCCCCN2C(=O)C(NC2=O)(C)C,Inactive,10,,,
982,14731467,1880359,CCCCNC1=NC(=NC(=C1)C)N2CCOCC2,Inactive,10,,,
983,57264131,4785644,CCCCOC1=CC=C(C=C1)C(=O)NCC(=O)NC2CC2,Inactive,10,,,
